contestant_id,season_idx,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,estimated_strength,fan_votes
117,9,5,8,229,week2_percentage,0.083333333,1,713,16.76906875,2.111892948
118,9,2,11,197,week2_percentage,0.078703704,1,714,12.77834367,1.879422264
119,9,8,5,242,week2_percentage,0.106481481,1,715,22.79833266,2.22247675
120,9,3,10,289,week2_percentage,0.078703704,1,716,18.61187599,2.255470273
121,9,7,6,149,week2_percentage,0.087962963,1,717,20.79773528,2.287887481
111,9,9,4,231,week3_percentage,0.098130841,2,718,17.99941267,2.057039765
112,9,10,3,49,week3_percentage,0.107476636,2,719,20.39661413,2.102707689
113,9,10,2,154,week3_percentage,0.098130841,2,720,17.61915619,2.035687368
114,9,10,1,105,week3_percentage,0.11682243,2,721,21.56840873,2.079206612
115,9,4,9,262,week3_percentage,0.093457944,2,722,17.18433092,2.050379538
116,9,6,7,50,week3_percentage,0.098130841,2,723,18.24803095,2.070757817
117,9,5,8,229,week3_percentage,0.11682243,2,724,18.01946926,1.899429735
119,9,8,5,242,week3_percentage,0.093457944,2,725,17.62977054,2.075970542
120,9,3,10,289,week3_percentage,0.070093458,2,726,11.65340908,1.860384977
121,9,7,6,149,week3_percentage,0.107476636,2,727,20.74575698,2.119680518
111,9,9,4,231,week4_percentage,0.121359223,3,728,18.73440777,1.899813588
112,9,10,3,49,week4_percentage,0.126213592,3,729,20.57459969,1.952287121
113,9,10,2,154,week4_percentage,0.106796117,3,730,16.51728749,1.897525122
114,9,10,1,105,week4_percentage,0.121359223,3,731,19.37637243,1.933506174
115,9,4,9,262,week4_percentage,0.101941748,3,732,11.48106338,1.575038537
116,9,6,7,50,week4_percentage,0.111650485,3,733,17.73041624,1.927177231
117,9,5,8,229,week4_percentage,0.111650485,3,734,15.46912551,1.790741778
119,9,8,5,242,week4_percentage,0.111650485,3,735,17.6072406,1.920205851
121,9,7,6,149,week4_percentage,0.087378641,3,736,15.74088588,2.014266818
111,9,9,4,231,week5_percentage,0.113402062,4,737,15.61803812,1.78544828
112,9,10,3,49,week5_percentage,0.134020619,4,738,19.10154715,1.811704098
113,9,10,2,154,week5_percentage,0.118556701,4,739,15.76386524,1.750970314
114,9,10,1,105,week5_percentage,0.139175258,4,740,19.51186641,1.789185837
116,9,6,7,50,week5_percentage,0.134020619,4,741,18.31368561,1.769583394
117,9,5,8,229,week5_percentage,0.113402062,4,742,10.8306003,1.419397262
119,9,8,5,242,week5_percentage,0.134020619,4,743,18.34846233,1.77148054
121,9,7,6,149,week5_percentage,0.113402062,4,744,16.56822905,1.84450869
111,9,9,4,231,week6_percentage,0.133333333,5,745,16.38480247,1.664125238
112,9,10,3,49,week6_percentage,0.155555556,5,746,20.06022213,1.677805007
113,9,10,2,154,week6_percentage,0.144444444,5,747,17.27283929,1.622553872
114,9,10,1,105,week6_percentage,0.15,5,748,18.91678459,1.66629197
116,9,6,7,50,week6_percentage,0.122222222,5,749,11.91208213,1.439676644
119,9,8,5,242,week6_percentage,0.155555556,5,750,19.43457172,1.64611968
121,9,7,6,149,week6_percentage,0.138888889,5,751,18.05857109,1.714215216
111,9,9,4,231,week7_percentage,0.175066313,6,752,20.36413537,1.527161589
112,9,10,3,49,week7_percentage,0.169761273,6,753,20.56654932,1.582101145
113,9,10,2,154,week7_percentage,0.159151194,6,754,18.17995724,1.54885275
114,9,10,1,105,week7_percentage,0.175066313,6,755,20.9857672,1.55723076
119,9,8,5,242,week7_percentage,0.159151194,6,756,18.60487236,1.571956513
121,9,7,6,149,week7_percentage,0.161803714,6,757,13.93512774,1.260421406
111,9,9,4,231,week8_percentage,0.176923077,7,758,20.40909558,1.513599853
112,9,10,3,49,week8_percentage,0.211538462,7,759,26.03404285,1.463080117
113,9,10,2,154,week8_percentage,0.203846154,7,760,23.1658378,1.411674694
114,9,10,1,105,week8_percentage,0.207692308,7,761,24.82002459,1.447986322
119,9,8,5,242,week8_percentage,0.2,7,762,16.65137691,1.114149391
111,9,9,4,231,week9_percentage,0.204255319,8,763,19.05722211,1.212967648
112,9,10,3,49,week9_percentage,0.310638298,8,764,54.10102632,1.353000381
113,9,10,2,154,week9_percentage,0.229787234,8,765,26.4141214,1.322610439
114,9,10,1,105,week9_percentage,0.255319149,8,766,33.21780129,1.334987759
112,9,10,3,49,week10_percentage,0.339694801,9,767,63.51205787,1.266637371
113,9,10,2,154,week10_percentage,0.320610399,9,768,49.60264749,1.181511167
114,9,10,1,105,week10_percentage,0.339694801,9,769,62.1705165,1.245288472
122,10,2,11,84,week1_percentage,0.069124424,0,770,20.39214232,2.428164587
123,10,7,6,68,week1_percentage,0.082949309,0,771,22.32352107,2.401258792
124,10,10,3,237,week1_percentage,0.092165899,0,772,23.84227072,2.388813314
125,10,10,1,110,week1_percentage,0.101382488,0,773,26.63043236,2.421143185
126,10,1,12,192,week1_percentage,0.064516129,0,774,14.53778964,2.128898743
127,10,9,4,107,week1_percentage,0.096774194,0,775,25.76528533,2.42724894
128,10,4,9,57,week1_percentage,0.101382488,0,776,24.59668331,2.341700162
129,10,3,10,156,week1_percentage,0.087557604,0,777,24.32692646,2.44806939
130,10,5,8,42,week1_percentage,0.078341014,0,778,22.12931014,2.431653235
131,10,6,7,48,week1_percentage,0.078341014,0,779,22.14356927,2.432297383
132,10,8,5,206,week1_percentage,0.073732719,0,780,21.14569756,2.425319057
133,10,10,2,239,week1_percentage,0.073732719,0,781,22.20915186,2.474387045
122,10,2,11,84,week2_percentage,0.094170404,1,782,13.80543235,1.825393731
123,10,7,6,68,week2_percentage,0.080717489,1,783,18.94051701,2.255873291
124,10,10,3,237,week2_percentage,0.103139013,1,784,22.18305538,2.223501369
125,10,10,1,110,week2_percentage,0.098654709,1,785,22.12159186,2.258806226
127,10,9,4,107,week2_percentage,0.085201794,1,786,20.21927996,2.283127054
128,10,4,9,57,week2_percentage,0.094170404,1,787,19.92649366,2.192381731
129,10,3,10,156,week2_percentage,0.098654709,1,788,22.50892946,2.276164182
130,10,5,8,42,week2_percentage,0.080717489,1,789,19.38214187,2.278922026
131,10,6,7,48,week2_percentage,0.076233184,1,790,18.83492869,2.288362415
132,10,8,5,206,week2_percentage,0.094170404,1,791,21.01507719,2.245571684
133,10,10,2,239,week2_percentage,0.094170404,1,792,22.11085366,2.296400144
123,10,7,6,68,week3_percentage,0.101265823,2,793,18.86682533,2.077484358
124,10,10,3,237,week3_percentage,0.113924051,2,794,20.65611248,2.060600425
125,10,10,1,110,week3_percentage,0.109704641,2,795,20.67101276,2.097151554
127,10,9,4,107,week3_percentage,0.101265823,2,796,19.54090963,2.112589447
128,10,4,9,57,week3_percentage,0.109704641,2,797,19.18819046,2.022714199
129,10,3,10,156,week3_percentage,0.101265823,2,798,12.91860765,1.698748002
130,10,5,8,42,week3_percentage,0.097046414,2,799,18.72587864,2.105815735
131,10,6,7,48,week3_percentage,0.075949367,2,800,16.52638844,2.160017864
132,10,8,5,206,week3_percentage,0.088607595,2,801,17.57349666,2.113961252
133,10,10,2,239,week3_percentage,0.101265823,2,802,20.04942386,2.138279667
123,10,7,6,68,week4_percentage,0.110047847,3,803,17.41191593,1.922659581
124,10,10,3,237,week4_percentage,0.138755981,3,804,21.72475248,1.900175677
125,10,10,1,110,week4_percentage,0.124401914,3,805,19.94032072,1.936357939
127,10,9,4,107,week4_percentage,0.114832536,3,806,18.64136428,1.95025755
128,10,4,9,57,week4_percentage,0.100478469,3,807,11.62878408,1.600248683
130,10,5,8,42,week4_percentage,0.09569378,3,808,16.15291974,1.9694963
131,10,6,7,48,week4_percentage,0.100478469,3,809,16.72382618,1.963599667
132,10,8,5,206,week4_percentage,0.100478469,3,810,16.47831873,1.948810748
133,10,10,2,239,week4_percentage,0.114832536,3,811,19.18929297,1.979227017
123,10,7,6,68,week5_percentage,0.132978723,4,812,18.13716512,1.768745408
124,10,10,3,237,week5_percentage,0.127659574,4,813,17.50403936,1.778382643
125,10,10,1,110,week5_percentage,0.14893617,4,814,21.25037786,1.791650784
127,10,9,4,107,week5_percentage,0.127659574,4,815,18.1186061,1.812890338
130,10,5,8,42,week5_percentage,0.10106383,4,816,11.46683461,1.581253475
131,10,6,7,48,week5_percentage,0.111702128,4,817,16.12730453,1.831970872
132,10,8,5,206,week5_percentage,0.117021277,4,818,16.44434373,1.806269961
133,10,10,2,239,week5_percentage,0.132978723,4,819,19.49026073,1.84069714
123,10,7,6,68,week6_percentage,0.138554217,5,820,16.92135147,1.65201296
124,10,10,3,237,week6_percentage,0.174698795,5,821,22.27936642,1.620168139
125,10,10,1,110,week6_percentage,0.174698795,5,822,23.09022101,1.655916354
127,10,9,4,107,week6_percentage,0.120481928,5,823,15.58718989,1.723350936
131,10,6,7,48,week6_percentage,0.114457831,5,824,11.48005368,1.468667542
132,10,8,5,206,week6_percentage,0.144578313,5,825,17.89736321,1.656935203
133,10,10,2,239,week6_percentage,0.13253012,5,826,17.27028883,1.723579282
123,10,7,6,68,week7_percentage,0.160409556,6,827,13.71162083,1.256091084
124,10,10,3,237,week7_percentage,0.180887372,6,828,21.30537669,1.522914981
125,10,10,1,110,week7_percentage,0.163822526,6,829,19.4811064,1.578310469
127,10,9,4,107,week7_percentage,0.170648464,6,830,20.49374931,1.571021361
132,10,8,5,206,week7_percentage,0.150170648,6,831,17.72399647,1.599712732
133,10,10,2,239,week7_percentage,0.174061433,6,832,21.502309,1.590079786
124,10,10,3,237,week8_percentage,0.200772201,7,833,22.82791745,1.423083388
125,10,10,1,110,week8_percentage,0.231660232,7,834,29.85810045,1.42926287
127,10,9,4,107,week8_percentage,0.200772201,7,835,23.69148284,1.46021476
132,10,8,5,206,week8_percentage,0.16988417,7,836,15.46425205,1.295922659
133,10,10,2,239,week8_percentage,0.196911197,7,837,23.69506527,1.493152517
124,10,10,3,237,week9_percentage,0.282700771,8,838,40.55232278,1.301977889
125,10,10,1,110,week9_percentage,0.236287917,8,839,29.49172776,1.37761951
127,10,9,4,107,week9_percentage,0.206750239,8,840,20.64494193,1.271805691
133,10,10,2,239,week9_percentage,0.274261073,8,841,40.45566202,1.371258973
124,10,10,3,237,week10_percentage,0.331361332,9,842,56.27558648,1.216433873
125,10,10,1,110,week10_percentage,0.333332939,9,843,58.87418592,1.244833459
133,10,10,2,239,week10_percentage,0.335305729,9,844,62.64324882,1.290134272
134,11,10,3,291,week1_percentage,0.088888889,0,845,23.67654512,2.409665573
135,11,3,11,112,week1_percentage,0.085185185,0,846,21.37587725,2.338894542
136,11,4,10,257,week1_percentage,0.085185185,0,847,21.85119804,2.360887236
137,11,7,7,116,week1_percentage,0.096296296,0,848,24.52268057,2.381877488
138,11,8,6,243,week1_percentage,0.085185185,0,849,23.26722181,2.423677064
139,11,8,5,188,week1_percentage,0.074074074,0,850,19.96964092,2.365197077
140,11,2,12,183,week1_percentage,0.074074074,0,851,19.53844422,2.343367935
141,11,10,1,77,week1_percentage,0.077777778,0,852,21.44365847,2.404962056
142,11,5,9,95,week1_percentage,0.074074074,0,853,19.57871888,2.345427116
143,11,6,8,99,week1_percentage,0.085185185,0,854,20.12109076,2.278400046
144,11,10,2,144,week1_percentage,0.096296296,0,855,24.29548151,2.372569448
145,11,9,4,173,week1_percentage,0.077777778,0,856,21.85575736,2.423997478
134,11,10,3,291,week2_percentage,0.092936803,1,857,20.76165283,2.243914606
135,11,3,11,112,week2_percentage,0.078066914,1,858,17.44194966,2.195956051
136,11,4,10,257,week2_percentage,0.085501859,1,859,18.76645956,2.206013597
137,11,7,7,116,week2_percentage,0.081784387,1,860,18.62140443,2.229821806
138,11,8,6,243,week2_percentage,0.096654275,1,861,21.70713324,2.256880137
139,11,8,5,188,week2_percentage,0.074349442,1,862,17.44246309,2.227553211
140,11,2,12,183,week2_percentage,0.063197026,1,863,11.63838281,1.917657268
141,11,10,1,77,week2_percentage,0.089219331,1,864,20.09145516,2.242669269
142,11,5,9,95,week2_percentage,0.078066914,1,865,17.57359418,2.203475291
143,11,6,8,99,week2_percentage,0.07063197,1,866,15.92190514,2.167909142
144,11,10,2,144,week2_percentage,0.096654275,1,867,20.69880341,2.209315104
145,11,9,4,173,week2_percentage,0.092936803,1,868,21.11366651,2.260727467
134,11,10,3,291,week3_percentage,0.1,2,869,18.85264104,2.087481276
135,11,3,11,112,week3_percentage,0.085714286,2,870,11.24463379,1.692029571
136,11,4,10,257,week3_percentage,0.085714286,2,871,16.26977089,2.061447365
137,11,7,7,116,week3_percentage,0.089285714,2,872,17.05154796,2.078051952
138,11,8,6,243,week3_percentage,0.089285714,2,873,17.63183784,2.111517197
139,11,8,5,188,week3_percentage,0.085714286,2,874,16.3932271,2.069006792
141,11,10,1,77,week3_percentage,0.092857143,2,875,17.8358268,2.092692569
142,11,5,9,95,week3_percentage,0.085714286,2,876,16.15026614,2.054075054
143,11,6,8,99,week3_percentage,0.085714286,2,877,15.35322335,2.003463971
144,11,10,2,144,week3_percentage,0.103571429,2,878,18.70929563,2.049521189
145,11,9,4,173,week3_percentage,0.096428571,2,879,18.50300875,2.099089186
134,11,10,3,291,week4_percentage,0.094420601,3,880,15.67475548,1.950258444
136,11,4,10,257,week4_percentage,0.090128755,3,881,10.37951996,1.574486765
137,11,7,7,116,week4_percentage,0.094420601,3,882,15.3556578,1.92969095
138,11,8,6,243,week4_percentage,0.111587983,3,883,18.04415917,1.945248424
139,11,8,5,188,week4_percentage,0.094420601,3,884,15.17276161,1.91770878
141,11,10,1,77,week4_percentage,0.115879828,3,885,18.42572991,1.929729298
142,11,5,9,95,week4_percentage,0.098712446,3,886,15.32928403,1.891526809
143,11,6,8,99,week4_percentage,0.08583691,3,887,13.51967376,1.875243189
144,11,10,2,144,week4_percentage,0.103004292,3,888,16.15390134,1.907478262
145,11,9,4,173,week4_percentage,0.111587983,3,889,18.09453337,1.948036252
134,11,10,3,291,week5_percentage,0.129464286,4,890,17.86214055,1.783309282
137,11,7,7,116,week5_percentage,0.107142857,4,891,14.76491025,1.782426588
138,11,8,6,243,week5_percentage,0.116071429,4,892,16.30940717,1.806096299
139,11,8,5,188,week5_percentage,0.09375,4,893,13.28732406,1.790712025
141,11,10,1,77,week5_percentage,0.120535714,4,894,16.64396447,1.788492437
142,11,5,9,95,week5_percentage,0.084821429,4,895,9.441708059,1.524857362
143,11,6,8,99,week5_percentage,0.098214286,4,896,12.83540063,1.718199095
144,11,10,2,144,week5_percentage,0.129464286,4,897,17.29910892,1.751280856
145,11,9,4,173,week5_percentage,0.120535714,4,898,16.93768038,1.805985528
134,11,10,3,291,week6_percentage,0.139535262,5,899,17.0859705,1.653363665
137,11,7,7,116,week6_percentage,0.143410467,5,900,17.31103451,1.63354296
138,11,8,6,243,week6_percentage,0.108526651,5,901,13.74303068,1.698954204
139,11,8,5,188,week6_percentage,0.116279385,5,902,13.82001499,1.638706241
141,11,10,1,77,week6_percentage,0.131782916,5,903,16.04773504,1.656504437
143,11,6,8,99,week6_percentage,0.093023508,5,904,9.060563213,1.414002006
144,11,10,2,144,week6_percentage,0.151162813,5,905,18.11703429,1.613220708
145,11,9,4,173,week6_percentage,0.116278998,5,906,14.49566769,1.686441445
134,11,10,3,291,week7_percentage,0.144414169,6,907,16.28917093,1.564176205
137,11,7,7,116,week7_percentage,0.138964578,6,908,11.04350978,1.221795002
138,11,8,6,243,week7_percentage,0.141689373,6,909,16.11549369,1.576595028
139,11,8,5,188,week7_percentage,0.128065395,6,910,14.32523024,1.574527198
141,11,10,1,77,week7_percentage,0.144414169,6,911,16.2186841,1.559839596
144,11,10,2,144,week7_percentage,0.147138965,6,912,16.09244962,1.528887674
145,11,9,4,173,week7_percentage,0.155313351,6,913,17.79841574,1.560232344
134,11,10,3,291,week8_percentage,0.174311927,7,914,19.31188128,1.480512859
138,11,8,6,243,week8_percentage,0.171253823,7,915,13.85374717,1.174316669
139,11,8,5,188,week8_percentage,0.155963303,7,916,13.025987,1.242550068
141,11,10,1,77,week8_percentage,0.168195719,7,917,18.68536301,1.499469947
144,11,10,2,144,week8_percentage,0.168195719,7,918,18.34346851,1.481003029
145,11,9,4,173,week8_percentage,0.162079511,7,919,18.34288711,1.532908446
134,11,10,3,291,week9_percentage,0.252173913,8,920,34.00938589,1.385246842
141,11,10,1,77,week9_percentage,0.247826087,8,921,33.26468977,1.400027279
144,11,10,2,144,week9_percentage,0.243478261,8,922,31.73267715,1.3897983
145,11,9,4,173,week9_percentage,0.256521739,8,923,24.97993942,1.039762878
134,11,10,3,291,week10_percentage,0.332089302,9,924,58.07040076,1.241647429
141,11,10,1,77,week10_percentage,0.332089302,9,925,58.09934688,1.242145771
144,11,10,2,144,week10_percentage,0.335821397,9,926,57.87814051,1.206639225
146,12,8,6,97,week1_percentage,0.086799277,0,927,22.87904253,2.393146388
147,12,6,8,246,week1_percentage,0.081374322,0,928,22.27996831,2.412680251
148,12,8,7,154,week1_percentage,0.068716094,0,929,19.12029742,2.36723283
149,12,10,3,147,week1_percentage,0.077757685,0,930,21.61943027,2.413296181
150,12,9,5,17,week1_percentage,0.079566004,0,931,22.23365725,2.425955218
151,12,9,4,86,week1_percentage,0.088607595,0,932,23.2200217,2.392584254
152,12,10,2,256,week1_percentage,0.079566004,0,933,22.93266318,2.456910218
153,12,1,13,224,week1_percentage,0.061482821,0,934,12.58943525,2.010763298
154,12,3,10,104,week1_percentage,0.077757685,0,935,23.59224806,2.500621903
155,12,2,12,132,week1_percentage,0.074141049,0,936,19.9414191,2.363214108
156,12,3,11,82,week1_percentage,0.077757685,0,937,20.5582175,2.362964463
157,12,4,9,35,week1_percentage,0.070524412,0,938,21.39521504,2.464293936
158,12,10,1,190,week1_percentage,0.075949367,0,939,22.29443808,2.45939668
146,12,8,6,97,week2_percentage,0.092391304,1,940,20.48916133,2.23533519
147,12,6,8,246,week2_percentage,0.094202899,1,941,20.94576076,2.24199188
148,12,8,7,154,week2_percentage,0.076086957,1,942,17.45920835,2.213758291
149,12,10,3,147,week2_percentage,0.079710145,1,943,18.86558068,2.260463122
150,12,9,5,17,week2_percentage,0.088768116,1,944,20.4273357,2.263080239
151,12,9,4,86,week2_percentage,0.081521739,1,945,18.89768985,2.246780127
152,12,10,2,256,week2_percentage,0.09057971,1,946,21.35232873,2.29198351
154,12,3,10,104,week2_percentage,0.083333333,1,947,20.97121572,2.33550771
155,12,2,12,132,week2_percentage,0.081521739,1,948,12.64152054,1.844727147
156,12,3,11,82,week2_percentage,0.081521739,1,949,18.2958074,2.214412375
157,12,4,9,35,week2_percentage,0.065217391,1,950,17.81831028,2.326418966
158,12,10,1,190,week2_percentage,0.085144928,1,951,20.37782878,2.291420826
146,12,8,6,97,week3_percentage,0.091726619,2,952,18.01775172,2.112440962
147,12,6,8,246,week3_percentage,0.091726619,2,953,18.23065361,2.124187924
148,12,8,7,154,week3_percentage,0.086330935,2,954,16.92338608,2.095598571
149,12,10,3,147,week3_percentage,0.097122302,2,955,18.81610116,2.109977811
150,12,9,5,17,week3_percentage,0.091726619,2,956,18.46545755,2.136985309
151,12,9,4,86,week3_percentage,0.089928058,2,957,17.90809323,2.121609103
152,12,10,2,256,week3_percentage,0.095323741,2,958,19.29052781,2.150151923
154,12,3,10,104,week3_percentage,0.091726619,2,959,12.87498808,1.776370027
156,12,3,11,82,week3_percentage,0.086330935,2,960,12.37918379,1.782918471
157,12,4,9,35,week3_percentage,0.080935252,2,961,17.73631046,2.188334706
158,12,10,1,190,week3_percentage,0.097122302,2,962,19.49350339,2.145346112
146,12,8,6,97,week4_percentage,0.122861586,3,963,19.35573407,1.919682833
147,12,6,8,246,week4_percentage,0.110419907,3,964,17.94506616,1.949660567
148,12,8,7,154,week4_percentage,0.093312597,3,965,15.51142105,1.949192409
149,12,10,3,147,week4_percentage,0.116640747,3,966,18.73284164,1.939797956
150,12,9,5,17,week4_percentage,0.107309487,3,967,17.78946192,1.96736442
151,12,9,4,86,week4_percentage,0.111975117,3,968,17.99948189,1.939481924
152,12,10,2,256,week4_percentage,0.122861586,3,969,20.48427484,1.976351631
157,12,4,9,35,week4_percentage,0.099533437,3,970,12.12042585,1.649682331
158,12,10,1,190,week4_percentage,0.115085537,3,971,19.22785698,1.97908625
146,12,8,6,97,week5_percentage,0.127109111,4,972,17.09242962,1.759260999
147,12,6,8,246,week5_percentage,0.131608549,4,973,18.04595452,1.775338918
148,12,8,7,154,week5_percentage,0.118110236,4,974,15.10348889,1.711967031
149,12,10,3,147,week5_percentage,0.115860517,4,975,15.79842325,1.776055379
150,12,9,5,17,week5_percentage,0.127109111,4,976,17.59877333,1.788454547
151,12,9,4,86,week5_percentage,0.125984252,4,977,16.96449917,1.761300208
152,12,10,2,256,week5_percentage,0.127109111,4,978,18.21138575,1.822672331
158,12,10,1,190,week5_percentage,0.127109111,4,979,18.16552461,1.820150888
146,12,8,6,97,week6_percentage,0.121681416,5,980,15.09095558,1.680811405
147,12,6,8,246,week6_percentage,0.132743363,5,981,10.92447315,1.263786416
148,12,8,7,154,week6_percentage,0.121681416,5,982,14.57434061,1.645978301
149,12,10,3,147,week6_percentage,0.119469027,5,983,15.07798905,1.698738793
150,12,9,5,17,week6_percentage,0.132743363,5,984,16.63405369,1.68423289
151,12,9,4,86,week6_percentage,0.117256637,5,985,14.68464562,1.691092217
152,12,10,2,256,week6_percentage,0.123893805,5,986,16.0466531,1.72342912
158,12,10,1,190,week6_percentage,0.130530973,5,987,16.72817082,1.708662034
146,12,8,6,97,week7_percentage,0.138429326,6,988,14.69627183,1.512091128
148,12,8,7,154,week7_percentage,0.115702401,6,989,11.51873043,1.461462381
149,12,10,3,147,week7_percentage,0.148760761,6,990,16.27029153,1.526106485
150,12,9,5,17,week7_percentage,0.136364031,6,991,14.83946496,1.539325368
151,12,9,4,86,week7_percentage,0.142561983,6,992,15.20784783,1.511215523
152,12,10,2,256,week7_percentage,0.157024421,6,993,18.26143393,1.57138437
158,12,10,1,190,week7_percentage,0.161157078,6,994,18.87303895,1.569234003
146,12,8,6,97,week8_percentage,0.14691932,7,995,10.9917344,1.149546244
148,12,8,7,154,week8_percentage,0.127962328,7,996,10.22145059,1.237868619
149,12,10,3,147,week8_percentage,0.142180197,7,997,14.87020855,1.492005729
150,12,9,5,17,week8_percentage,0.14691932,7,998,15.37645599,1.485240154
151,12,9,4,86,week8_percentage,0.145803789,7,999,15.05401667,1.473520266
152,12,10,2,256,week8_percentage,0.139671132,7,1000,15.0834881,1.527552857
158,12,10,1,190,week8_percentage,0.150543915,7,1001,16.14982543,1.503532845
149,12,10,3,147,week9_percentage,0.192277005,8,1002,22.10186755,1.46290007
150,12,9,5,17,week9_percentage,0.202915325,8,1003,17.32450145,1.12902213
151,12,9,4,86,week9_percentage,0.191489769,8,1004,16.5477435,1.18017271
152,12,10,2,256,week9_percentage,0.209220303,8,1005,24.53179412,1.423330245
158,12,10,1,190,week9_percentage,0.204097597,8,1006,23.90728963,1.441044243
149,12,10,3,147,week10_percentage,0.333121253,9,1007,58.60715271,1.242085061
152,12,10,2,256,week10_percentage,0.331214819,9,1008,60.00426736,1.281832893
158,12,10,1,190,week10_percentage,0.335663928,9,1009,62.34725093,1.282356212
159,13,9,5,109,week1_percentage,0.087336245,0,1010,22.96926258,2.392522202
160,13,10,2,294,week1_percentage,0.104803493,0,1011,28.13058648,2.44689581
161,13,2,12,79,week1_percentage,0.091703057,0,1012,22.86527162,2.35090279
162,13,6,8,282,week1_percentage,0.07860262,0,1013,22.19354812,2.432330392
163,13,10,4,7,week1_percentage,0.091703057,0,1014,25.35220978,2.454149446
164,13,10,3,113,week1_percentage,0.087336245,0,1015,23.88331374,2.431545332
165,13,5,9,64,week1_percentage,0.052401747,0,1016,17.56973383,2.421196957
166,13,7,7,13,week1_percentage,0.074235808,0,1017,21.37801749,2.431973681
167,13,3,11,293,week1_percentage,0.07860262,0,1018,19.95462479,2.325989711
168,13,10,1,146,week1_percentage,0.091703057,0,1019,23.71278887,2.387298069
169,13,4,10,168,week1_percentage,0.07860262,0,1020,21.02194433,2.378095633
170,13,8,6,251,week1_percentage,0.082969432,0,1021,23.31649278,2.444607987
159,13,9,5,109,week2_percentage,0.081967213,1,1022,18.73977418,2.234605831
160,13,10,2,294,week2_percentage,0.106557377,1,1023,24.1558048,2.279669572
161,13,2,12,79,week2_percentage,0.06147541,1,1024,11.80164325,1.946207026
162,13,6,8,282,week2_percentage,0.073770492,1,1025,18.35569056,2.283501486
163,13,10,4,7,week2_percentage,0.098360656,1,1026,22.73809505,2.288790815
164,13,10,3,113,week2_percentage,0.094262295,1,1027,21.51823605,2.268451993
165,13,5,9,64,week2_percentage,0.06557377,1,1028,17.21870994,2.289162682
166,13,7,7,13,week2_percentage,0.081967213,1,1029,19.5825655,2.278597257
167,13,3,11,293,week2_percentage,0.073770492,1,1030,16.79895898,2.194878771
168,13,10,1,146,week2_percentage,0.106557377,1,1031,22.73972468,2.21925824
169,13,4,10,168,week2_percentage,0.073770492,1,1032,17.5442624,2.238288818
170,13,8,6,251,week2_percentage,0.081967213,1,1033,19.74737206,2.286978024
159,13,9,5,109,week3_percentage,0.089361854,2,1034,16.93255515,2.070402513
160,13,10,2,294,week3_percentage,0.110637635,2,1035,21.29392225,2.118918153
162,13,6,8,282,week3_percentage,0.097872507,2,1036,18.75290963,2.100243255
163,13,10,4,7,week3_percentage,0.097872507,2,1037,19.25200993,2.1265098
164,13,10,3,113,week3_percentage,0.110637635,2,1038,20.91499854,2.100962998
165,13,5,9,64,week3_percentage,0.068085222,2,1039,15.10915072,2.137140136
166,13,7,7,13,week3_percentage,0.076595875,2,1040,16.16756209,2.132576394
167,13,3,11,293,week3_percentage,0.063829896,2,1041,10.62892549,1.821553728
168,13,10,1,146,week3_percentage,0.10638316,2,1042,19.39569154,2.061675224
169,13,4,10,168,week3_percentage,0.089361854,2,1043,16.83367045,2.064545479
170,13,8,6,251,week3_percentage,0.089361854,2,1044,17.87177661,2.124387144
159,13,9,5,109,week4_percentage,0.102678571,3,1045,16.40459604,1.925644144
160,13,10,2,294,week4_percentage,0.116071429,3,1046,19.18285637,1.968371204
162,13,6,8,282,week4_percentage,0.080357143,3,1047,14.575188,1.99695051
163,13,10,4,7,week4_percentage,0.120535714,3,1048,20.02669576,1.973510942
164,13,10,3,113,week4_percentage,0.107142857,3,1049,17.58498796,1.957218722
165,13,5,9,64,week4_percentage,0.09375,3,1050,15.88666464,1.969381565
166,13,7,7,13,week4_percentage,0.09375,3,1051,16.05879555,1.980158219
168,13,10,1,146,week4_percentage,0.116071429,3,1052,18.13063044,1.911957022
169,13,4,10,168,week4_percentage,0.080357143,3,1053,10.51478246,1.670412026
170,13,8,6,251,week4_percentage,0.089285714,3,1054,15.58974003,1.988423976
159,13,9,5,109,week5_percentage,0.100478469,4,1055,14.25161406,1.803635425
160,13,10,2,294,week5_percentage,0.138755981,4,1056,20.12177519,1.823525974
162,13,6,8,282,week5_percentage,0.100478469,4,1057,14.73580354,1.837045402
163,13,10,4,7,week5_percentage,0.119617225,4,1058,17.34805583,1.837724771
164,13,10,3,113,week5_percentage,0.124401914,4,1059,17.63077142,1.813259849
165,13,5,9,64,week5_percentage,0.086124402,4,1060,10.0202779,1.573266804
166,13,7,7,13,week5_percentage,0.086124402,4,1061,13.51947093,1.872786886
168,13,10,1,146,week5_percentage,0.129186603,4,1062,17.55261162,1.768186618
170,13,8,6,251,week5_percentage,0.114832536,4,1063,16.57518228,1.832781093
159,13,9,5,109,week6_percentage,0.122015915,5,1064,14.98146288,1.670688967
160,13,10,2,294,week6_percentage,0.135278515,5,1065,17.26853278,1.700139002
162,13,6,8,282,week6_percentage,0.106100796,5,1066,10.49065935,1.449507343
163,13,10,4,7,week6_percentage,0.137931034,5,1067,17.79509627,1.707651555
