celebrity_name,season,week,judge_score,placement,weeks_participated,judge_rank,n_contestants,is_bottom_two,is_last_week,is_abnormal
David Arquette,13,3,24.0,6,7,4.0,10,0,0,False
David Arquette,13,4,23.0,6,7,5.0,9,0,0,False
David Arquette,13,5,25.0,6,7,6.0,8,0,0,False
David Arquette,13,6,23.0,6,7,4.0,7,0,0,False
David Arquette,13,7,23.5,6,7,2.0,6,1,1,False
Ricki Lake,13,1,20.0,3,10,9.0,12,0,0,False
Ricki Lake,13,2,23.0,3,10,11.0,11,0,0,False
Ricki Lake,13,3,27.0,3,10,10.0,10,0,0,False
Ricki Lake,13,4,29.0,3,10,9.0,9,0,0,False
Ricki Lake,13,5,24.0,3,10,4.0,8,0,0,False
Ricki Lake,13,6,29.0,3,10,6.0,7,0,0,False
Ricki Lake,13,7,26.5,3,10,6.0,6,0,0,False
Ricki Lake,13,8,26.0,3,10,3.0,5,0,0,False
Ricki Lake,13,9,33.4999,3,10,4.0,4,0,0,False
Ricki Lake,13,10,27.9999,3,10,1.0,3,1,1,False
J.R. Martinez,13,1,22.0,1,10,11.0,12,0,0,False
J.R. Martinez,13,2,22.0,1,10,9.0,11,0,0,False
J.R. Martinez,13,3,26.0,1,10,8.0,10,0,0,False
J.R. Martinez,13,4,26.0,1,10,8.0,9,0,0,False
J.R. Martinez,13,5,28.0,1,10,8.0,8,0,0,False
J.R. Martinez,13,6,29.0,1,10,6.0,7,0,0,False
J.R. Martinez,13,7,24.0,1,10,3.0,6,0,0,False
J.R. Martinez,13,8,30.0,1,10,5.0,5,0,0,False
J.R. Martinez,13,9,28.0,1,10,2.0,4,1,0,True
J.R. Martinez,13,10,28.1665,1,10,2.0,3,1,1,False
Metta World Peace (Ron),13,1,14.0,12,1,1.0,12,1,1,False
Hope Solo,13,1,21.0,4,9,10.0,12,0,0,False
Hope Solo,13,2,19.0,4,9,4.0,11,0,0,False
Hope Solo,13,3,24.0,4,9,4.0,10,0,0,False
Hope Solo,13,4,24.0,4,9,6.0,9,0,0,False
Hope Solo,13,5,24.0,4,9,4.0,8,0,0,False
Hope Solo,13,6,20.0,4,9,2.0,7,1,0,True
Hope Solo,13,7,25.0,4,9,4.0,6,0,0,False
Hope Solo,13,8,26.0,4,9,3.0,5,0,0,False
Hope Solo,13,9,24.4998,4,9,1.0,4,1,1,False
Chynna Phillips,13,1,22.0,9,4,11.0,12,0,0,False
Chynna Phillips,13,2,21.0,9,4,5.0,11,0,0,False
Chynna Phillips,13,3,26.0,9,4,8.0,10,0,0,False
Chynna Phillips,13,4,21.0,9,4,2.0,9,1,1,False
Kristin Cavallari,13,1,19.0,10,3,8.0,12,0,0,False
Kristin Cavallari,13,2,22.0,10,3,9.0,11,0,0,False
Kristin Cavallari,13,3,24.0,10,3,4.0,10,0,1,False
Carson Kressley,13,1,17.0,8,5,5.0,12,0,0,False
Carson Kressley,13,2,18.0,8,5,2.0,11,1,0,True
Carson Kressley,13,3,23.0,8,5,3.0,10,0,0,False
Carson Kressley,13,4,20.0,8,5,1.0,9,1,0,True
Carson Kressley,13,5,19.0,8,5,1.0,8,1,1,False
Chaz Bono,13,1,17.0,7,6,5.0,12,0,0,False
Chaz Bono,13,2,17.0,7,6,1.0,11,1,0,True
Chaz Bono,13,3,18.0,7,6,1.0,10,1,0,True
Chaz Bono,13,4,21.0,7,6,2.0,9,1,0,True
Chaz Bono,13,5,21.0,7,6,2.0,8,1,0,True
Chaz Bono,13,6,19.0,7,6,1.0,7,1,1,False
Nancy Grace,13,1,16.0,5,8,3.0,12,0,0,False
Nancy Grace,13,2,21.0,5,8,5.0,11,0,0,False
Nancy Grace,13,3,21.0,5,8,2.0,10,1,0,True
Nancy Grace,13,4,21.0,5,8,2.0,9,1,0,True
Nancy Grace,13,5,22.0,5,8,3.0,8,0,0,False
Nancy Grace,13,6,24.0,5,8,5.0,7,0,0,False
Nancy Grace,13,7,22.0,5,8,1.0,6,1,0,True
Nancy Grace,13,8,22.0,5,8,1.0,5,1,1,False
Rob Kardashian,13,1,16.0,2,10,3.0,12,0,0,False
Rob Kardashian,13,2,21.0,2,10,5.0,11,0,0,False
Rob Kardashian,13,3,24.0,2,10,4.0,10,0,0,False
Rob Kardashian,13,4,24.0,2,10,6.0,9,0,0,False
Rob Kardashian,13,5,25.0,2,10,6.0,8,0,0,False
Rob Kardashian,13,6,22.0,2,10,3.0,7,0,0,False
Rob Kardashian,13,7,25.5,2,10,5.0,6,0,0,False
Rob Kardashian,13,8,25.5,2,10,2.0,5,1,0,True
Rob Kardashian,13,9,32.4998,2,10,3.0,4,0,0,False
Rob Kardashian,13,10,28.3332,2,10,3.0,3,0,1,False
William Levy,14,1,24.0,3,10,10.0,12,0,0,False
William Levy,14,2,25.0,3,10,9.0,12,0,0,False
William Levy,14,3,28.0,3,10,10.0,11,0,0,False
William Levy,14,4,22.0,3,10,3.0,10,0,0,False
William Levy,14,5,29.0,3,10,8.0,9,0,0,False
William Levy,14,6,36.0,3,10,6.0,8,0,0,False
William Levy,14,7,26.5,3,10,4.0,7,0,0,False
William Levy,14,8,28.5,3,10,6.0,6,0,0,False
William Levy,14,9,29.0,3,10,3.0,4,0,0,False
William Levy,14,10,29.666600000000003,3,10,1.0,3,1,1,False
Jack Wagner,14,1,23.0,11,3,6.0,12,0,0,False
Jack Wagner,14,2,21.0,11,3,4.0,12,0,0,False
Jack Wagner,14,3,24.0,11,3,1.0,11,1,1,False
Sherri Sheperd,14,1,23.0,10,4,6.0,12,0,0,False
Sherri Sheperd,14,2,23.0,10,4,7.0,12,0,0,False
Sherri Sheperd,14,3,24.0,10,4,1.0,11,1,0,True
Sherri Sheperd,14,4,21.0,10,4,2.0,10,1,1,False
Jaleel White,14,1,26.0,7,7,11.0,12,0,0,False
Jaleel White,14,2,22.0,7,7,6.0,12,0,0,False
Jaleel White,14,3,25.0,7,7,6.0,11,0,0,False
Jaleel White,14,4,22.0,7,7,3.0,10,0,0,False
Jaleel White,14,5,24.0,7,7,4.0,9,0,0,False
Jaleel White,14,6,36.9998,7,7,7.0,8,0,0,False
Jaleel White,14,7,25.5,7,7,2.0,7,1,1,False
Roshon Fegan,14,1,23.0,6,8,6.0,12,0,0,False
Roshon Fegan,14,2,26.0,6,8,11.0,12,0,0,False
Roshon Fegan,14,3,25.0,6,8,6.0,11,0,0,False
Roshon Fegan,14,4,26.0,6,8,8.0,10,0,0,False
Roshon Fegan,14,5,26.0,6,8,5.0,9,0,0,False
Roshon Fegan,14,6,27.9998,6,8,2.0,8,1,0,True
Roshon Fegan,14,7,26.0,6,8,3.0,7,0,0,False
Roshon Fegan,14,8,28.0,6,8,5.0,6,0,1,False
Melissa Gilbert,14,1,20.0,5,8,1.0,12,1,0,True
Melissa Gilbert,14,2,20.0,5,8,3.0,12,0,0,False
Melissa Gilbert,14,3,24.0,5,8,1.0,11,1,0,True
Melissa Gilbert,14,4,22.0,5,8,3.0,10,0,0,False
Melissa Gilbert,14,5,21.0,5,8,2.0,9,1,0,True
Melissa Gilbert,14,6,30.0,5,8,4.0,8,0,0,False
Melissa Gilbert,14,7,23.5,5,8,1.0,7,1,0,True
Melissa Gilbert,14,8,25.5,5,8,1.0,6,1,1,False
Martina Navratilova,14,1,20.0,12,2,1.0,12,1,0,True
Martina Navratilova,14,2,17.0,12,2,1.0,12,1,1,False
Donald Driver,14,1,21.0,1,10,4.0,12,0,0,False
Donald Driver,14,2,24.0,1,10,8.0,12,0,0,False
Donald Driver,14,3,26.0,1,10,8.0,11,0,0,False
Donald Driver,14,4,27.0,1,10,10.0,10,0,0,False
Donald Driver,14,5,27.0,1,10,6.0,9,0,0,False
Donald Driver,14,6,33.9999,1,10,5.0,8,0,0,False
Donald Driver,14,7,26.5,1,10,4.0,7,0,0,False
Donald Driver,14,8,27.5,1,10,3.0,6,0,0,False
Donald Driver,14,9,28.5,1,10,2.0,4,1,0,True
Donald Driver,14,10,29.666600000000003,1,10,1.0,3,1,1,False
Gavin DeGraw,14,1,20.0,9,5,1.0,12,1,0,True
Gavin DeGraw,14,2,21.0,9,5,4.0,12,0,0,False
Gavin DeGraw,14,3,24.0,9,5,1.0,11,1,0,True
Gavin DeGraw,14,4,23.0,9,5,6.0,10,0,0,False
Gavin DeGraw,14,5,19.0,9,5,1.0,9,1,1,False
Gladys Knight,14,1,23.0,8,6,6.0,12,0,0,False
Gladys Knight,14,2,19.0,8,6,2.0,12,1,0,True
Gladys Knight,14,3,24.0,8,6,1.0,11,1,0,True
Gladys Knight,14,4,20.0,8,6,1.0,10,1,0,True
Gladys Knight,14,5,22.0,8,6,3.0,9,0,0,False
Gladys Knight,14,6,24.0,8,6,1.0,8,1,1,False
Katherine Jenkins,14,1,26.0,2,10,11.0,12,0,0,False
Katherine Jenkins,14,2,26.0,2,10,11.0,12,0,0,False
Katherine Jenkins,14,3,29.0,2,10,11.0,11,0,0,False
Katherine Jenkins,14,4,24.0,2,10,7.0,10,0,0,False
Katherine Jenkins,14,5,29.0,2,10,8.0,9,0,0,False
Katherine Jenkins,14,6,38.9999,2,10,8.0,8,0,0,False
Katherine Jenkins,14,7,27.0,2,10,6.0,7,0,0,False
Katherine Jenkins,14,8,27.5,2,10,3.0,6,0,0,False
Katherine Jenkins,14,9,28.0,2,10,1.0,4,1,0,True
Katherine Jenkins,14,10,30.0,2,10,3.0,3,0,1,False
Maria Menounos,14,1,21.0,4,9,4.0,12,0,0,False
Maria Menounos,14,2,25.0,4,9,9.0,12,0,0,False
Maria Menounos,14,3,27.0,4,9,9.0,11,0,0,False
Maria Menounos,14,4,26.0,4,9,8.0,10,0,0,False
Maria Menounos,14,5,27.0,4,9,6.0,9,0,0,False
Maria Menounos,14,6,29.9999,4,9,3.0,8,0,0,False
Maria Menounos,14,7,28.5,4,9,7.0,7,0,0,False
Maria Menounos,14,8,26.5,4,9,2.0,6,1,0,True
Maria Menounos,14,9,29.5,4,9,4.0,4,0,1,False
Gilles Marini,15,1,24.0,6,8,12.0,13,0,0,False
Gilles Marini,15,2,25.5,6,8,11.0,12,0,0,False
Gilles Marini,15,3,25.5,6,8,5.0,11,0,0,False
Gilles Marini,15,4,39.5,6,8,8.0,9,0,0,False
Gilles Marini,15,5,28.25,6,8,4.0,8,0,0,False
Gilles Marini,15,6,27.5,6,8,3.0,8,0,0,False
Gilles Marini,15,7,33.4998,6,8,3.0,7,0,0,False
Gilles Marini,15,8,29.2777,6,8,5.0,7,0,1,False
Sabrina Bryan,15,1,22.5,8,6,11.0,13,0,0,False
Sabrina Bryan,15,2,26.0,8,6,12.0,12,0,0,False
Sabrina Bryan,15,3,25.5,8,6,5.0,11,0,0,False
Sabrina Bryan,15,4,35.5,8,6,4.0,9,0,0,False
Sabrina Bryan,15,5,29.25,8,6,8.0,8,0,0,False
Sabrina Bryan,15,6,30.0,8,6,7.0,8,0,1,False
Kirstie Alley,15,1,19.0,7,8,2.0,13,1,0,True
Kirstie Alley,15,2,21.0,7,8,2.0,12,1,0,True
Kirstie Alley,15,3,24.0,7,8,2.0,11,1,0,True
Kirstie Alley,15,4,30.0,7,8,1.0,9,1,0,True
Kirstie Alley,15,5,26.25,7,8,2.0,8,1,0,True
Kirstie Alley,15,6,27.5,7,8,3.0,8,0,0,False
Kirstie Alley,15,7,27.9999,7,8,1.0,7,1,0,True
Kirstie Alley,15,8,25.5,7,8,1.0,7,1,1,False
Kelly Monaco,15,1,21.5,3,10,6.0,13,0,0,False
Kelly Monaco,15,2,22.0,3,10,3.0,12,0,0,False
Kelly Monaco,15,3,27.0,3,10,10.0,11,0,0,False
Kelly Monaco,15,4,37.5,3,10,7.0,9,0,0,False
Kelly Monaco,15,5,25.75,3,10,1.0,8,1,0,True
Kelly Monaco,15,6,27.0,3,10,2.0,8,1,0,True
Kelly Monaco,15,7,36.0,3,10,5.0,7,0,0,False
Kelly Monaco,15,8,28.3333,3,10,3.0,7,0,0,False
Kelly Monaco,15,9,27.111,3,10,2.0,5,1,0,True
Kelly Monaco,15,10,29.1109,3,10,2.0,3,1,1,False
Apolo Anton Ohno,15,1,22.0,5,9,9.0,13,0,0,False
Apolo Anton Ohno,15,2,24.5,5,9,9.0,12,0,0,False
Apolo Anton Ohno,15,3,25.5,5,9,5.0,11,0,0,False
Apolo Anton Ohno,15,4,34.5,5,9,3.0,9,0,0,False
Apolo Anton Ohno,15,5,28.25,5,9,4.0,8,0,0,False
Apolo Anton Ohno,15,6,30.0,5,9,7.0,8,0,0,False
Apolo Anton Ohno,15,7,33.0,5,9,2.0,7,1,0,True
Apolo Anton Ohno,15,8,29.2777,5,9,5.0,7,0,0,False
Apolo Anton Ohno,15,9,28.611,5,9,3.0,5,0,1,False
Emmitt Smith,15,1,24.5,4,9,13.0,13,0,0,False
Emmitt Smith,15,2,22.5,4,9,4.0,12,0,0,False
Emmitt Smith,15,3,25.0,4,9,4.0,11,0,0,False
Emmitt Smith,15,4,36.0,4,9,5.0,9,0,0,False
Emmitt Smith,15,5,28.0,4,9,3.0,8,0,0,False
Emmitt Smith,15,6,26.5,4,9,1.0,8,1,0,True
Emmitt Smith,15,7,34.4999,4,9,4.0,7,0,0,False
Emmitt Smith,15,8,29.0554,4,9,4.0,7,0,0,False
Emmitt Smith,15,9,27.0,4,9,1.0,5,1,1,False
Shawn Johnson,15,1,22.0,2,10,9.0,13,0,0,False
Shawn Johnson,15,2,25.0,2,10,10.0,12,0,0,False
Shawn Johnson,15,3,26.5,2,10,9.0,11,0,0,False
Shawn Johnson,15,4,39.5,2,10,8.0,9,0,0,False
Shawn Johnson,15,5,28.25,2,10,4.0,8,0,0,False
Shawn Johnson,15,6,28.0,2,10,5.0,8,0,0,False
Shawn Johnson,15,7,37.9998,2,10,6.0,7,0,0,False
Shawn Johnson,15,8,27.8333,2,10,2.0,7,1,0,True
Shawn Johnson,15,9,29.5,2,10,5.0,5,0,0,False
Shawn Johnson,15,10,28.9443,2,10,1.0,3,1,1,False
Pamela Anderson,15,1,17.0,13,1,1.0,13,1,1,False
Helio Castroneves,15,1,21.5,10,3,6.0,13,0,0,False
Helio Castroneves,15,2,23.0,10,3,7.0,12,0,0,False
Helio Castroneves,15,3,25.5,10,3,5.0,11,0,1,False
Joey Fatone,15,1,20.5,12,2,4.0,13,0,0,False
Joey Fatone,15,2,22.5,12,2,4.0,12,0,1,False
Drew Lachey,15,1,21.5,11,3,6.0,13,0,0,False
Drew Lachey,15,2,22.5,11,3,4.0,12,0,0,False
Drew Lachey,15,3,24.0,11,3,2.0,11,1,1,False
Bristol Palin,15,1,19.5,9,4,3.0,13,0,0,False
Bristol Palin,15,2,18.0,9,4,1.0,12,1,0,True
Bristol Palin,15,3,22.5,9,4,1.0,11,1,0,True
Bristol Palin,15,4,32.0,9,4,2.0,9,1,1,False
Melissa Rycroft,15,1,21.0,1,10,5.0,13,0,0,False
Melissa Rycroft,15,2,23.5,1,10,8.0,12,0,0,False
Melissa Rycroft,15,3,27.0,1,10,10.0,11,0,0,False
Melissa Rycroft,15,4,37.0,1,10,6.0,9,0,0,False
Melissa Rycroft,15,5,28.25,1,10,4.0,8,0,0,False
Melissa Rycroft,15,6,29.5,1,10,6.0,8,0,0,False
Melissa Rycroft,15,7,38.9999,1,10,7.0,7,0,0,False
Melissa Rycroft,15,8,30.0,1,10,7.0,7,0,0,False
Melissa Rycroft,15,9,28.7777,1,10,4.0,5,0,0,False
Melissa Rycroft,15,10,29.3331,1,10,3.0,3,0,1,False
Ingo Rademacher,16,1,20.0,5,9,7.0,12,0,0,False
Ingo Rademacher,16,2,20.0,5,9,6.0,12,0,0,False
Ingo Rademacher,16,3,21.0,5,9,4.0,11,0,0,False
Ingo Rademacher,16,4,23.0,5,9,6.0,10,0,0,False
Ingo Rademacher,16,5,21.0,5,9,3.0,9,0,0,False
Ingo Rademacher,16,6,23.0,5,9,4.0,8,0,0,False
Ingo Rademacher,16,7,25.0,5,9,3.0,7,0,0,False
Ingo Rademacher,16,8,24.0,5,9,2.0,6,1,0,True
Ingo Rademacher,16,9,25.5,5,9,1.0,5,1,1,False
Zendaya,16,1,24.0,2,10,12.0,12,0,0,False
Zendaya,16,2,26.0,2,10,11.0,12,0,0,False
Zendaya,16,3,25.9998,2,10,10.0,11,0,0,False
Zendaya,16,4,26.0,2,10,8.0,10,0,0,False
Zendaya,16,5,29.0,2,10,9.0,9,0,0,False
Zendaya,16,6,25.5,2,10,6.0,8,0,0,False
Zendaya,16,7,30.0,2,10,6.0,7,0,0,False
Zendaya,16,8,29.0,2,10,6.0,6,0,0,False
Zendaya,16,9,27.5,2,10,2.0,5,1,0,True
Zendaya,16,10,30.0,2,10,3.0,4,0,1,False
Dorothy Hamill,16,1,21.0,12,2,9.0,12,0,0,False
Dorothy Hamill,16,2,15.0,12,2,1.0,12,1,1,False
Victor Ortiz,16,1,18.0,8,6,3.0,12,0,0,False
Victor Ortiz,16,2,18.0,8,6,3.0,12,0,0,False
Victor Ortiz,16,3,23.0,8,6,7.0,11,0,0,False
Victor Ortiz,16,4,18.0,8,6,1.0,10,1,0,True
Victor Ortiz,16,5,21.0,8,6,3.0,9,0,0,False
Victor Ortiz,16,6,20.0,8,6,1.0,8,1,1,False
Alexandra Raisman,16,1,21.0,4,10,9.0,12,0,0,False
Alexandra Raisman,16,2,24.0,4,10,10.0,12,0,0,False
Alexandra Raisman,16,3,23.0,4,10,7.0,11,0,0,False
Alexandra Raisman,16,4,27.0,4,10,10.0,10,0,0,False
Alexandra Raisman,16,5,25.0,4,10,6.0,9,0,0,False
Alexandra Raisman,16,6,26.0,4,10,7.0,8,0,0,False
Alexandra Raisman,16,7,32.0,4,10,7.0,7,0,0,False
Alexandra Raisman,16,8,28.0,4,10,5.0,6,0,0,False
Alexandra Raisman,16,9,29.5,4,10,4.0,5,0,0,False
Alexandra Raisman,16,10,29.0,4,10,2.0,4,1,1,False
Jacoby Jones,16,1,20.0,3,10,7.0,12,0,0,False
Jacoby Jones,16,2,23.0,3,10,9.0,12,0,0,False
Jacoby Jones,16,3,25.9998,3,10,10.0,11,0,0,False
Jacoby Jones,16,4,24.0,3,10,7.0,10,0,0,False
Jacoby Jones,16,5,26.0,3,10,7.0,9,0,0,False
Jacoby Jones,16,6,22.5,3,10,3.0,8,0,0,False
Jacoby Jones,16,7,27.0,3,10,4.0,7,0,0,False
Jacoby Jones,16,8,26.0,3,10,3.0,6,0,0,False
Jacoby Jones,16,9,29.5,3,10,4.0,5,0,0,False
Jacoby Jones,16,10,27.9999,3,10,1.0,4,1,1,False
D. L. Hughley,16,1,12.0,9,5,1.0,12,1,0,True
D. L. Hughley,16,2,16.0,9,5,2.0,12,1,0,True
D. L. Hughley,16,3,16.0,9,5,2.0,11,1,0,True
D. L. Hughley,16,4,21.0,9,5,4.0,10,0,0,False
D. L. Hughley,16,5,18.0,9,5,1.0,9,1,1,False
Andy Dick,16,1,17.0,7,7,2.0,12,1,0,True
Andy Dick,16,2,20.0,7,7,6.0,12,0,0,False
Andy Dick,16,3,18.0,7,7,3.0,11,0,0,False
Andy Dick,16,4,21.0,7,7,4.0,10,0,0,False
Andy Dick,16,5,18.0,7,7,1.0,9,1,0,True
Andy Dick,16,6,21.5,7,7,2.0,8,1,0,True
Andy Dick,16,7,17.0,7,7,1.0,7,1,1,False
Wynonna Judd,16,1,18.0,11,3,3.0,12,0,0,False
Wynonna Judd,16,2,18.0,11,3,3.0,12,0,0,False
Wynonna Judd,16,3,15.0,11,3,1.0,11,1,1,False
Kellie Pickler,16,1,21.0,1,10,9.0,12,0,0,False
Kellie Pickler,16,2,26.0,1,10,11.0,12,0,0,False
Kellie Pickler,16,3,25.0,1,10,9.0,11,0,0,False
Kellie Pickler,16,4,26.0,1,10,8.0,10,0,0,False
Kellie Pickler,16,5,27.0,1,10,8.0,9,0,0,False
Kellie Pickler,16,6,27.0,1,10,8.0,8,0,0,False
Kellie Pickler,16,7,29.0,1,10,5.0,7,0,0,False
Kellie Pickler,16,8,27.5,1,10,4.0,6,0,0,False
Kellie Pickler,16,9,29.0,1,10,3.0,5,0,0,False
Kellie Pickler,16,10,30.0,1,10,3.0,4,0,1,False
Lisa Vanderpump,16,1,18.0,10,4,3.0,12,0,0,False
Lisa Vanderpump,16,2,18.0,10,4,3.0,12,0,0,False
Lisa Vanderpump,16,3,21.0,10,4,4.0,11,0,0,False
Lisa Vanderpump,16,4,18.0,10,4,1.0,10,1,1,False
Sean Lowe,16,1,19.0,6,8,6.0,12,0,0,False
Sean Lowe,16,2,20.0,6,8,6.0,12,0,0,False
Sean Lowe,16,3,21.0,6,8,4.0,11,0,0,False
Sean Lowe,16,4,20.0,6,8,3.0,10,0,0,False
Sean Lowe,16,5,24.0,6,8,5.0,9,0,0,False
Sean Lowe,16,6,23.0,6,8,4.0,8,0,0,False
Sean Lowe,16,7,24.0,6,8,2.0,7,1,0,True
Sean Lowe,16,8,21.0,6,8,1.0,6,1,1,False
Valerie Harper,17,1,21.0,10,4,4.0,12,0,0,False
Valerie Harper,17,2,19.0,10,4,3.0,12,0,0,False
Valerie Harper,17,3,16.0,10,4,1.0,11,1,0,True
Valerie Harper,17,4,18.0,10,4,1.0,10,1,1,False
Brant Daugherty,17,1,22.0,7,8,6.0,12,0,0,False
Brant Daugherty,17,2,23.0,7,8,6.0,12,0,0,False
Brant Daugherty,17,3,27.0,7,8,11.0,11,0,0,False
Brant Daugherty,17,4,21.0,7,8,2.0,10,1,0,True
Brant Daugherty,17,5,27.0,7,8,5.0,9,0,0,False
Brant Daugherty,17,6,31.0,7,8,6.0,8,0,0,False
Brant Daugherty,17,7,28.5,7,8,5.0,8,0,0,False
Brant Daugherty,17,8,27.0,7,8,3.0,7,0,1,False
Elizabeth Berkley Lauren,17,1,24.0,6,9,10.0,12,0,0,False
Elizabeth Berkley Lauren,17,2,25.0,6,9,10.0,12,0,0,False
Elizabeth Berkley Lauren,17,3,25.0,6,9,7.0,11,0,0,False
Elizabeth Berkley Lauren,17,4,27.0,6,9,8.0,10,0,0,False
Elizabeth Berkley Lauren,17,5,26.0,6,9,3.0,9,0,0,False
Elizabeth Berkley Lauren,17,6,31.9998,6,9,7.0,8,0,0,False
Elizabeth Berkley Lauren,17,7,27.0,6,9,3.0,8,0,0,False
Elizabeth Berkley Lauren,17,8,25.0,6,9,2.0,7,1,0,True
Elizabeth Berkley Lauren,17,9,28.0,6,9,5.0,6,0,1,False
Leah Remini,17,1,21.0,5,10,4.0,12,0,0,False
Leah Remini,17,2,24.0,5,10,7.0,12,0,0,False
Leah Remini,17,3,24.0,5,10,4.0,11,0,0,False
Leah Remini,17,4,24.0,5,10,4.0,10,0,0,False
Leah Remini,17,5,22.0,5,10,1.0,9,1,0,True
Leah Remini,17,6,27.9999,5,10,4.0,8,0,0,False
Leah Remini,17,7,26.5,5,10,2.0,8,1,0,True
Leah Remini,17,8,28.0,5,10,4.0,7,0,0,False
Leah Remini,17,9,27.0,5,10,3.0,6,0,0,False
Leah Remini,17,10,32.5,5,10,2.0,5,1,1,False
Corbin Bleu,17,1,24.0,2,11,10.0,12,0,0,False
Corbin Bleu,17,2,26.0,2,11,12.0,12,0,0,False
Corbin Bleu,17,3,26.0,2,11,9.0,11,0,0,False
Corbin Bleu,17,4,27.0,2,11,8.0,10,0,0,False
Corbin Bleu,17,5,28.0,2,11,8.0,9,0,0,False
Corbin Bleu,17,6,26.9999,2,11,3.0,8,0,0,False
Corbin Bleu,17,7,29.5,2,11,7.0,8,0,0,False
Corbin Bleu,17,8,30.0,2,11,6.0,7,0,0,False
Corbin Bleu,17,9,29.0,2,11,6.0,6,0,0,False
Corbin Bleu,17,10,37.5,2,11,4.0,5,0,0,False
Corbin Bleu,17,11,29.6664,2,11,3.0,4,0,1,False
Amber Riley,17,1,27.0,1,11,12.0,12,0,0,False
Amber Riley,17,2,24.0,1,11,7.0,12,0,0,False
Amber Riley,17,3,24.0,1,11,4.0,11,0,0,False
Amber Riley,17,4,27.0,1,11,8.0,10,0,0,False
Amber Riley,17,5,26.0,1,11,3.0,9,0,0,False
Amber Riley,17,6,31.9999,1,11,8.0,8,0,0,False
Amber Riley,17,7,29.5,1,11,7.0,8,0,0,False
Amber Riley,17,8,28.0,1,11,4.0,7,0,0,False
Amber Riley,17,9,25.5,1,11,2.0,6,1,0,True
Amber Riley,17,10,39.5,1,11,5.0,5,0,0,False
Amber Riley,17,11,31.3332,1,11,4.0,4,0,1,False
Keyshawn Johnson,17,1,17.0,12,2,2.0,12,1,0,True
Keyshawn Johnson,17,2,18.0,12,2,2.0,12,1,1,False
Bill Engvall,17,1,18.0,4,11,3.0,12,0,0,False
Bill Engvall,17,2,21.0,4,11,5.0,12,0,0,False
Bill Engvall,17,3,24.0,4,11,4.0,11,0,0,False
Bill Engvall,17,4,21.0,4,11,2.0,10,1,0,True
Bill Engvall,17,5,24.0,4,11,2.0,9,1,0,True
Bill Engvall,17,6,23.9999,4,11,1.0,8,1,0,True
Bill Engvall,17,7,25.0,4,11,1.0,8,1,0,True
Bill Engvall,17,8,24.0,4,11,1.0,7,1,0,True
Bill Engvall,17,9,21.0,4,11,1.0,6,1,0,True
Bill Engvall,17,10,30.0,4,11,1.0,5,1,0,True
Bill Engvall,17,11,25.4999,4,11,1.0,4,1,1,False
Christina Milian,17,1,22.0,9,5,6.0,12,0,0,False
Christina Milian,17,2,25.0,9,5,10.0,12,0,0,False
Christina Milian,17,3,26.0,9,5,9.0,11,0,0,False
Christina Milian,17,4,24.0,9,5,4.0,10,0,0,False
Christina Milian,17,5,28.0,9,5,8.0,9,0,1,False
"Nicole ""Snooki"" Polizzi",17,1,23.0,8,7,8.0,12,0,0,False
"Nicole ""Snooki"" Polizzi",17,2,20.0,8,7,4.0,12,0,0,False
"Nicole ""Snooki"" Polizzi",17,3,25.0,8,7,7.0,11,0,0,False
"Nicole ""Snooki"" Polizzi",17,4,24.0,8,7,4.0,10,0,0,False
"Nicole ""Snooki"" Polizzi",17,5,27.0,8,7,5.0,9,0,0,False
"Nicole ""Snooki"" Polizzi",17,6,30.0,8,7,5.0,8,0,0,False
"Nicole ""Snooki"" Polizzi",17,7,27.0,8,7,3.0,8,0,1,False
Jack Osbourne,17,1,23.0,3,11,8.0,12,0,0,False
Jack Osbourne,17,2,24.0,3,11,7.0,12,0,0,False
Jack Osbourne,17,3,22.0,3,11,3.0,11,0,0,False
Jack Osbourne,17,4,24.0,3,11,4.0,10,0,0,False
Jack Osbourne,17,5,27.0,3,11,5.0,9,0,0,False
Jack Osbourne,17,6,26.9998,3,11,2.0,8,1,0,True
Jack Osbourne,17,7,28.5,3,11,5.0,8,0,0,False
Jack Osbourne,17,8,30.0,3,11,6.0,7,0,0,False
Jack Osbourne,17,9,27.0,3,11,3.0,6,0,0,False
Jack Osbourne,17,10,35.5,3,11,3.0,5,0,0,False
Jack Osbourne,17,11,27.9999,3,11,2.0,4,1,1,False
Bill Nye,17,1,14.0,11,3,1.0,12,1,0,True
Bill Nye,17,2,17.0,11,3,1.0,12,1,0,True
Bill Nye,17,3,16.0,11,3,1.0,11,1,1,False
Billy Dee Williams,18,1,15.0,10,2,1.0,12,1,0,True
Billy Dee Williams,18,2,15.0,10,2,1.0,11,1,1,False
Danica McKellar,18,1,24.0,6,8,8.0,12,0,0,False
Danica McKellar,18,2,24.0,6,8,7.0,11,0,0,False
Danica McKellar,18,3,36.0,6,8,5.0,9,0,0,False
Danica McKellar,18,4,32.0,6,8,3.0,9,0,0,False
Danica McKellar,18,5,39.0,6,8,8.0,9,0,0,False
Danica McKellar,18,6,36.0,6,8,5.0,8,0,0,False
Danica McKellar,18,7,36.0,6,8,4.0,7,0,0,False
Danica McKellar,18,8,38.0,6,8,4.0,6,0,1,False
James Maslow,18,1,21.0,4,10,4.0,12,0,0,False
