celebrity_name,season,week,judge_score,placement,weeks_participated,method1_combined_rank,method2_combined_pct,method1_pos,method2_pos,n_contestants,eliminated_week,is_eliminated
Tommy Chong,19,6,28.0,5,10,9.5,0.229664045918547,5.0,6.0,9,10.0,0
Tommy Chong,19,7,30.0,5,10,8.0,0.2636034314171566,3.0,6.0,8,10.0,0
Tommy Chong,19,8,29.0,5,10,7.0,0.2890550978937102,4.0,6.0,7,10.0,0
Tommy Chong,19,9,28.5,5,10,7.0,0.3498661519708489,5.0,5.0,6,10.0,0
Tommy Chong,19,10,31.0,5,10,10.0,0.2071869763585013,5.0,5.0,5,10.0,1
Betsey Johnson,19,1,20.0,10,4,19.0,0.1378455639622335,12.0,12.0,13,4.0,0
Betsey Johnson,19,2,28.0,10,4,17.5,0.165007571795794,11.0,10.0,12,4.0,0
Betsey Johnson,19,3,29.0,10,4,16.5,0.18019163244457,10.0,9.0,11,4.0,0
Betsey Johnson,19,4,29.0,10,4,16.5,0.0979774570149775,10.0,10.0,10,4.0,1
Michael Waltrip,19,1,25.0,7,8,15.5,0.153070011327262,7.0,10.0,13,8.0,0
Michael Waltrip,19,2,24.0,7,8,14.0,0.1632001705162405,8.0,11.0,12,8.0,0
Michael Waltrip,19,3,28.0,7,8,15.0,0.1792767076024164,6.5,10.0,11,8.0,0
Michael Waltrip,19,4,25.0,7,8,10.0,0.1931629630901471,5.5,8.0,10,8.0,0
Michael Waltrip,19,5,20.0,7,8,15.0,0.1854078263378095,8.0,9.0,9,8.0,0
Michael Waltrip,19,6,30.0,7,8,11.0,0.2271244347144592,7.0,7.0,9,8.0,0
Michael Waltrip,19,7,28.0,7,8,9.0,0.2601240184051306,6.0,7.0,8,8.0,0
Michael Waltrip,19,8,25.0,7,8,14.0,0.1195130470902056,7.0,7.0,7,8.0,1
Tavis Smiley,19,1,29.0,12,2,16.5,0.156350546073222,9.0,9.0,13,2.0,0
Tavis Smiley,19,2,28.0,12,2,21.5,0.082257861217192,12.0,12.0,12,2.0,1
Bethany Mota,19,1,32.0,4,11,7.5,0.172412115008199,2.0,3.0,13,11.0,0
Bethany Mota,19,2,33.0,4,11,7.0,0.1838407880956677,1.5,1.0,12,11.0,0
Bethany Mota,19,3,40.0,4,11,5.5,0.2136999894481624,1.0,1.0,11,11.0,0
Bethany Mota,19,4,33.0,4,11,8.0,0.2172290210898493,1.0,5.0,10,11.0,0
Bethany Mota,19,5,32.0,4,11,6.0,0.2368931958723016,2.0,4.0,9,11.0,0
Bethany Mota,19,6,36.0,4,11,8.0,0.2435845607192032,2.5,2.0,9,11.0,0
Bethany Mota,19,7,37.5,4,11,6.0,0.2807466190034606,1.0,1.0,8,11.0,0
Bethany Mota,19,8,40.0,4,11,6.0,0.3248461056016366,1.5,3.0,7,11.0,0
Bethany Mota,19,9,37.0,4,11,6.0,0.3637349292665152,2.5,3.0,6,11.0,0
Bethany Mota,19,10,38.0,4,11,4.0,0.4509149727434978,1.5,2.0,5,11.0,0
Bethany Mota,19,11,38.0,4,11,8.0,0.4879287179521214,4.0,4.0,4,11.0,1
Sadie Robertson,19,1,34.0,2,11,3.0,0.1805181355416554,1.0,1.0,13,,0
Sadie Robertson,19,2,31.0,2,11,10.5,0.1778824304603075,3.5,5.0,12,,0
Sadie Robertson,19,3,32.0,2,11,7.0,0.1932595548789633,4.0,5.0,11,,0
Sadie Robertson,19,4,37.0,2,11,9.0,0.2242245263712662,3.0,2.0,10,,0
Sadie Robertson,19,5,36.0,2,11,3.0,0.2517956053649836,1.0,1.0,9,,0
Sadie Robertson,19,6,35.0,2,11,8.0,0.2420307905659163,2.5,3.0,9,,0
Sadie Robertson,19,7,31.0,2,11,8.0,0.2662196051579323,3.0,4.0,8,,0
Sadie Robertson,19,8,38.0,2,11,6.0,0.3199073013429347,1.5,4.0,7,,0
Sadie Robertson,19,9,36.5,2,11,6.0,0.3632938895089905,2.5,4.0,6,,0
Sadie Robertson,19,10,37.0,2,11,7.0,0.4403435432963383,4.0,4.0,5,,0
Sadie Robertson,19,11,39.333200000000005,2,11,3.0,0.508316333741288,1.5,1.0,4,,0
Suzanne Somers,20,1,25.0,9,5,18.0,0.1588442922173549,10.0,10.0,12,5.0,0
Suzanne Somers,20,2,28.0,9,5,12.5,0.169578367429738,5.0,6.0,12,5.0,0
Suzanne Somers,20,3,25.0,9,5,14.0,0.1793160676164252,7.5,8.0,11,5.0,0
Suzanne Somers,20,4,28.0,9,5,14.0,0.1962282800618568,9.0,9.0,10,5.0,0
Suzanne Somers,20,5,28.0,9,5,14.5,0.1083741951956519,9.0,9.0,9,5.0,1
Willow Shields,20,1,25.0,7,7,17.0,0.1602085918242897,8.5,9.0,12,7.0,0
Willow Shields,20,2,32.0,7,7,13.0,0.1754335471476741,6.0,5.0,12,7.0,0
Willow Shields,20,3,32.0,7,7,14.0,0.1938679964403253,7.5,5.0,11,7.0,0
Willow Shields,20,4,39.0,7,7,10.0,0.2180470902171635,4.5,3.0,10,7.0,0
Willow Shields,20,5,34.0,7,7,12.0,0.2324466688977082,8.0,5.0,9,7.0,0
Willow Shields,20,6,36.5,7,7,9.5,0.2553219562690076,6.0,7.0,8,7.0,0
Willow Shields,20,7,39.0,7,7,9.0,0.1672380136408665,6.0,7.0,7,7.0,1
Riker Lynch,20,1,31.0,2,10,6.0,0.1821565775138652,2.0,2.0,12,,0
Riker Lynch,20,2,32.0,2,10,7.0,0.1836522319106329,2.0,2.0,12,,0
Riker Lynch,20,3,34.0,2,10,6.5,0.2092475653390788,3.0,1.0,11,,0
Riker Lynch,20,4,34.0,2,10,8.5,0.2166938508673473,3.0,4.0,10,,0
Riker Lynch,20,5,38.0,2,10,7.5,0.2571304692077812,3.0,2.0,9,,0
Riker Lynch,20,6,38.0,2,10,6.0,0.2714782397176126,1.0,2.0,8,,0
Riker Lynch,20,7,37.0,2,10,9.5,0.3092789818938685,7.0,3.0,7,,0
Riker Lynch,20,8,39.0,2,10,4.0,0.4127560724043849,1.5,2.0,6,,0
Riker Lynch,20,9,40.0,2,10,4.5,0.5500840427042702,1.0,3.0,4,,0
Riker Lynch,20,10,40.0,2,10,4.5,0.6773954615757496,2.0,2.0,3,,0
Rumer Willis,20,1,32.0,1,10,3.0,0.1893005370035792,1.0,1.0,12,,0
Rumer Willis,20,2,32.0,1,10,6.0,0.1864175224559829,1.0,1.0,12,,0
Rumer Willis,20,3,33.0,1,10,5.0,0.2078494365865172,1.0,2.0,11,,0
Rumer Willis,20,4,35.0,1,10,6.0,0.2198758534604824,1.0,1.0,10,,0
Rumer Willis,20,5,39.0,1,10,7.0,0.2605113995696629,2.0,1.0,9,,0
Rumer Willis,20,6,35.5,1,10,7.0,0.2707080254162305,2.0,3.0,8,,0
Rumer Willis,20,7,37.0,1,10,8.5,0.311094258435443,4.5,2.0,7,,0
Rumer Willis,20,8,40.0,1,10,4.0,0.4155205708954402,1.5,1.0,6,,0
Rumer Willis,20,9,39.0,1,10,5.0,0.5618522815460356,2.5,2.0,4,,0
Rumer Willis,20,10,40.0,1,10,2.5,0.6790993825950353,1.0,1.0,3,,0
Nastia Liukin,20,1,30.0,4,9,10.0,0.178053469086868,5.5,3.0,12,9.0,0
Nastia Liukin,20,2,34.0,4,9,12.0,0.1792456572640587,4.0,4.0,12,9.0,0
Nastia Liukin,20,3,34.0,4,9,10.5,0.2016221939759588,5.0,4.0,11,9.0,0
Nastia Liukin,20,4,36.0,4,9,10.0,0.215255383433862,4.5,5.0,10,9.0,0
Nastia Liukin,20,5,38.0,4,9,9.5,0.2504715005834003,4.0,3.0,9,9.0,0
Nastia Liukin,20,6,36.5,4,9,8.5,0.2608442043872189,4.0,6.0,8,9.0,0
Nastia Liukin,20,7,41.0,4,9,7.0,0.3056632141911372,2.0,4.0,7,9.0,0
Nastia Liukin,20,8,38.0,4,9,7.0,0.3979916414673819,4.0,4.0,6,9.0,0
Nastia Liukin,20,9,40.0,4,9,5.5,0.2991489330510292,4.0,4.0,4,9.0,1
Michael Sam,20,1,26.0,10,4,17.0,0.1604800496664881,8.5,8.0,12,4.0,0
Michael Sam,20,2,28.0,10,4,16.5,0.1659059615503285,10.0,9.0,12,4.0,0
Michael Sam,20,3,24.0,10,4,17.0,0.174718007074676,10.0,9.0,11,4.0,0
Michael Sam,20,4,30.0,10,4,17.5,0.0997705648172909,10.0,10.0,10,4.0,1
Robert Herjavec,20,1,28.0,6,8,10.0,0.1717802743751174,5.5,5.0,12,8.0,0
Robert Herjavec,20,2,28.0,6,8,13.5,0.1694531483703575,7.0,7.0,12,8.0,0
Robert Herjavec,20,3,29.0,6,8,13.0,0.1910308448539951,6.0,7.0,11,8.0,0
Robert Herjavec,20,4,34.0,6,8,11.5,0.2112320986595931,6.0,6.0,10,8.0,0
Robert Herjavec,20,5,24.0,6,8,11.0,0.2144380743708731,6.0,8.0,9,8.0,0
Robert Herjavec,20,6,33.5,6,8,10.0,0.2638245597970115,7.0,5.0,8,8.0,0
Robert Herjavec,20,7,31.0,6,8,8.5,0.2950707286488647,4.5,6.0,7,8.0,0
Robert Herjavec,20,8,31.0,6,8,11.0,0.1823259762110329,6.0,6.0,6,8.0,1
Charlotte McKinney,20,1,22.0,11,3,21.5,0.1488338354584525,11.0,11.0,12,3.0,0
Charlotte McKinney,20,2,26.0,11,3,18.0,0.1624631977416055,12.0,11.0,12,3.0,0
Charlotte McKinney,20,3,22.0,11,3,21.5,0.0770452872660134,11.0,11.0,11,3.0,1
Noah Galloway,20,1,26.0,3,10,7.0,0.1735749612733659,3.0,4.0,12,,0
Noah Galloway,20,2,27.0,3,10,11.0,0.1826520749147766,3.0,3.0,12,,0
Noah Galloway,20,3,30.0,3,10,6.0,0.2025268584557522,2.0,3.0,11,,0
Noah Galloway,20,4,32.0,3,10,7.0,0.2184125013100502,2.0,2.0,10,,0
Noah Galloway,20,5,28.0,3,10,6.5,0.2337588452351657,1.0,4.0,9,,0
Noah Galloway,20,6,34.0,3,10,7.5,0.2774370400839863,3.0,1.0,8,,0
Noah Galloway,20,7,38.0,3,10,6.0,0.3157725963456657,1.0,1.0,7,,0
Noah Galloway,20,8,31.5,3,10,6.0,0.4051506914835508,3.0,3.0,6,,0
Noah Galloway,20,9,38.0,3,10,5.0,0.588914742698665,2.5,1.0,4,,0
Noah Galloway,20,10,36.0,3,10,5.0,0.6435051558292151,3.0,3.0,3,,0
Redfoo,20,1,22.0,12,2,23.5,0.1444069406033836,12.0,12.0,12,2.0,0
Redfoo,20,2,31.0,12,2,17.0,0.0934869591503524,11.0,12.0,12,2.0,1
Patti LaBelle,20,1,25.0,8,6,14.0,0.1624922316711843,7.0,7.0,12,6.0,0
Patti LaBelle,20,2,28.0,8,6,15.5,0.1679614143549361,9.0,8.0,12,6.0,0
Patti LaBelle,20,3,22.0,8,6,14.5,0.1710081474707195,9.0,10.0,11,6.0,0
Patti LaBelle,20,4,30.0,8,6,13.5,0.2020305815552123,8.0,8.0,10,6.0,0
Patti LaBelle,20,5,27.0,8,6,11.5,0.2212090875134521,7.0,7.0,9,6.0,0
Patti LaBelle,20,6,34.0,8,6,14.5,0.1322347281064648,8.0,8.0,8,6.0,1
Chris Soules,20,1,26.0,5,8,9.0,0.1698682393060508,4.0,6.0,12,8.0,0
Chris Soules,20,2,21.0,5,8,14.0,0.1637499177095563,8.0,10.0,12,8.0,0
Chris Soules,20,3,28.0,5,8,10.0,0.1917675949205378,4.0,6.0,11,8.0,0
Chris Soules,20,4,27.0,5,8,12.0,0.2024537956171412,7.0,7.0,10,8.0,0
Chris Soules,20,5,27.0,5,8,10.5,0.2216597594263042,5.0,6.0,9,8.0,0
Chris Soules,20,6,35.0,5,8,9.0,0.2681512462224676,5.0,4.0,8,8.0,0
Chris Soules,20,7,31.0,5,8,7.5,0.2958822068441543,3.0,5.0,7,8.0,0
Chris Soules,20,8,32.0,5,8,10.0,0.1862550475382092,5.0,5.0,6,8.0,1
Gary Busey,21,1,15.0,10,4,21.0,0.1336335399708638,11.0,10.0,13,4.0,0
Gary Busey,21,2,16.5,10,4,13.0,0.1638660820917,7.0,10.0,13,4.0,0
Gary Busey,21,3,25.0,10,4,17.0,0.178459923488337,8.5,9.0,10,4.0,0
Gary Busey,21,4,16.0,10,4,20.0,0.076733040656956,10.0,10.0,10,4.0,1
Alexa PenaVega,21,1,22.0,6,9,10.5,0.1649340249411464,5.0,6.0,13,9.0,0
Alexa PenaVega,21,2,23.0,6,9,10.0,0.1796910946301095,5.0,6.0,13,9.0,0
Alexa PenaVega,21,3,36.0,6,9,6.5,0.2172315560635722,3.0,3.0,10,9.0,0
Alexa PenaVega,21,4,21.0,6,9,14.0,0.1990052342223955,8.0,8.0,10,9.0,0
Alexa PenaVega,21,5,40.0,6,9,8.0,0.2396866961715705,3.5,2.0,9,9.0,0
Alexa PenaVega,21,6,30.0,6,9,12.5,0.2197823717195707,8.0,8.0,9,9.0,0
Alexa PenaVega,21,7,27.5,6,9,9.0,0.2634451584874139,4.5,4.0,8,9.0,0
Alexa PenaVega,21,8,26.9998,6,9,9.0,0.2987899870323312,5.0,6.0,7,9.0,0
Alexa PenaVega,21,9,30.0,6,9,7.5,0.2121514438446386,5.0,5.0,6,9.0,1
Carlos PenaVega,21,1,23.0,4,11,6.5,0.1738534519756709,3.0,3.0,13,11.0,0
Carlos PenaVega,21,2,22.5,4,11,7.5,0.1855815117867252,1.0,1.0,13,11.0,0
Carlos PenaVega,21,3,31.0,4,11,10.0,0.2048735542000955,5.0,6.0,10,11.0,0
Carlos PenaVega,21,4,25.0,4,11,8.0,0.2191209840192176,4.0,4.0,10,11.0,0
Carlos PenaVega,21,5,39.0,4,11,4.0,0.2498894103356315,1.0,1.0,9,11.0,0
Carlos PenaVega,21,6,38.0,4,11,8.0,0.2468795134105902,3.0,3.0,9,11.0,0
Carlos PenaVega,21,7,28.0,4,11,8.0,0.2656328080114829,2.0,3.0,8,11.0,0
Carlos PenaVega,21,8,28.9998,4,11,5.0,0.3133180461253522,1.0,3.0,7,11.0,0
Carlos PenaVega,21,9,27.0,4,11,6.0,0.4013149296429497,3.0,2.0,6,11.0,0
Carlos PenaVega,21,10,31.5,4,11,3.5,0.5154302576077442,1.0,1.0,4,11.0,0
Carlos PenaVega,21,11,30.0,4,11,5.0,0.5008988708574045,2.5,2.0,4,11.0,1
Victor Espinoza,21,1,15.0,12,2,23.0,0.1315026728449551,12.0,11.0,13,2.0,0
Victor Espinoza,21,2,18.5,12,2,22.0,0.0761188303526202,11.0,11.0,13,2.0,1
Alek Skarlatos,21,1,22.0,3,11,7.5,0.1722615772287491,4.0,4.0,13,,0
Alek Skarlatos,21,2,22.5,3,11,8.5,0.1852152947730868,3.0,3.0,13,,0
Alek Skarlatos,21,3,33.0,3,11,4.5,0.2178818814570656,1.5,2.0,10,,0
Alek Skarlatos,21,4,24.0,3,11,7.0,0.2189788661476641,3.0,5.0,10,,0
Alek Skarlatos,21,5,29.0,3,11,8.5,0.2179564071895587,5.0,6.0,9,,0
Alek Skarlatos,21,6,30.0,3,11,8.5,0.2310290976137074,4.0,6.0,9,,0
Alek Skarlatos,21,7,26.5,3,11,9.0,0.2819086944695542,4.5,1.0,8,,0
Alek Skarlatos,21,8,25.0,3,11,7.0,0.3063108214203859,4.0,4.0,7,,0
Alek Skarlatos,21,9,25.5,3,11,6.0,0.4032027713664508,3.0,1.0,6,,0
Alek Skarlatos,21,10,28.5,3,11,4.0,0.4931139684769293,2.0,3.0,4,,0
Alek Skarlatos,21,11,27.9999,3,11,5.0,0.4931184752725126,2.5,4.0,4,,0
Chaka Khan,21,1,13.0,13,2,24.0,0.1246133605275418,13.0,12.0,13,2.0,0
Chaka Khan,21,2,15.0,13,2,24.0,0.0644508898101465,13.0,13.0,13,2.0,1
Andy Grammer,21,1,21.0,7,8,16.5,0.1585610016792361,8.0,8.0,13,8.0,0
Andy Grammer,21,2,22.0,7,8,17.0,0.1733588744751746,10.0,8.0,13,8.0,0
Andy Grammer,21,3,29.0,7,8,14.0,0.1929859998827688,7.0,7.0,10,8.0,0
Andy Grammer,21,4,23.0,7,8,15.0,0.2017420175429584,9.0,7.0,10,8.0,0
Andy Grammer,21,5,36.0,7,8,12.0,0.2236663633161619,6.0,5.0,9,8.0,0
Andy Grammer,21,6,40.0,7,8,9.0,0.2443929613062654,5.0,4.0,9,8.0,0
Andy Grammer,21,7,28.0,7,8,10.0,0.2545519055817918,7.0,7.0,8,8.0,0
Andy Grammer,21,8,23.9998,7,8,14.0,0.1411971644140626,7.0,7.0,7,8.0,1
Tamar Braxton,21,1,23.0,5,9,13.5,0.1659146854716552,6.5,5.0,13,9.0,0
Tamar Braxton,21,2,24.5,5,9,9.0,0.1849582012559146,4.0,4.0,13,9.0,0
Tamar Braxton,21,3,33.0,5,9,10.5,0.2056355061230445,6.0,5.0,10,9.0,0
Tamar Braxton,21,4,27.0,5,9,10.0,0.2221762937575098,5.0,3.0,10,9.0,0
Tamar Braxton,21,5,29.0,5,9,12.5,0.2036965103693693,7.0,7.0,9,9.0,0
Tamar Braxton,21,6,40.0,5,9,10.0,0.2427208171465686,6.0,5.0,9,9.0,0
Tamar Braxton,21,7,27.0,5,9,9.5,0.2629458610648709,6.0,5.0,8,9.0,0
Tamar Braxton,21,8,28.0,5,9,9.5,0.2988097390629847,6.0,5.0,7,9.0,0
Tamar Braxton,21,9,24.5,5,9,11.0,0.1862140140344688,6.0,6.0,6,9.0,1
Nick Carter,21,1,24.0,2,11,2.5,0.1808004213365819,1.0,1.0,13,,0
Nick Carter,21,2,22.5,2,11,10.5,0.1827777944043495,6.0,5.0,13,,0
Nick Carter,21,3,36.0,2,11,4.5,0.2220111861182213,1.5,1.0,10,,0
Nick Carter,21,4,27.0,2,11,5.0,0.2279433594547866,1.0,2.0,10,,0
Nick Carter,21,5,35.0,2,11,8.0,0.2336527263646446,3.5,4.0,9,,0
Nick Carter,21,6,39.0,2,11,6.0,0.2522977583037482,1.5,2.0,9,,0
Nick Carter,21,7,27.0,2,11,8.5,0.2735161402197764,3.0,2.0,8,,0
Nick Carter,21,8,33.0,2,11,6.0,0.3278513311958724,3.0,1.0,7,,0
Nick Carter,21,9,27.5,2,11,6.0,0.3989549403629758,3.0,3.0,6,,0
Nick Carter,21,10,27.0,2,11,7.0,0.4771420376484425,4.0,4.0,4,,0
Nick Carter,21,11,30.0,2,11,6.0,0.4998853186769102,4.0,3.0,4,,0
Hayes Grier,21,1,21.0,8,7,13.5,0.1599256498888878,6.5,7.0,13,7.0,0
Hayes Grier,21,2,22.5,8,7,15.5,0.1743261722540667,9.0,7.0,13,7.0,0
Hayes Grier,21,3,30.0,8,7,17.0,0.190546795344922,8.5,8.0,10,7.0,0
Hayes Grier,21,4,27.0,8,7,12.0,0.2166924825941576,6.0,6.0,10,7.0,0
Hayes Grier,21,5,30.0,8,7,15.0,0.2024937666471137,8.5,8.0,9,7.0,0
Hayes Grier,21,6,32.0,8,7,12.0,0.2220940646845494,7.0,7.0,9,7.0,0
Hayes Grier,21,7,28.0,8,7,11.0,0.1371836973076576,8.0,8.0,8,7.0,1
Bindi Irwin,21,1,24.0,1,11,5.5,0.1756875470749685,2.0,2.0,13,,0
Bindi Irwin,21,2,24.0,1,11,8.0,0.1853065514064426,2.0,2.0,13,,0
Bindi Irwin,21,3,32.0,1,11,7.0,0.2095687185130895,4.0,4.0,10,,0
Bindi Irwin,21,4,28.0,1,11,6.0,0.2299308506355743,2.0,1.0,10,,0
Bindi Irwin,21,5,37.0,1,11,7.0,0.2357015877961978,2.0,3.0,9,,0
Bindi Irwin,21,6,40.0,1,11,6.0,0.2525343069140907,1.5,1.0,9,,0
Bindi Irwin,21,7,29.0,1,11,7.0,0.260815734857452,1.0,6.0,8,,0
Bindi Irwin,21,8,28.0,1,11,5.5,0.3137229107490109,2.0,2.0,7,,0
Bindi Irwin,21,9,30.0,1,11,5.5,0.3981619007485162,1.0,4.0,6,,0
Bindi Irwin,21,10,31.5,1,11,5.5,0.5143137362668839,3.0,2.0,4,,0
Bindi Irwin,21,11,30.0,1,11,4.0,0.5060973351931728,1.0,1.0,4,,0
Kim Zolciak-Biermann,21,1,12.0,11,2,20.0,0.1233844138293221,10.0,13.0,13,2.0,0
Kim Zolciak-Biermann,21,2,18.5,11,2,23.0,0.0760564920174623,12.0,12.0,13,2.0,1
Paula Deen,21,1,15.0,9,6,18.0,0.1349276532304206,9.0,9.0,13,6.0,0
Paula Deen,21,2,18.5,9,6,14.0,0.1682922107422012,8.0,9.0,13,6.0,0
Paula Deen,21,3,20.0,9,6,19.0,0.1608048788088832,10.0,10.0,10,6.0,0
Paula Deen,21,4,18.0,9,6,13.0,0.1876768709687795,7.0,9.0,10,6.0,0
Paula Deen,21,5,26.0,9,6,15.0,0.1932565318097516,8.5,9.0,9,6.0,0
Paula Deen,21,6,24.0,9,6,18.0,0.0882691089009091,9.0,9.0,9,6.0,1
Mischa Barton,22,1,16.0,11,3,17.0,0.1477497863453995,9.0,11.0,12,3.0,0
Mischa Barton,22,2,15.0,11,3,16.0,0.1547187620413537,8.0,11.0,12,3.0,0
Mischa Barton,22,3,18.0,11,3,22.0,0.0828963828510399,11.0,11.0,11,3.0,1
Kim Fields,22,1,20.0,8,7,16.5,0.164292593098265,8.0,8.0,12,7.0,0
Kim Fields,22,2,19.0,8,7,17.5,0.1664919063724875,10.5,10.0,12,7.0,0
Kim Fields,22,3,22.0,8,7,15.0,0.1859773695973123,9.0,6.0,11,7.0,0
Kim Fields,22,4,32.0,8,7,13.5,0.206201815438286,8.0,6.0,10,7.0,0
Kim Fields,22,5,28.0,8,7,14.5,0.2084707115110216,8.0,7.0,9,7.0,0
Kim Fields,22,6,24.0,8,7,11.0,0.2272070345235194,6.0,7.0,9,7.0,0
Kim Fields,22,7,26.0,8,7,13.0,0.1395710945612197,7.0,7.0,8,7.0,1
Jodie Sweetin,22,1,20.0,6,8,19.5,0.1624341956220198,11.0,9.0,12,8.0,0
Jodie Sweetin,22,2,21.0,6,8,9.5,0.1758644847490655,4.0,5.0,12,8.0,0
Jodie Sweetin,22,3,23.0,6,8,9.5,0.1936937810666263,4.0,4.0,11,8.0,0
Jodie Sweetin,22,4,27.0,6,8,13.0,0.1974776734600744,6.5,8.0,10,8.0,0
Jodie Sweetin,22,5,35.0,6,8,7.0,0.2373655279657041,3.5,2.0,9,8.0,0
Jodie Sweetin,22,6,25.0,6,8,11.5,0.2282447114974551,7.0,6.0,9,8.0,0
Jodie Sweetin,22,7,25.5,6,8,9.0,0.2863454035554693,5.5,4.0,8,8.0,0
Jodie Sweetin,22,8,30.0,6,8,7.5,0.1959582265827103,5.0,6.0,6,8.0,1
Doug Flutie,22,1,15.0,9,6,15.0,0.1482686449887927,6.0,10.0,12,6.0,0
Doug Flutie,22,2,20.0,9,6,16.5,0.1706106996664856,9.0,8.0,12,6.0,0
Doug Flutie,22,3,20.0,9,6,16.0,0.1809587372830623,10.0,10.0,11,6.0,0
Doug Flutie,22,4,24.0,9,6,13.0,0.1894318009289606,6.5,9.0,10,6.0,0
Doug Flutie,22,5,28.0,9,6,16.5,0.2062674346932985,9.0,9.0,9,6.0,0
Doug Flutie,22,6,21.0,9,6,18.0,0.103998835456412,9.0,9.0,9,6.0,1
Von Miller,22,1,21.0,7,7,17.5,0.1666032425232355,10.0,7.0,12,7.0,0
Von Miller,22,2,20.0,7,7,13.5,0.1710740540103291,6.5,7.0,12,7.0,0
Von Miller,22,3,20.0,7,7,14.0,0.1843420253964957,7.0,8.0,11,7.0,0
Von Miller,22,4,32.0,7,7,15.5,0.2022105479325806,9.0,7.0,10,7.0,0
Von Miller,22,5,29.0,7,7,14.0,0.2101786913453141,7.0,6.0,9,7.0,0
Von Miller,22,6,24.0,7,7,12.0,0.2270806785752387,8.0,8.0,9,7.0,0
Von Miller,22,7,26.0,7,7,14.0,0.13941085465962,8.0,8.0,8,7.0,1
Antonio Brown,22,1,21.0,5,9,10.5,0.1728286280922351,5.0,5.0,12,9.0,0
Antonio Brown,22,2,19.0,5,9,13.5,0.1735156226258468,6.5,6.0,12,9.0,0
Antonio Brown,22,3,20.0,5,9,13.0,0.1856307677306417,6.0,7.0,11,9.0,0
Antonio Brown,22,4,35.0,5,9,9.5,0.2190891974692981,4.0,4.0,10,9.0,0
Antonio Brown,22,5,26.0,5,9,13.0,0.2065999593232153,6.0,8.0,9,9.0,0
Antonio Brown,22,6,27.0,5,9,9.0,0.2386266594101616,4.5,5.0,9,9.0,0
Antonio Brown,22,7,26.0,5,9,8.0,0.2885871746970092,4.0,3.0,8,9.0,0
Antonio Brown,22,8,27.0,5,9,9.0,0.3549766022846047,6.0,4.0,6,9.0,0
Antonio Brown,22,9,27.5,5,9,9.0,0.2449701219123055,5.0,5.0,5,9.0,1
Paige VanZant,22,1,21.0,2,10,7.5,0.1794779270323677,3.0,4.0,12,,0
Paige VanZant,22,2,24.0,2,10,4.5,0.1971554761388196,1.5,1.0,12,,0
Paige VanZant,22,3,23.0,2,10,4.5,0.2047695587409944,2.0,2.0,11,,0
Paige VanZant,22,4,36.0,2,10,2.5,0.2301313040820551,1.0,1.0,10,,0
Paige VanZant,22,5,31.0,2,10,7.0,0.2290588947332425,3.5,4.0,9,,0
Paige VanZant,22,6,28.0,2,10,5.0,0.2492982452451199,1.0,1.0,9,,0
Paige VanZant,22,7,27.5,2,10,7.0,0.2898640985005481,3.0,2.0,8,,0
Paige VanZant,22,8,28.0,2,10,6.0,0.3622015600030442,1.5,3.0,6,,0
Paige VanZant,22,9,29.5,2,10,5.0,0.4924153754940102,2.0,3.0,5,,0
Paige VanZant,22,10,29.666600000000003,2,10,4.0,0.6702205047551713,2.0,1.0,3,,0
Geraldo Rivera,22,1,13.0,12,2,21.0,0.1345773274218107,12.0,12.0,12,2.0,0
Geraldo Rivera,22,2,13.0,12,2,24.0,0.06127115513339,12.0,12.0,12,2.0,1
Nyle DiMarco,22,1,23.0,1,10,5.0,0.1862944438032891,2.0,2.0,12,,0
Nyle DiMarco,22,2,20.0,1,10,8.5,0.18367069099539,3.0,4.0,12,,0
Nyle DiMarco,22,3,25.0,1,10,4.0,0.2077208003774914,1.0,1.0,11,,0
Nyle DiMarco,22,4,34.0,1,10,7.0,0.2215042112936615,3.0,3.0,10,,0
Nyle DiMarco,22,5,37.0,1,10,2.0,0.2525080833859177,1.0,1.0,9,,0
Nyle DiMarco,22,6,25.0,1,10,6.5,0.2417895378184079,2.0,3.0,9,,0
Nyle DiMarco,22,7,28.0,1,10,6.0,0.2853816239116684,1.5,5.0,8,,0
Nyle DiMarco,22,8,29.0,1,10,6.0,0.3669345108073464,1.5,1.0,6,,0
Nyle DiMarco,22,9,28.5,1,10,5.0,0.5024994483222884,2.0,2.0,5,,0
Nyle DiMarco,22,10,28.9998,1,10,4.0,0.6656063737727248,2.0,2.0,3,,0
Ginger Zee,22,1,23.0,3,10,3.0,0.1898157392046994,1.0,1.0,12,,0
Ginger Zee,22,2,21.0,3,10,4.5,0.1886309388629641,1.5,2.0,12,,0
Ginger Zee,22,3,21.0,3,10,8.5,0.1936877728081716,3.0,5.0,11,,0
Ginger Zee,22,4,36.0,3,10,6.5,0.2250793155620942,2.0,2.0,10,,0
Ginger Zee,22,5,32.0,3,10,5.0,0.232824512980013,2.0,3.0,9,,0
Ginger Zee,22,6,24.0,3,10,8.0,0.2390769209833534,3.0,4.0,9,,0
Ginger Zee,22,7,27.5,3,10,6.0,0.2915637007279489,1.5,1.0,8,,0
Ginger Zee,22,8,30.0,3,10,6.5,0.3668749831755676,3.0,2.0,6,,0
Ginger Zee,22,9,28.0,3,10,5.0,0.5072057242131814,2.0,1.0,5,,0
Ginger Zee,22,10,28.3332,3,10,4.0,0.664173121472104,2.0,3.0,3,,0
