HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HasName,Group,Deck,Num,Side,GroupSize
Europa,True,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5506,D,166,S,1
Mars,False,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5507,E,356,S,1
Earth,False,TRAPPIST-1e,50.0,0,0.0,358.0,0.0,620.0,4.0,False,True,5508,U,-1,U,1
Earth,False,TRAPPIST-1e,27.0,0,0.0,0.0,800.0,0.0,0.0,True,True,5509,F,1055,S,1
Earth,True,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5510,G,887,S,1
Earth,True,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5511,G,884,P,2
Earth,False,PSO J318.5-22,25.0,0,39.0,,169.0,20.0,1403.0,False,True,5511,E,346,P,2
Europa,False,55 Cancri e,31.0,0,0.0,225.0,0.0,301.0,4090.0,False,True,5512,A,67,S,2
Europa,False,55 Cancri e,,0,0.0,8162.0,1044.0,699.0,46.0,True,True,5512,B,211,S,2
Earth,True,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5514,G,889,S,4
Earth,True,PSO J318.5-22,2.0,0,,0.0,0.0,0.0,0.0,True,True,5514,G,889,S,4
Earth,False,TRAPPIST-1e,27.0,0,0.0,6.0,0.0,814.0,107.0,True,True,5514,G,889,S,4
Earth,False,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,,True,True,5514,G,889,S,4
Earth,False,TRAPPIST-1e,22.0,0,758.0,0.0,46.0,0.0,0.0,False,True,5515,F,1141,P,1
Mars,False,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,False,True,5517,E,357,S,1
Earth,False,TRAPPIST-1e,56.0,0,0.0,4.0,778.0,0.0,0.0,True,True,5520,G,890,S,1
Earth,False,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,676.0,124.0,False,True,5521,F,1058,S,1
Earth,False,55 Cancri e,42.0,0,31.0,0.0,0.0,635.0,0.0,True,True,5522,E,358,S,3
Earth,False,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,703.0,0.0,True,True,5522,F,1059,S,3
Earth,False,TRAPPIST-1e,27.0,0,508.0,585.0,9.0,,0.0,True,True,5522,F,1059,S,3
Earth,False,PSO J318.5-22,29.0,0,0.0,0.0,20.0,0.0,402.0,False,True,5523,G,885,P,1
Earth,False,55 Cancri e,36.0,0,85.0,0.0,545.0,15.0,0.0,True,True,5524,F,1060,S,1
Earth,False,TRAPPIST-1e,23.0,0,0.0,0.0,4.0,145.0,,False,True,5526,F,1061,S,2
Earth,True,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5526,G,891,S,2
Earth,False,TRAPPIST-1e,19.0,0,1.0,1.0,,0.0,1755.0,False,True,5527,G,886,P,4
Earth,True,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5527,G,886,P,4
Earth,True,TRAPPIST-1e,49.0,0,,0.0,0.0,0.0,0.0,False,False,5527,G,886,P,4
Earth,True,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5527,G,886,P,4
Earth,False,TRAPPIST-1e,18.0,0,0.0,288.0,35.0,0.0,435.0,False,True,5528,F,1143,P,1
Europa,False,55 Cancri e,39.0,0,5645.0,132.0,0.0,1.0,1814.0,False,True,5529,C,174,P,1
Mars,False,TRAPPIST-1e,37.0,0,10.0,20.0,868.0,115.0,0.0,False,True,5530,E,347,P,2
Mars,True,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5530,F,1144,P,2
Mars,False,PSO J318.5-22,43.0,0,817.0,0.0,617.0,0.0,0.0,False,True,5531,F,1145,P,2
Mars,True,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5531,F,1145,P,2
Earth,False,TRAPPIST-1e,20.0,0,41.0,222.0,0.0,43.0,601.0,True,True,5535,G,893,S,3
Earth,False,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5535,G,893,S,3
Earth,False,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5535,G,893,S,3
Mars,True,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5536,F,1062,S,1
Mars,False,TRAPPIST-1e,50.0,0,690.0,0.0,30.0,762.0,428.0,False,True,5537,F,1063,S,1
Mars,True,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5538,F,1146,P,2
Mars,True,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5538,F,1146,P,2
Europa,False,TRAPPIST-1e,26.0,0,0.0,1583.0,0.0,232.0,8040.0,False,True,5539,B,187,P,1
Earth,False,TRAPPIST-1e,21.0,0,39.0,360.0,0.0,,0.0,True,True,5540,E,360,S,1
Mars,True,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,,True,True,5541,F,1147,P,1
Europa,True,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5543,C,175,P,1
Mars,False,TRAPPIST-1e,,1,1565.0,0.0,0.0,0.0,145.0,False,True,5544,F,1149,P,1
Earth,False,PSO J318.5-22,34.0,0,0.0,0.0,693.0,3.0,77.0,True,True,5545,G,894,S,3
Earth,True,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5545,G,894,S,3
Earth,True,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5545,G,894,S,3
Europa,False,55 Cancri e,28.0,0,550.0,5203.0,0.0,2244.0,1624.0,False,True,5546,D,176,P,1
Earth,False,TRAPPIST-1e,33.0,0,127.0,745.0,9.0,0.0,0.0,True,True,5550,G,895,S,1
Earth,True,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5551,G,888,P,1
Mars,False,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5552,F,1150,P,3
Mars,True,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5552,F,1150,P,3
Mars,False,TRAPPIST-1e,60.0,0,51.0,10.0,754.0,1412.0,137.0,False,True,5552,F,1150,P,3
Unknown,False,Unknown,43.0,0,1.0,0.0,213.0,7.0,701.0,True,True,5555,G,896,S,1
Earth,False,TRAPPIST-1e,27.0,0,0.0,1.0,667.0,897.0,43.0,False,True,5556,E,361,S,1
Earth,True,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5557,G,890,P,1
Earth,True,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,True,False,5559,G,897,S,1
Mars,False,TRAPPIST-1e,57.0,0,1696.0,0.0,1006.0,0.0,27.0,False,True,5560,D,168,S,1
Europa,True,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5561,A,51,P,4
Europa,False,TRAPPIST-1e,28.0,0,0.0,175.0,0.0,214.0,7461.0,False,True,5561,A,51,P,4
Europa,False,TRAPPIST-1e,42.0,0,0.0,890.0,2929.0,352.0,4898.0,False,True,5561,A,51,P,4
Europa,False,TRAPPIST-1e,43.0,0,7.0,494.0,2473.0,443.0,71.0,False,True,5561,A,51,P,4
Europa,True,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5563,C,176,P,1
Europa,False,55 Cancri e,72.0,0,2445.0,3023.0,0.0,704.0,20.0,False,True,5566,E,349,P,1
Europa,False,TRAPPIST-1e,49.0,0,0.0,3991.0,298.0,289.0,2740.0,False,True,5568,B,188,P,2
Europa,True,55 Cancri e,29.0,1,0.0,0.0,0.0,0.0,0.0,True,True,5568,B,188,P,2
Earth,True,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5569,G,891,P,1
Earth,False,55 Cancri e,26.0,0,0.0,406.0,0.0,0.0,503.0,True,True,5571,G,900,S,1
Mars,True,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5572,F,1153,P,1
Earth,False,55 Cancri e,18.0,0,749.0,0.0,74.0,0.0,0.0,False,True,5573,F,1154,P,1
Earth,False,55 Cancri e,14.0,0,714.0,237.0,0.0,587.0,1.0,False,True,5574,F,1155,P,1
Mars,False,TRAPPIST-1e,44.0,0,583.0,0.0,222.0,0.0,1560.0,False,True,5575,F,1156,P,2
Mars,True,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5575,F,1156,P,2
Earth,True,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5578,G,892,P,1
Earth,True,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5580,G,902,S,1
Europa,True,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,,True,True,5581,B,212,S,1
Earth,False,TRAPPIST-1e,35.0,0,753.0,335.0,1.0,348.0,0.0,False,True,5582,G,893,P,1
Europa,False,TRAPPIST-1e,52.0,0,5.0,3514.0,31.0,601.0,13.0,True,True,5583,D,170,S,1
Earth,False,PSO J318.5-22,22.0,0,688.0,5.0,80.0,0.0,0.0,False,True,5585,G,894,P,2
Earth,False,TRAPPIST-1e,34.0,0,245.0,0.0,542.0,0.0,19.0,True,True,5585,F,1158,P,2
Earth,False,PSO J318.5-22,37.0,0,0.0,0.0,6.0,746.0,1.0,False,True,5586,G,895,P,1
Earth,False,55 Cancri e,22.0,0,654.0,2.0,83.0,0.0,0.0,False,True,5587,F,1159,P,1
Earth,False,TRAPPIST-1e,26.0,0,0.0,786.0,0.0,11.0,83.0,True,True,5589,F,1160,P,1
Earth,False,55 Cancri e,14.0,0,590.0,9.0,0.0,0.0,192.0,False,True,5591,E,363,S,1
Mars,True,55 Cancri e,53.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5592,F,1161,P,1
Earth,False,TRAPPIST-1e,17.0,0,0.0,823.0,0.0,1168.0,14.0,False,True,5594,F,1163,P,1
Earth,False,TRAPPIST-1e,30.0,0,0.0,1.0,0.0,870.0,0.0,False,True,5595,F,1067,S,1
Europa,False,TRAPPIST-1e,65.0,0,0.0,722.0,302.0,103.0,2659.0,False,True,5596,D,179,P,1
Earth,False,Unknown,19.0,0,0.0,0.0,500.0,2.0,208.0,True,True,5598,G,903,S,1
Europa,False,55 Cancri e,36.0,0,380.0,686.0,0.0,295.0,1247.0,False,True,5599,E,364,S,1
Earth,True,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5601,G,904,S,5
Earth,False,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5601,G,904,S,5
Earth,False,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5601,U,-1,U,5
Earth,False,TRAPPIST-1e,21.0,0,958.0,1668.0,82.0,0.0,78.0,True,True,5601,F,1069,S,5
Earth,True,55 Cancri e,8.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5601,G,904,S,5
Europa,True,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5602,B,190,P,2
Europa,False,55 Cancri e,18.0,0,0.0,3268.0,0.0,436.0,342.0,True,True,5602,B,190,P,2
Unknown,False,TRAPPIST-1e,34.0,0,170.0,1256.0,0.0,3926.0,7121.0,False,True,5603,E,365,S,1
Europa,True,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5606,B,213,S,2
Europa,False,TRAPPIST-1e,31.0,0,0.0,1219.0,7.0,104.0,1082.0,True,True,5606,B,213,S,2
Earth,False,TRAPPIST-1e,14.0,0,30.0,757.0,115.0,0.0,0.0,True,True,5608,F,1164,P,1
Earth,False,TRAPPIST-1e,23.0,0,765.0,5.0,0.0,0.0,0.0,False,True,5609,G,897,P,1
Europa,True,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5610,B,214,S,2
Europa,False,55 Cancri e,54.0,1,0.0,7996.0,0.0,4549.0,10206.0,False,True,5610,B,214,S,2
Europa,True,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5611,D,171,S,2
Europa,False,TRAPPIST-1e,46.0,0,0.0,3477.0,0.0,1.0,5543.0,False,True,5611,D,171,S,2
Earth,False,TRAPPIST-1e,32.0,0,125.0,874.0,0.0,180.0,1.0,True,True,5613,F,1072,S,1
Earth,True,55 Cancri e,49.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5614,G,906,S,1
Earth,True,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5615,G,907,S,1
Earth,False,PSO J318.5-22,25.0,0,458.0,240.0,0.0,239.0,0.0,True,True,5616,F,1073,S,1
Earth,False,TRAPPIST-1e,19.0,0,0.0,785.0,0.0,0.0,19.0,True,True,5618,F,1075,S,1
Earth,True,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5619,G,908,S,1
Earth,False,TRAPPIST-1e,68.0,0,0.0,0.0,970.0,0.0,0.0,True,True,5622,F,1076,S,1
Earth,True,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5623,G,898,P,1
Mars,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5625,E,352,P,5
Mars,False,PSO J318.5-22,49.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5625,E,352,P,5
Mars,False,TRAPPIST-1e,15.0,0,890.0,9.0,0.0,1250.0,57.0,False,True,5625,E,352,P,5
Mars,True,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5625,E,352,P,5
Mars,False,TRAPPIST-1e,22.0,0,804.0,0.0,378.0,0.0,0.0,False,False,5625,E,352,P,5
Earth,True,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5626,G,911,S,1
Earth,False,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5627,G,899,P,1
Earth,True,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5628,G,900,P,1
Earth,True,TRAPPIST-1e,28.0,0,0.0,,0.0,0.0,0.0,True,True,5629,G,901,P,1
Earth,False,TRAPPIST-1e,20.0,0,47.0,0.0,0.0,0.0,2711.0,False,True,5631,F,1166,P,1
Earth,False,TRAPPIST-1e,43.0,0,1.0,8.0,0.0,0.0,715.0,False,True,5637,F,1168,P,1
Earth,False,TRAPPIST-1e,22.0,0,19.0,9.0,0.0,0.0,594.0,True,True,5639,G,913,S,1
Europa,True,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5640,E,368,S,1
Europa,True,Unknown,35.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5642,B,216,S,2
Europa,True,55 Cancri e,37.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5642,U,-1,U,2
Mars,False,TRAPPIST-1e,24.0,0,158.0,0.0,1594.0,1.0,0.0,True,True,5643,F,1077,S,3
Mars,False,55 Cancri e,18.0,0,2803.0,0.0,17.0,0.0,0.0,False,False,5643,F,1077,S,3
Mars,False,TRAPPIST-1e,15.0,0,643.0,0.0,45.0,0.0,10.0,False,True,5643,F,1077,S,3
Mars,False,TRAPPIST-1e,28.0,0,1909.0,0.0,0.0,0.0,6.0,False,True,5644,F,1169,P,1
Earth,False,TRAPPIST-1e,24.0,0,0.0,117.0,2134.0,0.0,0.0,True,True,5645,F,1078,S,1
Mars,True,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,True,False,5646,F,1079,S,1
Europa,True,TRAPPIST-1e,35.0,0,0.0,,0.0,0.0,,True,True,5647,C,178,P,3
Europa,False,55 Cancri e,52.0,0,0.0,1425.0,31.0,0.0,1320.0,True,True,5647,C,178,P,3
Europa,False,TRAPPIST-1e,48.0,0,0.0,,0.0,2851.0,1478.0,False,True,5647,C,178,P,3
Europa,False,55 Cancri e,27.0,0,332.0,918.0,0.0,5.0,4817.0,False,True,5648,C,179,P,2
Europa,False,55 Cancri e,50.0,0,0.0,103.0,0.0,240.0,8221.0,False,True,5648,C,179,P,2
Earth,False,TRAPPIST-1e,24.0,0,56.0,22.0,285.0,1453.0,0.0,False,True,5650,G,902,P,1
Earth,False,PSO J318.5-22,26.0,0,807.0,0.0,0.0,0.0,40.0,True,True,5651,G,915,S,1
Earth,False,TRAPPIST-1e,24.0,0,215.0,0.0,0.0,0.0,350.0,False,True,5652,F,1171,P,1
Earth,True,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5653,G,903,P,1
Earth,False,PSO J318.5-22,42.0,0,1188.0,39.0,3.0,3.0,0.0,False,True,5655,F,1172,P,1
Earth,False,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,880.0,False,True,5659,F,1175,P,1
Earth,False,PSO J318.5-22,43.0,0,635.0,53.0,0.0,3.0,0.0,True,True,5661,E,355,P,2
Earth,True,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5661,G,905,P,2
Earth,True,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5662,G,916,S,2
Earth,False,TRAPPIST-1e,31.0,0,13.0,0.0,0.0,679.0,0.0,False,True,5662,F,1080,S,2
Europa,False,TRAPPIST-1e,33.0,0,0.0,1513.0,5.0,63.0,144.0,True,True,5663,A,71,S,1
Earth,False,55 Cancri e,21.0,0,0.0,496.0,0.0,3867.0,30.0,False,True,5667,G,906,P,1
Earth,False,TRAPPIST-1e,13.0,0,56.0,1706.0,15.0,0.0,23.0,False,True,5671,G,907,P,1
Earth,False,TRAPPIST-1e,29.0,0,286.0,545.0,,0.0,0.0,True,True,5673,F,1083,S,1
Europa,False,TRAPPIST-1e,22.0,0,0.0,11594.0,0.0,10247.0,1.0,False,True,5674,B,217,S,1
Mars,False,TRAPPIST-1e,22.0,0,1035.0,0.0,264.0,0.0,0.0,False,True,5677,E,357,P,1
Earth,True,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5679,G,920,S,3
Earth,True,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5679,G,920,S,3
Earth,True,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5679,G,920,S,3
Earth,False,TRAPPIST-1e,18.0,0,0.0,0.0,1609.0,0.0,0.0,True,True,5680,E,359,P,1
Earth,True,TRAPPIST-1e,66.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5681,G,921,S,1
Unknown,True,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5684,B,218,S,4
Europa,True,55 Cancri e,48.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5684,B,218,S,4
Europa,False,55 Cancri e,38.0,0,0.0,1198.0,48.0,278.0,1244.0,False,True,5684,B,218,S,4
Europa,True,TRAPPIST-1e,62.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5684,B,218,S,4
Earth,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5685,G,910,P,1
Mars,False,55 Cancri e,44.0,0,2267.0,0.0,107.0,0.0,0.0,False,True,5686,U,-1,U,2
Mars,False,55 Cancri e,25.0,0,1410.0,123.0,26.0,9.0,812.0,False,True,5686,D,180,P,2
Earth,False,TRAPPIST-1e,15.0,0,348.0,1627.0,0.0,0.0,0.0,False,True,5687,F,1179,P,1
Earth,False,TRAPPIST-1e,20.0,0,12.0,177.0,1110.0,0.0,0.0,True,True,5688,F,1084,S,1
Earth,False,TRAPPIST-1e,34.0,0,233.0,0.0,0.0,1054.0,156.0,False,True,5689,F,1180,P,1
Mars,False,TRAPPIST-1e,23.0,0,821.0,0.0,863.0,664.0,0.0,False,True,5692,E,360,P,1
Earth,False,TRAPPIST-1e,45.0,0,0.0,0.0,2332.0,84.0,0.0,True,True,5693,F,1087,S,1
Earth,True,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5695,G,922,S,1
Earth,True,PSO J318.5-22,33.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5696,G,911,P,1
Earth,False,TRAPPIST-1e,14.0,0,0.0,0.0,325.0,247.0,305.0,False,True,5698,F,1088,S,2
Earth,False,TRAPPIST-1e,26.0,0,178.0,0.0,3.0,0.0,704.0,True,False,5698,G,923,S,2
Earth,True,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5700,G,924,S,1
Mars,True,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,True,True,5701,D,173,S,1
Earth,True,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5702,G,912,P,1
Earth,True,TRAPPIST-1e,22.0,0,0.0,0.0,,0.0,0.0,True,True,5704,G,913,P,1
Earth,True,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5705,G,925,S,1
Earth,False,TRAPPIST-1e,16.0,0,0.0,458.0,725.0,0.0,0.0,True,True,5706,F,1090,S,2
Earth,False,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,,True,True,5706,G,926,S,2
Earth,False,TRAPPIST-1e,15.0,0,0.0,0.0,973.0,29.0,0.0,True,True,5707,F,1091,S,1
Europa,False,TRAPPIST-1e,33.0,0,0.0,4372.0,0.0,4103.0,0.0,True,True,5709,C,215,S,1
Earth,False,TRAPPIST-1e,61.0,0,0.0,166.0,1080.0,0.0,16.0,True,True,5710,F,1092,S,1
Earth,False,TRAPPIST-1e,19.0,0,,0.0,0.0,692.0,164.0,False,True,5711,F,1183,P,1
Europa,True,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5712,E,371,S,1
Earth,False,TRAPPIST-1e,42.0,0,0.0,29.0,317.0,434.0,45.0,True,True,5713,G,915,P,1
Earth,False,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5714,G,916,P,5
Earth,False,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5714,G,916,P,5
Earth,False,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5714,G,916,P,5
Earth,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5714,G,916,P,5
Earth,True,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,True,True,5714,G,916,P,5
Earth,False,PSO J318.5-22,29.0,0,0.0,173.0,0.0,0.0,1155.0,True,True,5716,F,1093,S,1
Earth,False,TRAPPIST-1e,59.0,0,0.0,664.0,0.0,144.0,141.0,True,True,5717,G,917,P,1
Earth,True,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5718,G,927,S,1
Earth,False,TRAPPIST-1e,70.0,0,390.0,0.0,0.0,0.0,518.0,True,True,5719,G,918,P,2
Earth,True,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5719,G,918,P,2
Europa,True,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5721,B,219,S,2
Europa,False,TRAPPIST-1e,58.0,0,0.0,1975.0,598.0,7.0,3726.0,False,True,5721,B,219,S,2
Earth,False,TRAPPIST-1e,44.0,0,69.0,0.0,17.0,176.0,2105.0,False,True,5722,G,928,S,1
Mars,True,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,False,True,5723,E,372,S,1
Earth,True,PSO J318.5-22,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5724,G,919,P,1
Earth,False,TRAPPIST-1e,24.0,0,156.0,0.0,364.0,489.0,383.0,True,True,5725,F,1094,S,1
Europa,True,55 Cancri e,27.0,0,0.0,0.0,,0.0,0.0,True,True,5726,B,192,P,1
Earth,False,55 Cancri e,28.0,0,0.0,0.0,0.0,711.0,0.0,False,True,5727,G,920,P,1
Earth,False,TRAPPIST-1e,24.0,0,0.0,217.0,0.0,77.0,510.0,False,True,5728,F,1185,P,1
Mars,True,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5729,F,1186,P,1
Earth,False,TRAPPIST-1e,25.0,0,2029.0,1.0,0.0,0.0,121.0,False,True,5730,F,1187,P,1
Earth,False,TRAPPIST-1e,20.0,0,0.0,0.0,53.0,2.0,754.0,False,True,5732,G,921,P,1
Earth,False,55 Cancri e,34.0,0,0.0,1745.0,6.0,5.0,37.0,True,True,5733,G,922,P,2
Earth,False,Unknown,28.0,0,0.0,0.0,0.0,1191.0,109.0,False,True,5733,F,1188,P,2
Earth,True,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,True,True,5735,E,362,P,1
Earth,False,TRAPPIST-1e,23.0,0,1.0,,1.0,0.0,618.0,False,True,5736,F,1189,P,1
Europa,False,TRAPPIST-1e,39.0,0,0.0,11856.0,13.0,39.0,3.0,True,True,5737,C,216,S,2
Europa,False,TRAPPIST-1e,35.0,0,0.0,7636.0,0.0,353.0,705.0,True,True,5737,C,216,S,2
Earth,True,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5738,G,929,S,1
Earth,True,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,5739,G,930,S,1
Europa,False,TRAPPIST-1e,42.0,0,0.0,16.0,0.0,144.0,7492.0,False,True,5740,A,52,P,2
Europa,False,55 Cancri e,32.0,0,70.0,764.0,724.0,547.0,1297.0,False,True,5740,A,52,P,2
Earth,False,55 Cancri e,50.0,0,57.0,29.0,0.0,0.0,643.0,False,True,5742,F,1096,S,1
Earth,False,TRAPPIST-1e,23.0,0,0.0,37.0,859.0,9.0,1.0,True,True,5744,G,931,S,1
Earth,False,TRAPPIST-1e,19.0,0,0.0,,0.0,5381.0,139.0,False,True,5746,G,932,S,1
Earth,False,TRAPPIST-1e,29.0,0,715.0,47.0,0.0,0.0,0.0,False,True,5747,F,1192,P,1
Europa,False,TRAPPIST-1e,35.0,1,247.0,436.0,459.0,1.0,1984.0,False,True,5748,A,53,P,1
Earth,False,TRAPPIST-1e,18.0,0,0.0,625.0,0.0,0.0,356.0,False,True,5750,E,363,P,1
Earth,False,PSO J318.5-22,24.0,0,160.0,20.0,39.0,552.0,1.0,False,False,5751,G,924,P,1
Earth,False,TRAPPIST-1e,23.0,0,88.0,0.0,586.0,0.0,0.0,True,True,5755,G,933,S,1
Earth,False,TRAPPIST-1e,51.0,0,542.0,0.0,360.0,0.0,0.0,False,True,5756,F,1194,P,8
Earth,False,TRAPPIST-1e,42.0,0,439.0,0.0,0.0,0.0,254.0,False,True,5756,F,1194,P,8
Earth,False,PSO J318.5-22,19.0,0,5.0,0.0,0.0,716.0,0.0,False,True,5756,F,1194,P,8
Earth,False,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,False,False,5756,F,1194,P,8
Earth,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,,0.0,True,True,5756,F,1194,P,8
Earth,False,PSO J318.5-22,22.0,0,158.0,0.0,476.0,0.0,26.0,False,True,5756,F,1194,P,8
Earth,False,TRAPPIST-1e,25.0,0,12.0,6.0,2817.0,342.0,0.0,False,True,5756,U,-1,U,8
Earth,False,PSO J318.5-22,31.0,0,11.0,0.0,0.0,1912.0,1120.0,False,True,5756,F,1194,P,8
Earth,False,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,558.0,1.0,False,True,5757,F,1195,P,1
