contestant_id,season_idx,season,weeks_participated,placement,celebrity_name,week_idx,judge_rank,score_sum,vote_rank,total_rank,obs_id,estimated_strength,fan_votes,week,data_source,eliminated_week,eliminated_actual,method1_value,method1_pos,judge_share,fan_share,method2_value,method2_pos
57,4,30,10,4,5,1,1,1.578953426,1,2,314,50.48632582,64.28811798,2,rank,10.0,0,2.0,1.0,-7110974060968968.0,0.1395392136975923,-3555487030484484.0,15.0
44,4,30,4,13,12,2,6,-1.199250702,12,18,315,3.723046823,15.87231143,3,rank,4.0,0,18.0,12.5,1199250869.0607235,0.045186949908850554,599625434.5529553,3.0
45,4,30,9,6,81,2,2,0.899438027,4,6,316,13.01264049,21.09984786,3,rank,9.0,0,6.0,4.0,-899438152.2955427,0.060069245272752786,-449719076.11773676,11.0
46,4,30,4,12,77,2,5,-0.67457852,10,15,317,5.302867976,17.75397265,3,rank,4.0,0,15.0,10.5,674578613.971657,0.0505438591194939,337289307.0111005,5.0
47,4,30,7,9,82,2,3,0.374765844,5,8,318,11.53845998,23.82421979,3,rank,7.0,0,8.0,5.5,-374765896.2064761,0.06782527113432375,-187382948.06932542,9.0
48,4,30,9,5,102,2,4,-0.149906338,7,11,319,9.614502685,25.2786927,3,rank,9.0,0,11.0,8.0,149906358.88259047,0.07196601615547599,74953179.47727825,6.0
49,4,30,10,1,41,2,6,-1.199250702,12,18,320,6.387844919,27.23303486,3,rank,,0,18.0,12.5,1199250869.0607235,0.07752984103871007,599625434.5691267,2.0
50,4,30,10,3,22,2,7,-1.723922885,14,21,321,8.101118098,43.97882153,3,rank,,0,21.0,14.0,1723923125.1497903,0.12520349126783661,861961562.637497,1.0
51,4,30,5,11,80,2,3,0.374765844,5,8,322,7.033758815,14.52306601,3,rank,5.0,0,8.0,5.5,-374765896.2064761,0.041345777469841395,-187382948.08256516,10.0
52,4,30,8,7,52,2,5,-0.67457852,10,15,323,6.023488714,20.16660689,3,rank,8.0,0,15.0,10.5,674578613.971657,0.05741239764534474,337289307.0145347,4.0
53,4,30,8,8,87,2,1,1.424110209,1,2,324,21.42263071,27.27908177,3,rank,8.0,0,2.0,2.0,-1424110407.3846092,0.07766093217970764,-712055203.6534741,14.0
54,4,30,10,2,53,2,1,1.424110209,1,2,325,36.07152805,45.93264836,3,rank,,0,2.0,2.0,-1424110407.3846092,0.13076584905593466,-712055203.6269217,13.0
55,4,30,3,14,21,2,4,-0.149906338,7,11,326,1.393835691,3.664707917,3,rank,3.0,1,11.0,8.0,149906358.88259047,0.010433072322601664,74953179.44651178,8.0
56,4,30,6,10,68,2,4,-0.149906338,7,11,327,5.583561212,14.68043982,3,rank,6.0,0,11.0,8.0,149906358.88259047,0.04179380562886517,74953179.46219213,7.0
57,4,30,10,4,5,2,1,1.424110209,1,2,328,39.24313245,49.97129595,3,rank,10.0,0,2.0,2.0,-1424110407.3846092,0.14226349180026115,-712055203.6211729,12.0
44,4,30,4,13,12,3,10,-2.075715563,13,23,329,0.623609931,6.990085471,4,rank,4.0,1,23.0,13.0,-1037858041.3034089,0.02638397430411888,-518929020.63851243,13.0
45,4,30,9,6,81,3,1,1.510805631,1,2,330,16.98887637,21.63324169,4,rank,9.0,0,2.0,1.0,755403004.5974177,0.08165435104216241,377701502.339536,1.0
46,4,30,4,12,77,3,9,-1.221781945,12,21,331,0.770593461,6.783250202,4,rank,4.0,1,21.0,12.0,-610891125.4222596,0.025603277638087864,-305445562.69832814,12.0
47,4,30,7,9,82,3,5,0.144511843,7,12,332,4.719143945,15.79966782,4,rank,7.0,0,12.0,7.5,72255939.58757909,0.059635612683983145,36127969.82360735,8.0
48,4,30,9,5,102,3,3,0.656872014,4,7,333,13.08424086,27.0158956,4,rank,9.0,0,7.0,4.5,328436089.2162686,0.10197109867544826,164218044.65911984,5.0
49,4,30,10,1,41,3,6,-0.197061604,9,15,334,6.036777301,25.73634282,4,rank,,0,15.0,9.0,-98530826.66488057,0.09714144561779342,-49265413.283869565,9.0
50,4,30,10,3,22,3,8,-1.050995222,11,19,335,5.851464963,40.45015402,4,rank,,0,19.0,11.0,-525497742.5460298,0.15267850853741455,-262748871.19667566,11.0
51,4,30,5,11,80,3,4,0.315298567,6,10,336,4.041275527,10.62542344,4,rank,5.0,0,10.0,6.0,157649322.96380895,0.04010550374160689,78824661.50195722,6.0
52,4,30,8,7,52,3,5,0.144511843,7,12,337,5.397449784,18.07063202,4,rank,8.0,0,12.0,7.5,72255939.58757909,0.06820733349440154,36127969.82789321,7.0
53,4,30,8,8,87,3,2,0.998445461,2,4,338,11.89408935,19.28612997,4,rank,8.0,0,4.0,2.5,499222855.4687283,0.07279521254288494,249611427.77076176,3.0
54,4,30,10,2,53,3,2,0.998445461,2,4,339,20.01327648,32.45129914,4,rank,,0,4.0,2.5,499222855.4687283,0.12248694900758463,249611427.79560763,2.0
56,4,30,6,10,68,3,7,-0.880208498,10,17,340,1.946404999,10.5665165,4,rank,6.0,0,17.0,10.0,-440104359.16979986,0.039883160367160005,-220052179.56495836,10.0
57,4,30,10,4,5,3,3,0.656872014,4,7,341,14.30096767,29.52815174,4,rank,10.0,0,7.0,4.5,328436089.2162686,0.11145357234735351,164218044.6638611,4.0
45,4,30,9,6,81,4,3,0.310630372,3,6,342,7.209161843,14.88523222,5,rank,9.0,0,6.0,5.0,-310630346.2983299,0.0688975302476024,-155315173.11471617,7.0
47,4,30,7,9,82,4,5,-0.931891116,9,14,343,3.764506731,12.60354771,5,rank,7.0,0,14.0,9.5,931891038.8949897,0.05833656450519419,465945519.4766632,3.0
48,4,30,9,5,102,4,3,0.310630372,3,6,344,11.92022176,24.61246853,5,rank,9.0,0,6.0,5.0,-310630346.2983299,0.11392084919813478,-155315173.0922045,5.0
49,4,30,10,1,41,4,6,-2.174412605,11,17,345,4.660815649,19.87026245,5,rank,,0,17.0,11.0,2174412425.0883093,0.09197115556835249,1087206212.59014,1.0
50,4,30,10,3,22,4,5,-0.931891116,9,14,346,11.43760365,38.29303375,5,rank,,0,14.0,9.5,931891038.8949897,0.17724247845581034,465945519.5361161,2.0
51,4,30,5,11,80,4,3,0.310630372,3,6,347,1.454238887,3.002663002,5,rank,5.0,1,6.0,5.0,-310630346.2983299,0.013898074409997454,-155315173.1422159,9.0
52,4,30,8,7,52,4,4,-0.310630372,8,12,348,5.712749611,15.02010521,5,rank,8.0,0,12.0,8.0,310630346.2983299,0.06952180105310747,155315173.18392584,4.0
53,4,30,8,8,87,4,3,0.310630372,3,6,349,7.523132977,15.53350914,5,rank,8.0,0,6.0,5.0,-310630346.2983299,0.07189813366744763,-155315173.11321586,6.0
54,4,30,10,2,53,4,1,1.55315186,1,2,350,24.38987724,31.05750478,5,rank,,0,2.0,1.0,-1553151731.4916496,0.14375223331215894,-776575865.6739486,11.0
56,4,30,6,10,68,4,3,0.310630372,3,6,351,6.058974227,12.51036395,5,rank,6.0,0,6.0,5.0,-310630346.2983299,0.057905255753788944,-155315173.12021232,8.0
57,4,30,10,4,5,4,2,1.242521488,2,4,352,17.67521544,28.66015987,5,rank,10.0,0,4.0,2.0,-1242521385.1933196,0.13265592382840535,-621260692.5303319,10.0
45,4,30,9,6,81,5,4,-0.960768923,8,12,353,3.410548635,8.967100401,6,rank,9.0,0,12.0,8.5,480384421.75281477,0.04500497117809743,240192210.89890987,3.0
47,4,30,7,9,82,5,4,-0.960768923,8,12,354,4.026148271,10.58565047,6,rank,7.0,0,12.0,8.5,480384421.75281477,0.053128310490494254,240192210.90297154,2.0
48,4,30,9,5,102,5,3,-0.160128154,5,8,355,8.28514846,17.1068928,6,rank,9.0,0,8.0,6.0,80064070.3754691,0.08585776705755907,40032035.23066343,5.0
49,4,30,10,1,41,5,1,1.441153384,1,2,356,27.70963906,35.2848126,6,rank,,0,2.0,1.5,-720576632.379222,0.17709091044753758,-360288316.1010656,9.0
50,4,30,10,3,22,5,3,-0.160128154,5,8,357,21.47154182,44.33370941,6,rank,,0,8.0,6.0,80064070.3754691,0.22250640954044526,40032035.29898775,4.0
52,4,30,8,7,52,5,2,0.640512615,3,5,358,10.69180108,17.33663328,6,rank,8.0,0,5.0,3.5,-320256281.0018765,0.08701081132142047,-160128140.45743284,8.0
53,4,30,8,8,87,5,3,-0.160128154,5,8,359,5.506884152,11.37042713,6,rank,8.0,0,8.0,6.0,80064070.3754691,0.05706702527956976,40032035.21626806,6.0
54,4,30,10,2,53,5,1,1.441153384,1,2,360,20.38301641,25.955261,6,rank,,0,2.0,1.5,-720576632.379222,0.13026683331154956,-360288316.1244776,10.0
56,4,30,6,10,68,5,5,-1.761409692,10,15,361,1.13950203,3.815046491,6,rank,6.0,1,15.0,10.0,880704773.1301603,0.019147332994220674,440352386.5746538,1.0
57,4,30,10,4,5,5,2,0.640512615,3,5,362,15.10424044,24.49135329,6,rank,10.0,0,5.0,3.5,-320256281.0018765,0.12291962837910593,-160128140.43947843,7.0
45,4,30,9,6,81,6,3,0.559016994,3,6,363,5.217646608,10.77321929,7,rank,9.0,0,6.0,3.5,2517588725872175.0,0.06949002827802243,1258794362936087.5,3.5
47,4,30,7,9,82,6,6,-1.453444185,9,15,364,1.09093276,4.650928485,7,rank,7.0,1,15.0,9.0,-6545730689969814.0,0.029999681918821314,-3272865344984907.0,9.0
48,4,30,9,5,102,6,5,-0.782623792,6,11,365,4.382732011,14.67336253,7,rank,9.0,0,11.0,7.0,-3524624218022484.5,0.0946469527534675,-1762312109011242.2,7.0
49,4,30,10,1,41,6,5,-0.782623792,6,11,366,5.831945963,19.52532282,7,rank,,0,11.0,7.0,-3524624218022484.5,0.12594334138902658,-1762312109011242.2,7.0
50,4,30,10,3,22,6,4,-0.111803399,5,9,367,14.29760199,37.59161538,7,rank,,0,9.0,5.0,-503517746075154.9,0.24247556328844977,-251758873037577.3,5.0
52,4,30,8,7,52,6,3,0.559016994,3,6,368,7.849550132,16.20748419,7,rank,8.0,0,6.0,3.5,2517588725872175.0,0.10454243103768673,1258794362936087.5,3.5
53,4,30,8,8,87,6,1,1.900657781,1,2,369,10.4307318,13.28225228,7,rank,8.0,0,2.0,1.0,8559801674270434.0,0.08567393475316772,4279900837135217.0,1.0
54,4,30,10,2,53,6,2,0.894427191,2,4,370,12.88132949,20.88692858,7,rank,,0,4.0,2.0,4028141964097639.5,0.134726047859482,2014070982048819.8,2.0
57,4,30,10,4,5,6,5,-0.782623792,6,11,371,5.209530625,17.44147971,7,rank,10.0,0,11.0,7.0,-3524624218022484.5,0.11250201872187589,-1762312109011242.2,7.0
45,4,30,9,6,81,7,1,0.970725343,1,2,372,9.192511893,11.70553174,8,rank,9.0,0,2.0,2.0,-970725478.2261691,0.08480220732399715,-485362739.0706835,8.0
48,4,30,9,5,102,7,1,0.970725343,1,2,373,15.46374178,19.69117062,8,rank,9.0,0,2.0,2.0,-970725478.2261691,0.14265517965862537,-485362739.041757,7.0
49,4,30,10,1,41,7,5,-0.970725343,7,12,374,5.372369631,17.9866638,8,rank,,0,12.0,7.0,970725478.2261691,0.13030666410671185,485362739.1782379,2.0
50,4,30,10,3,22,7,3,-0.138675049,5,8,375,17.56860993,36.27506836,8,rank,,0,8.0,5.0,138675068.31802416,0.2627993273680098,69337534.29041174,4.0
52,4,30,8,7,52,7,6,-1.802775638,8,14,376,1.546807384,6.5944399,8,rank,8.0,1,14.0,8.0,1802775889.134314,0.047774255113457925,901387944.5910442,1.0
53,4,30,8,8,87,7,4,-0.693375245,6,10,377,1.793499176,4.715513221,8,rank,8.0,1,10.0,6.0,693375341.5901208,0.034162132800836915,346687670.8121415,3.0
54,4,30,10,2,53,7,2,0.693375245,4,6,378,9.950123273,16.13401119,8,rank,,0,6.0,4.0,-693375341.5901208,0.11688488761485943,-346687670.7366179,5.0
57,4,30,10,4,5,7,1,0.970725343,1,2,379,19.5786026,24.93093909,8,rank,10.0,0,2.0,2.0,-970725478.2261691,0.18061534601350154,-485362739.0227769,6.0
45,4,30,9,6,81,8,4,-1.010152545,5,9,380,2.147990293,5.647550198,9,rank,9.0,1,9.0,5.0,-inf,0.05087557404878421,-inf,4.5
48,4,30,9,5,102,8,3,-0.101015254,3,6,381,3.128033409,6.458657012,9,rank,9.0,1,6.0,3.5,-inf,0.058182374932421156,-inf,4.5
49,4,30,10,1,41,8,3,-0.101015254,3,6,382,10.16371636,20.98569592,9,rank,,0,6.0,3.5,-inf,0.18904822255875214,-inf,4.5
50,4,30,10,3,22,8,5,-1.313198308,6,11,383,10.10289094,33.82442298,9,rank,,0,11.0,6.0,-inf,0.3047050270727648,-inf,4.5
54,4,30,10,2,53,8,1,1.414213562,1,2,384,16.23322801,20.67101657,9,rank,,0,2.0,1.0,inf,0.1862134549141515,inf,1.5
57,4,30,10,4,5,8,2,1.111167799,2,4,385,14.44337188,23.41976247,9,rank,10.0,0,4.0,2.0,inf,0.21097534647312616,inf,1.5
49,4,30,10,1,41,9,1,0.904534034,1,2,386,17.45668416,22.22893729,10,rank,,0,2.0,1.5,inf,0.2502537816529055,inf,1.5
50,4,30,10,3,22,9,3,-1.507556723,4,7,387,14.74631204,30.44768363,10,rank,,0,7.0,4.0,-inf,0.34278057792742844,-inf,3.5
54,4,30,10,2,53,9,1,0.904534034,1,2,388,14.14046412,18.0061395,10,rank,,0,2.0,1.5,inf,0.20271344707386849,inf,1.5
57,4,30,10,4,5,9,2,-0.301511345,3,5,389,11.18899006,18.14281953,10,rank,10.0,1,5.0,3.0,-inf,0.20425219334579756,-inf,3.5
58,5,31,1,16,44,0,10,-1.352833107,15,25,390,0.622518016,6.977846122,1,rank,1.0,1,25.0,15.0,676416572.6303672,0.007964838484789023,338208286.319166,2.0
59,5,31,3,14,19,0,8,-0.662024712,10,18,391,2.784049488,19.24564725,1,rank,3.0,0,18.0,10.5,331012365.36166906,0.021967877938463092,165506182.69181848,7.0
60,5,31,5,12,97,0,3,0.949861543,3,6,392,18.97376306,39.17638076,1,rank,5.0,0,6.0,4.0,-474930784.9319599,0.04471774523490936,-237465392.4436211,14.0
61,5,31,5,11,60,0,7,-0.201485782,9,16,393,7.986350591,43.35577918,1,rank,5.0,0,16.0,9.0,100742893.84920362,0.04948830520382729,50371446.94934596,8.0
62,5,31,9,6,107,0,8,-0.662024712,10,18,394,6.029873149,41.68345862,1,rank,9.0,0,18.0,10.5,331012365.36166906,0.047579440645579604,165506182.70462427,6.0
63,5,31,9,5,24,0,4,0.719592078,6,10,395,30.1004151,79.14076977,1,rank,9.0,0,10.0,6.0,-359796049.1757272,0.09033495977971694,-179898024.54269612,11.0
64,5,31,10,3,112,0,2,1.180131008,2,4,396,71.93502766,116.6418254,1,rank,,0,4.0,2.0,-590065520.6881926,0.1331404109002738,-295032760.2775261,15.0
65,5,31,4,13,94,0,9,-0.892294177,12,21,397,1.77832941,15.65397832,1,rank,4.0,0,21.0,13.0,446147101.11790174,0.017868179776863963,223073550.56788495,5.0
66,5,31,6,10,51,0,9,-0.892294177,12,21,398,3.635495989,32.00193117,1,rank,6.0,0,21.0,13.0,446147101.11790174,0.03652849439696851,223073550.5772151,3.0
67,5,31,7,9,59,0,5,0.489322613,7,12,399,14.67648526,49.13679147,1,rank,7.0,0,12.0,7.0,-244661313.4194945,0.05608702182259287,-122330656.68170375,10.0
68,5,31,8,8,38,0,6,0.028783683,8,14,400,7.405909938,31.57330932,1,rank,8.0,0,14.0,8.0,-14391841.907029087,0.03603924545874128,-7195920.93549492,9.0
69,5,31,10,1,18,0,1,1.870939403,1,2,401,96.79252938,123.2533651,1,rank,,0,2.0,1.0,-935469727.9568907,0.14068713017805243,-467734863.9081018,16.0
70,5,31,2,15,104,0,9,-0.892294177,12,21,402,2.228420069,19.61596049,1,rank,2.0,0,21.0,13.0,446147101.11790174,0.022390570714114832,223073550.57014614,4.0
71,5,31,8,7,111,0,11,-1.583102572,16,27,403,2.86289191,40.86310476,1,rank,8.0,0,27.0,16.0,791551308.3865999,0.04664305055026456,395775654.21662146,1.0
72,5,31,10,4,98,0,3,0.949861543,3,6,404,48.43133385,99.9993712,1,rank,10.0,0,6.0,4.0,-474930784.9319599,0.11414393872591952,-237465392.40890798,13.0
73,5,31,10,2,33,0,3,0.949861543,3,6,405,57.0339641,117.7617896,1,rank,,0,6.0,4.0,-474930784.9319599,0.13441879018892297,-237465392.39877057,12.0
59,5,31,3,14,19,1,10,-2.019956806,15,25,406,1.156153406,12.95940094,2,rank,3.0,0,25.0,15.0,-2019958432.9513788,0.01894909094512843,-1009979216.4662149,15.0
60,5,31,5,12,97,1,4,0.166594376,6,10,407,8.69985858,22.87388737,2,rank,5.0,0,10.0,7.0,166594510.1815572,0.033445941988330403,83297255.10750158,8.0
61,5,31,5,11,60,1,8,-1.082863442,13,21,408,3.321458155,22.96065939,2,rank,5.0,0,21.0,13.0,-1082864314.1801202,0.0335728190643685,-541432157.0732737,13.0
62,5,31,9,6,107,1,2,0.791323285,4,6,409,35.38617681,57.37828137,2,rank,9.0,0,6.0,4.0,791323922.362396,0.08389788054163701,395661961.2231469,4.0
63,5,31,9,5,24,1,3,0.47895883,5,8,410,30.28913108,62.53996786,2,rank,9.0,0,8.0,5.0,478959215.7719762,0.09144524073074545,239479607.93171072,5.0
64,5,31,10,3,112,1,1,1.416052194,1,2,411,72.90711657,92.83823363,2,rank,,0,2.0,2.0,1416053334.5432346,0.13574702568311392,708026667.3394908,2.0
65,5,31,4,13,94,1,6,-0.458134533,11,17,412,2.82027048,12.02354241,2,rank,4.0,0,17.0,11.0,-458134901.9992815,0.017580689081581776,-229067450.99085042,11.0
66,5,31,6,10,51,1,7,-0.770498988,12,19,413,4.103776534,22.27831438,2,rank,6.0,0,19.0,12.0,-770499608.5897013,0.032575101831117705,-385249804.2785631,12.0
67,5,31,7,9,59,1,5,-0.145770079,9,14,414,10.67733845,35.74767008,2,rank,7.0,0,14.0,9.5,-145770196.40886256,0.05226984291623949,-72885098.17829636,10.0
68,5,31,8,8,38,1,4,0.166594376,6,10,415,11.24355757,29.56184486,2,rank,8.0,0,10.0,7.0,166594510.1815572,0.043224998543637726,83297255.1123911,7.0
69,5,31,10,1,18,1,1,1.416052194,1,2,416,71.18830351,90.64953689,2,rank,,0,2.0,2.0,1416053334.5432346,0.13254673781721768,708026667.3378906,3.0
70,5,31,2,15,104,1,9,-1.395227897,14,23,417,0.637094035,5.608103962,2,rank,2.0,1,23.0,14.0,-1395229020.77054,0.008200106818029589,-697614510.3811699,14.0
71,5,31,8,7,111,1,5,-0.145770079,9,14,418,15.66565101,52.44851292,2,rank,8.0,0,14.0,9.5,-145770196.40886256,0.07668962831377786,-72885098.16608647,9.0
72,5,31,10,4,98,1,4,0.166594376,6,10,419,21.74795324,57.18026659,2,rank,10.0,0,10.0,7.0,166594510.1815572,0.08360834554753722,83297255.13258278,6.0
73,5,31,10,2,33,1,1,1.416052194,1,2,420,83.91701688,106.8579857,2,rank,,0,2.0,2.0,1416053334.5432346,0.15624655017753722,708026667.3497406,1.0
59,5,31,3,14,19,2,10,-1.450705892,13,23,421,0.46989376,5.267070617,3,rank,3.0,1,23.0,13.0,1450705771.9680662,0.010464426067182085,725352885.9892653,2.0
60,5,31,5,12,97,2,6,-0.238175594,9,15,422,3.499657544,14.91994516,3,rank,5.0,0,15.0,9.0,238175574.2932646,0.02964240930229988,119087787.1614535,6.0
61,5,31,5,11,60,2,5,0.06495698,7,12,423,8.274616792,27.70337124,3,rank,5.0,0,12.0,7.5,-64956974.62543582,0.055040059500436056,-32478487.28519788,8.0
62,5,31,9,6,107,2,7,-0.541308169,10,17,424,4.547046979,24.68471206,3,rank,9.0,0,17.0,10.0,541308124.211965,0.04904269623950401,270654062.13050383,5.0
63,5,31,9,5,24,2,3,0.671222129,5,8,425,23.66957697,48.87213763,3,rank,9.0,0,8.0,5.0,-671222073.4628366,0.09709740160377318,-335611036.6828696,10.0
64,5,31,10,3,112,2,1,1.277487278,1,2,426,59.21010516,75.39677654,3,rank,,0,2.0,2.0,-1277487172.3002374,0.14979559819459293,-638743586.075221,13.0
65,5,31,4,13,94,2,9,-1.147573318,12,21,427,1.077926128,9.488586386,3,rank,4.0,0,21.0,12.0,1147573223.0493658,0.018851581446030087,573786611.5341086,3.0
66,5,31,6,10,51,2,8,-0.844440743,11,19,428,2.858002661,19.7568726,3,rank,6.0,0,19.0,11.0,844440673.1306654,0.03925224240855009,422220336.58495885,4.0
67,5,31,7,9,59,2,5,0.06495698,7,12,429,9.129714007,30.56623199,3,rank,7.0,0,12.0,7.5,-64956974.62543582,0.06072788805589901,-32478487.282353967,7.0
68,5,31,8,8,38,2,2,0.974354704,4,6,430,16.05311869,26.02994853,3,rank,8.0,0,6.0,4.0,-974354623.381537,0.05171536357336444,-487177311.6649108,11.0
69,5,31,10,1,18,2,1,1.277487278,1,2,431,52.75858577,67.18156117,3,rank,,0,2.0,2.0,-1277487172.3002374,0.13347390438857595,-638743586.0833818,14.0
71,5,31,8,7,111,2,11,-1.753838467,14,25,432,1.870497143,26.69829079,3,rank,8.0,0,25.0,14.0,1753838321.8867667,0.05304320188727847,876919160.9699049,1.0
72,5,31,10,4,98,2,4,0.368089555,6,10,433,16.53596464,43.47677486,3,rank,10.0,0,10.0,6.0,-368089524.54413617,0.08637808931089004,-184044762.22887903,9.0
73,5,31,10,2,33,2,1,1.277487278,1,2,434,65.40779864,83.28877587,3,rank,,0,2.0,2.0,-1277487172.3002374,0.16547513802162378,-638743586.0673811,12.0
60,5,31,5,12,97,3,3,0.134433214,6,9,435,6.976572207,14.40498905,4,rank,5.0,0,9.0,6.5,-67216608.90101552,0.03582797911145067,-33608304.43259377,8.0
61,5,31,5,11,60,3,6,-1.030654644,11,17,436,4.20372237,17.9215556,4,rank,5.0,0,17.0,11.5,515327336.5744524,0.04457435666579016,257663668.3095134,3.0
62,5,31,9,6,107,3,6,-1.030654644,11,17,437,4.715760906,20.1045083,4,rank,9.0,0,17.0,11.5,515327336.5744524,0.05000378000414978,257663668.31222808,2.0
63,5,31,9,5,24,3,5,-0.73938268,9,14,438,8.44550116,28.27549116,4,rank,9.0,0,14.0,9.5,369691350.4555854,0.07032658637435675,184845675.262956,5.0
64,5,31,10,3,112,3,1,1.299521073,1,2,439,46.58884028,59.32515017,4,rank,,0,2.0,2.0,-649760554.8764834,0.14755306190770304,-324880277.3644652,12.0
65,5,31,4,13,94,3,7,-1.904470539,13,20,440,0.851590976,4.623061548,4,rank,4.0,1,20.0,13.0,952235296.4310534,0.011498443490499896,476117648.2212759,1.0
66,5,31,6,10,51,3,4,-0.15683875,8,12,441,7.594218345,19.96691021,4,rank,6.0,0,12.0,8.0,78419377.21785145,0.049661547082126466,39209688.633756496,6.0
67,5,31,7,9,59,3,2,0.716977144,4,6,442,18.8458315,30.55830044,4,rank,7.0,0,6.0,4.5,-358488582.13874954,0.07600437223836375,-179244291.03137258,9.0
68,5,31,8,8,38,3,2,0.716977144,4,6,443,13.32704698,21.6096544,4,rank,8.0,0,6.0,4.5,-358488582.13874954,0.053747367926591245,-179244291.0425011,10.0
69,5,31,10,1,18,3,1,1.299521073,1,2,444,42.62075235,54.2722789,4,rank,,0,2.0,2.0,-649760554.8764834,0.13498559894844384,-324880277.37074894,13.0
71,5,31,8,7,111,3,5,-0.73938268,9,14,445,9.517337213,31.86399234,4,rank,8.0,0,14.0,9.5,369691350.4555854,0.07925187919285119,184845675.26741865,4.0
72,5,31,10,4,98,3,3,0.134433214,6,9,446,17.63387515,36.40982577,4,rank,10.0,0,9.0,6.5,-67216608.90101552,0.09055824149613763,-33608304.40522864,7.0
73,5,31,10,2,33,3,1,1.299521073,1,2,447,49.258044,62.72405236,4,rank,,0,2.0,2.0,-649760554.8764834,0.15600678556153558,-324880277.3602383,11.0
60,5,31,5,12,97,4,3,0.806698469,4,7,448,1.107973106,2.287705191,5,rank,5.0,1,7.0,4.0,806698402.2534748,0.008031306661988622,403349201.13075304,4.0
61,5,31,5,11,60,4,8,-0.729870043,10,18,449,0.94906569,6.560725147,5,rank,5.0,1,18.0,10.0,-729869982.6102868,0.023032336416365366,-364934991.29362726,10.0
62,5,31,9,6,107,4,6,-0.422556341,7,13,450,5.054047782,21.54671273,5,rank,9.0,0,13.0,7.5,-422556306.0375345,0.07564272624514233,-211278152.9809459,7.0
63,5,31,9,5,24,4,9,-1.190840597,11,20,451,2.540522326,22.36328162,5,rank,9.0,0,20.0,11.0,-1190840498.4694154,0.07850940469306025,-595420249.195453,11.0
64,5,31,10,3,112,4,2,1.114012172,2,4,452,27.02747649,43.82474431,5,rank,,0,4.0,2.5,1114012079.8262272,0.15385284883800876,557006039.9900401,2.0
66,5,31,6,10,51,4,6,-0.422556341,7,13,453,4.182851104,17.83257599,5,rank,6.0,0,13.0,7.5,-422556306.0375345,0.06260373360708318,-211278152.98746538,8.0
67,5,31,7,9,59,4,7,-0.576213192,9,16,454,3.31704268,18.00734495,5,rank,7.0,0,16.0,9.0,-576213144.3239106,0.06321728430333495,-288106572.13034666,9.0
68,5,31,8,8,38,4,4,0.499384767,5,9,455,5.762370661,15.15057013,5,rank,8.0,0,9.0,5.0,499384725.68072253,0.05318817970807097,249692362.86695537,5.0
69,5,31,10,1,18,4,1,1.421325874,1,2,456,34.17693911,43.52012268,5,rank,,0,2.0,1.0,1421325756.3989797,0.15278343231702102,710662878.2758815,1.0
71,5,31,8,7,111,4,10,-1.959124854,12,22,457,2.197923857,24.63667568,5,rank,8.0,0,22.0,12.0,-1959124691.9012961,0.08649047014294119,-979562345.9074029,12.0
72,5,31,10,4,98,4,5,0.345727915,6,11,458,7.788232725,26.07496008,5,rank,10.0,0,11.0,6.0,345727886.3943464,0.0915397671979105,172863943.24294308,6.0
73,5,31,10,2,33,4,2,1.114012172,2,4,459,26.54537585,43.04302363,5,rank,,0,4.0,2.5,1114012079.8262272,0.15110850986907284,557006039.9886678,3.0
62,5,31,9,6,107,5,4,-0.166205624,5,9,460,7.970310654,20.95574158,6,rank,9.0,0,9.0,6.5,83102823.57657517,0.0908052699789941,41551411.833690226,5.0
63,5,31,9,5,24,5,4,-0.166205624,5,9,461,9.464737858,24.88492724,6,rank,9.0,0,9.0,6.5,83102823.57657517,0.10783118926187028,41551411.842203185,4.0
64,5,31,10,3,112,5,4,-0.166205624,5,9,462,10.88430325,28.61728432,6,rank,,0,9.0,6.5,83102823.57657517,0.1240042123454757,41551411.850289695,3.0
66,5,31,6,10,51,5,5,-0.831028119,9,14,463,1.598949951,5.353275591,6,rank,6.0,1,14.0,9.0,415514117.3828758,0.023196775616695413,207757058.70303628,2.0
67,5,31,7,9,59,5,4,-0.166205624,5,9,464,6.916255262,18.18439259,6,rank,7.0,0,9.0,6.5,83102823.57657517,0.07879648029802484,41551411.827685826,6.0
68,5,31,8,8,38,5,3,0.498616871,3,6,465,7.312365265,15.09832314,6,rank,8.0,0,6.0,3.5,-249308470.22972545,0.0654239461640562,-124654235.08215076,8.0
69,5,31,10,1,18,5,1,1.828261862,1,2,466,26.67335661,33.96523452,6,rank,,0,2.0,1.0,-914131058.3423268,0.1471779120158653,-457065529.0975744,10.0
71,5,31,8,7,111,5,6,-2.16067311,10,16,467,4.758368508,20.28615552,6,rank,8.0,0,16.0,10.0,1080336705.495477,0.08790382443862249,540168352.7916903,1.0
72,5,31,10,4,98,5,3,0.498616871,3,6,468,13.95555897,28.81496361,6,rank,10.0,0,6.0,3.5,-249308470.22972545,0.12486079483525205,-124654235.05243233,7.0
73,5,31,10,2,33,5,2,0.831028119,2,4,469,21.34853974,34.61641325,6,rank,,0,4.0,2.0,-415514117.3828758,0.14999959504514365,-207757058.6164381,9.0
62,5,31,9,6,107,6,1,1.253256627,1,2,470,19.60603052,24.96586517,7,rank,9.0,0,2.0,1.5,-1253256801.5839787,0.1357867987496831,-626628400.724096,9.0
