season,week,week_idx,celebrity_name,judge_rank,vote_rank,total_rank,score_sum,fan_votes,placement,weeks_participated,data_source,eliminated_week,eliminated_actual,method1_value,method1_pos,judge_share,fan_share,method2_value,method2_pos
13,4,3,206,7.0,5.0,12.0,0.100478469,1.948810748,5,8,pct,8.0,0,12.0,7.5,0.10047846889952153,0.11349540989733833,0.10698693939842993,7.0
13,4,3,239,3.5,1.0,4.5,0.114832536,1.979227017,2,10,pct,,0,4.5,1.0,0.11483253588516745,0.11526680146075487,0.11504966867296115,3.0
13,5,4,68,2.5,7.0,9.5,0.132978723,1.768745408,6,7,pct,7.0,0,9.5,5.0,0.13297872313297873,0.12445558362614624,0.1287171533795625,3.0
13,5,4,237,4.5,6.0,10.5,0.127659574,1.778382643,3,10,pct,,0,10.5,7.0,0.12765957412765958,0.12513369575073038,0.12639663493919498,5.0
13,5,4,110,1.0,5.0,6.0,0.14893617,1.791650784,1,10,pct,,0,6.0,2.0,0.14893617014893618,0.1260672920864835,0.13750173111770986,1.0
13,5,4,107,4.5,3.0,7.5,0.127659574,1.812890338,4,9,pct,9.0,0,7.5,3.0,0.12765957412765958,0.12756178704153645,0.127610680584598,4.0
13,5,4,42,8.0,8.0,16.0,0.10106383,1.581253475,8,5,pct,5.0,1,16.0,8.0,0.10106383010106383,0.1112629455895084,0.10616338784528612,8.0
13,5,4,48,7.0,2.0,9.0,0.111702128,1.831970872,7,6,pct,6.0,0,9.0,4.0,0.11170212811170213,0.12890436522386156,0.12030324666778185,7.0
13,5,4,206,6.0,4.0,10.0,0.117021277,1.806269961,5,8,pct,8.0,0,10.0,6.0,0.11702127711702129,0.12709595239985572,0.1220586147584385,6.0
13,5,4,239,2.5,1.0,3.5,0.132978723,1.84069714,2,10,pct,,0,3.5,1.0,0.13297872313297873,0.12951837828187776,0.13124855070742825,2.0
13,6,5,68,4.0,5.0,9.0,0.138554217,1.65201296,6,7,pct,7.0,0,9.0,6.0,0.13855421713855423,0.14364542640216255,0.1410998217703584,5.0
13,6,5,237,1.5,6.0,7.5,0.174698795,1.620168139,3,10,pct,,0,7.5,4.0,0.17469879517469877,0.14087646332378237,0.15778762924924056,2.0
13,6,5,110,1.5,4.0,5.5,0.174698795,1.655916354,1,10,pct,,0,5.5,1.0,0.17469879517469877,0.1439848333615036,0.15934181426810118,1.0
13,6,5,107,6.0,2.0,8.0,0.120481928,1.723350936,4,9,pct,9.0,0,8.0,5.0,0.12048192812048193,0.14984838862419453,0.13516515837233822,6.0
13,6,5,48,7.0,7.0,14.0,0.114457831,1.468667542,7,6,pct,6.0,1,14.0,7.0,0.11445783111445783,0.12770322050839478,0.12108052581142631,7.0
13,6,5,206,3.0,3.0,6.0,0.144578313,1.656935203,5,8,pct,8.0,0,6.0,2.5,0.14457831314457834,0.1440734240702862,0.14432586860743227,3.0
13,6,5,239,5.0,1.0,6.0,0.13253012,1.723579282,2,10,pct,,0,6.0,2.5,0.13253012013253013,0.14986824370967597,0.14119918192110303,4.0
13,7,6,68,5.0,6.0,11.0,0.160409556,1.256091084,6,7,pct,7.0,1,11.0,6.0,0.16040955616040958,0.13775752562270355,0.14908354089155657,6.0
13,7,6,237,1.0,5.0,6.0,0.180887372,1.522914981,3,10,pct,,0,6.0,2.0,0.18088737218088738,0.16702053074704143,0.17395395146396442,2.0
13,7,6,110,4.0,3.0,7.0,0.163822526,1.578310469,1,10,pct,,0,7.0,4.0,0.16382252616382253,0.17309584284402801,0.16845918450392527,4.0
13,7,6,107,3.0,4.0,7.0,0.170648464,1.571021361,4,9,pct,9.0,0,7.0,4.0,0.17064846417064847,0.17229643466824585,0.17147244941944717,3.0
13,7,6,206,6.0,1.0,7.0,0.150170648,1.599712732,5,8,pct,8.0,0,7.0,4.0,0.15017064815017064,0.17544306338492816,0.16280685576754939,5.0
13,7,6,239,2.0,2.0,4.0,0.174061433,1.590079786,2,10,pct,,0,4.0,1.0,0.17406143317406145,0.17438660273305306,0.17422401795355724,1.0
13,8,7,237,2.5,4.0,6.5,0.200772201,1.423083388,3,10,pct,,0,6.5,4.0,0.2007722007992278,0.2003881005904426,0.2005801506948352,4.0
13,8,7,110,1.0,3.0,4.0,0.231660232,1.42926287,1,10,pct,,0,4.0,1.0,0.23166023176833975,0.20125824964218098,0.21645924070526035,1.0
13,8,7,107,2.5,2.0,4.5,0.200772201,1.46021476,4,9,pct,9.0,0,4.5,2.0,0.2007722007992278,0.2056166663724199,0.20319443358582384,3.0
13,8,7,206,5.0,5.0,10.0,0.16988417,1.295922659,5,8,pct,8.0,1,10.0,5.0,0.1698841698301158,0.18248226515671043,0.17618321749341312,5.0
13,8,7,239,4.0,1.0,5.0,0.196911197,1.493152517,2,10,pct,,0,5.0,3.0,0.1969111968030888,0.21025471823824604,0.2035829575206674,2.0
13,9,8,237,1.0,3.0,4.0,0.282700771,1.301977889,3,10,pct,,0,4.0,2.0,0.282700771,0.24461028590384887,0.2636555284519244,2.0
13,9,8,110,3.0,1.0,4.0,0.236287917,1.37761951,1,10,pct,,0,4.0,2.0,0.236287917,0.2588215245856761,0.24755472079283802,3.0
13,9,8,107,4.0,4.0,8.0,0.206750239,1.271805691,4,9,pct,9.0,1,8.0,4.0,0.206750239,0.23894165662720562,0.2228459478136028,4.0
13,9,8,239,2.0,2.0,4.0,0.274261073,1.371258973,2,10,pct,,0,4.0,2.0,0.274261073,0.25762653288326937,0.26594380294163467,1.0
13,10,9,237,3.0,3.0,6.0,0.331361332,1.216433873,3,10,pct,,0,6.0,3.0,0.331361332,0.32426116993258075,0.3278112509662904,3.0
13,10,9,110,2.0,2.0,4.0,0.333332939,1.244833459,1,10,pct,,0,4.0,2.0,0.333332939,0.3318315633475962,0.33258225117379814,2.0
13,10,9,239,1.0,1.0,2.0,0.335305729,1.290134272,2,10,pct,,0,2.0,1.0,0.335305729,0.3439072667198231,0.33960649785991154,1.0
14,1,0,291,3.0,3.0,6.0,0.088888889,2.409665573,3,10,pct,,0,6.0,1.0,0.08888888908888888,0.08470146894497951,0.0867951790169342,3.0
14,1,0,112,5.5,11.0,16.5,0.085185185,2.338894542,11,3,pct,3.0,0,16.5,8.0,0.08518518508518517,0.08221381657046858,0.08369950082782687,6.0
14,1,0,257,5.5,8.0,13.5,0.085185185,2.360887236,10,4,pct,4.0,0,13.5,7.0,0.08518518508518517,0.08298687549977812,0.08408603029248166,5.0
14,1,0,116,1.5,5.0,6.5,0.096296296,2.381877488,7,7,pct,7.0,0,6.5,2.0,0.0962962960962963,0.08372469787556609,0.0900104969859312,1.0
14,1,0,243,5.5,2.0,7.5,0.085185185,2.423677064,6,8,pct,8.0,0,7.5,3.5,0.08518518508518517,0.08519398287849263,0.0851895839818389,4.0
14,1,0,188,11.0,7.0,18.0,0.074074074,2.365197077,5,8,pct,8.0,0,18.0,10.0,0.07407407407407407,0.08313836949450903,0.07860622178429155,10.0
14,1,0,183,11.0,10.0,21.0,0.074074074,2.343367935,12,2,pct,2.0,0,21.0,12.0,0.07407407407407407,0.08237105953501675,0.07822256680454541,12.0
14,1,0,77,8.5,4.0,12.5,0.077777778,2.404962056,1,10,pct,,0,12.5,6.0,0.07777777807777778,0.08453613695718351,0.08115695751748064,9.0
14,1,0,95,11.0,9.0,20.0,0.074074074,2.345427116,9,5,pct,5.0,0,20.0,11.0,0.07407407407407407,0.08244344122045806,0.07825875764726606,11.0
14,1,0,99,5.5,12.0,17.5,0.085185185,2.278400046,8,6,pct,6.0,0,17.5,9.0,0.08518518508518517,0.08008739175380536,0.08263628841949527,7.0
14,1,0,144,1.5,6.0,7.5,0.096296296,2.372569448,2,10,pct,,0,7.5,3.5,0.0962962960962963,0.08339751360990175,0.08984690485309901,2.0
14,1,0,173,8.5,1.0,9.5,0.077777778,2.423997478,4,9,pct,9.0,0,9.5,5.0,0.07777777807777778,0.08520524565984064,0.08149151186880921,8.0
14,2,1,291,3.5,3.0,6.5,0.092936803,2.243914606,3,10,pct,,0,6.5,3.0,0.0929368030929368,0.08511963121696538,0.08902821715495109,4.0
14,2,1,112,8.5,10.0,18.5,0.078066914,2.195956051,11,3,pct,3.0,0,18.5,10.0,0.07806691407806692,0.08330039330818617,0.08068365369312655,9.0
14,2,1,257,6.0,8.0,14.0,0.085501859,2.206013597,10,4,pct,4.0,0,14.0,7.0,0.08550185908550186,0.08368191166194998,0.08459188537372592,6.0
14,2,1,116,7.0,5.0,12.0,0.081784387,2.229821806,7,7,pct,7.0,0,12.0,6.0,0.08178438708178438,0.08458504138203721,0.08318471423191079,7.0
14,2,1,243,1.5,2.0,3.5,0.096654275,2.256880137,6,8,pct,8.0,0,3.5,1.0,0.09665427509665427,0.08561145974479846,0.09113286742072636,1.0
14,2,1,188,10.0,6.0,16.0,0.074349442,2.227553211,5,8,pct,8.0,0,16.0,8.0,0.07434944207434944,0.08449898553603295,0.0794242138051912,10.0
14,2,1,183,12.0,12.0,24.0,0.063197026,1.917657268,12,2,pct,2.0,1,24.0,12.0,0.06319702606319703,0.07274353445368738,0.0679702802584422,12.0
14,2,1,77,5.0,4.0,9.0,0.089219331,2.242669269,1,10,pct,,0,9.0,5.0,0.08921933108921933,0.0850723911723142,0.08714586113076676,5.0
14,2,1,95,8.5,9.0,17.5,0.078066914,2.203475291,9,5,pct,5.0,0,17.5,9.0,0.07806691407806692,0.08358562472212701,0.08082626940009696,8.0
14,2,1,99,11.0,11.0,22.0,0.07063197,2.167909142,8,6,pct,6.0,0,22.0,11.0,0.07063197007063197,0.0822364746793434,0.07643422237498769,11.0
14,2,1,144,1.5,7.0,8.5,0.096654275,2.209315104,2,10,pct,,0,8.5,4.0,0.09665427509665427,0.08380714951973155,0.0902307123081929,2.0
14,2,1,173,3.5,1.0,4.5,0.092936803,2.260727467,4,9,pct,9.0,0,4.5,2.0,0.0929368030929368,0.08575740260282627,0.08934710284788153,3.0
14,3,2,291,2.0,4.0,6.0,0.1,2.087481276,3,10,pct,,0,6.0,2.0,0.0999999999,0.09319788473190459,0.09659894231595229,2.0
14,3,2,112,9.0,11.0,20.0,0.085714286,1.692029571,11,3,pct,3.0,1,20.0,11.0,0.0857142859142857,0.07554251084024188,0.0806283983772638,11.0
14,3,2,257,9.0,7.0,16.0,0.085714286,2.061447365,10,4,pct,4.0,0,16.0,8.0,0.0857142859142857,0.09203557230094092,0.08887492910761331,8.0
14,3,2,116,5.5,5.0,10.5,0.089285714,2.078051952,7,7,pct,7.0,0,10.5,6.0,0.08928571391071428,0.09277690224868168,0.09103130807969798,6.0
14,3,2,243,5.5,1.0,6.5,0.089285714,2.111517197,6,8,pct,8.0,0,6.5,3.0,0.08928571391071428,0.09427099471403366,0.09177835431237397,5.0
14,3,2,188,9.0,6.0,15.0,0.085714286,2.069006792,5,8,pct,8.0,0,15.0,7.0,0.0857142859142857,0.09237307118741489,0.0890436785508503,7.0
14,3,2,77,4.0,3.0,7.0,0.092857143,2.092692569,1,10,pct,,0,7.0,4.0,0.09285714290714285,0.09343054860769695,0.09314384575741991,4.0
14,3,2,95,9.0,8.0,17.0,0.085714286,2.054075054,9,5,pct,5.0,0,17.0,9.0,0.0857142859142857,0.0917064274129435,0.0887103566636146,9.0
14,3,2,99,9.0,10.0,19.0,0.085714286,2.003463971,8,6,pct,6.0,0,19.0,10.0,0.0857142859142857,0.08944684025696709,0.0875805630856264,10.0
14,3,2,144,1.0,9.0,10.0,0.103571429,2.049521189,2,10,pct,,0,10.0,5.0,0.10357142889642856,0.0915031151292674,0.09753727201284798,1.0
14,3,2,173,3.0,2.0,5.0,0.096428571,2.099089186,4,9,pct,9.0,0,5.0,1.0,0.09642857090357143,0.09371613256990738,0.0950723517367394,3.0
14,4,3,291,7.0,1.0,8.0,0.094420601,1.950258444,3,10,pct,,0,8.0,4.0,0.094420601,0.10335557583338392,0.09888808841669197,6.0
14,4,3,257,9.0,10.0,19.0,0.090128755,1.574486765,10,4,pct,4.0,1,19.0,9.5,0.090128755,0.08344124171812423,0.08678499835906212,10.0
14,4,3,116,7.0,5.0,12.0,0.094420601,1.92969095,7,7,pct,7.0,0,12.0,6.0,0.094420601,0.10226558430310258,0.09834309265155129,7.0
14,4,3,243,2.5,3.0,5.5,0.111587983,1.945248424,6,8,pct,8.0,0,5.5,3.0,0.111587983,0.10309006563722002,0.10733902431861,3.0
14,4,3,188,7.0,6.0,13.0,0.094420601,1.91770878,5,8,pct,8.0,0,13.0,7.5,0.094420601,0.10163057919191153,0.09802559009595577,8.0
14,4,3,77,1.0,4.0,5.0,0.115879828,1.929729298,1,10,pct,,0,5.0,2.0,0.115879828,0.10226761658740534,0.10907372229370267,1.0
14,4,3,95,5.0,8.0,13.0,0.098712446,1.891526809,9,5,pct,5.0,0,13.0,7.5,0.098712446,0.10024304376168014,0.09947774488084007,5.0
14,4,3,99,10.0,9.0,19.0,0.08583691,1.875243189,8,6,pct,6.0,0,19.0,9.5,0.08583691,0.09938007971354089,0.09260849485677045,9.0
14,4,3,144,4.0,7.0,11.0,0.103004292,1.907478262,2,10,pct,,0,11.0,5.0,0.103004292,0.10108840434210285,0.10204634817105143,4.0
14,4,3,173,2.5,2.0,4.5,0.111587983,1.948036252,4,9,pct,9.0,0,4.5,1.0,0.111587983,0.10323780891152855,0.10741289595576428,2.0
14,5,4,291,1.5,5.0,6.5,0.129464286,1.783309282,3,10,pct,,0,6.5,3.0,0.1294642858705357,0.11321621382395938,0.12134024984724755,1.0
14,5,4,116,6.0,6.0,12.0,0.107142857,1.782426588,7,7,pct,7.0,0,12.0,7.0,0.10714285689285713,0.1131601745975314,0.11015151574519427,6.0
14,5,4,243,5.0,1.0,6.0,0.116071429,1.806096299,6,8,pct,8.0,0,6.0,2.0,0.11607142888392856,0.11466288368382174,0.11536715628387514,5.0
14,5,4,188,8.0,3.0,11.0,0.09375,1.790712025,5,8,pct,8.0,0,11.0,6.0,0.09374999990624999,0.11368618868632978,0.10371809429628989,7.0
14,5,4,77,3.5,4.0,7.5,0.120535714,1.788492437,1,10,pct,,0,7.5,4.0,0.12053571387946428,0.11354527462720075,0.11704049425333252,4.0
14,5,4,95,9.0,9.0,18.0,0.084821429,1.524857362,9,5,pct,5.0,1,18.0,9.0,0.08482142891517856,0.09680798439719591,0.09081470665618724,9.0
14,5,4,99,7.0,8.0,15.0,0.098214286,1.718199095,8,6,pct,6.0,0,15.0,8.0,0.0982142859017857,0.10908259049349438,0.10364843819764004,8.0
14,5,4,144,1.5,7.0,8.5,0.129464286,1.751280856,2,10,pct,,0,8.5,5.0,0.1294642858705357,0.11118283847899728,0.1203235621747665,2.0
14,5,4,173,3.5,2.0,5.5,0.120535714,1.805985528,4,9,pct,9.0,0,5.5,1.0,0.12053571387946428,0.11465585121146932,0.11759578254546679,3.0
14,6,5,291,3.0,4.0,7.0,0.139535262,1.653363665,3,10,pct,,0,7.0,1.5,0.139535262,0.12723334337041836,0.13338430268520918,3.0
14,6,5,116,2.0,6.0,8.0,0.143410467,1.63354296,7,7,pct,7.0,0,8.0,4.5,0.143410467,0.12570805609182753,0.13455926154591377,2.0
14,6,5,243,7.0,1.0,8.0,0.108526651,1.698954204,6,8,pct,8.0,0,8.0,4.5,0.108526651,0.13074172862517078,0.11963418981258539,7.0
14,6,5,188,5.0,5.0,10.0,0.116279385,1.638706241,5,8,pct,8.0,0,10.0,7.0,0.116279385,0.12610539245423694,0.12119238872711846,6.0
14,6,5,77,4.0,3.0,7.0,0.131782916,1.656504437,1,10,pct,,0,7.0,1.5,0.131782916,0.12747503909095675,0.12962897754547836,4.0
14,6,5,99,8.0,8.0,16.0,0.093023508,1.414002006,8,6,pct,6.0,1,16.0,8.0,0.093023508,0.10881344894915079,0.1009184784745754,8.0
14,6,5,144,1.0,7.0,8.0,0.151162813,1.613220708,2,10,pct,,0,8.0,4.5,0.151162813,0.1241441726453045,0.13765349282265227,1.0
14,6,5,173,6.0,2.0,8.0,0.116278998,1.686441445,4,9,pct,9.0,0,8.0,4.5,0.116278998,0.12977881877293432,0.12302890838646716,5.0
14,7,6,291,3.5,3.0,6.5,0.144414169,1.564176205,3,10,pct,,0,6.5,3.0,0.144414169,0.1477582058256618,0.14608618741283091,2.0
14,7,6,116,6.0,7.0,13.0,0.138964578,1.221795002,7,7,pct,7.0,1,13.0,7.0,0.138964578,0.11541553746004007,0.12719005773002004,7.0
14,7,6,243,5.0,1.0,6.0,0.141689373,1.576595028,6,8,pct,8.0,0,6.0,2.0,0.141689373,0.14893133644808196,0.14531035472404097,5.0
14,7,6,188,7.0,2.0,9.0,0.128065395,1.574527198,5,8,pct,8.0,0,9.0,6.0,0.128065395,0.14873600113369997,0.13840069806685,6.0
14,7,6,77,3.5,5.0,8.5,0.144414169,1.559839596,1,10,pct,,0,8.5,5.0,0.144414169,0.14734855276793135,0.1458813608839657,3.0
14,7,6,144,2.0,6.0,8.0,0.147138965,1.528887674,2,10,pct,,0,8.0,4.0,0.147138965,0.14442471308352967,0.14578183904176484,4.0
14,7,6,173,1.0,4.0,5.0,0.155313351,1.560232344,4,9,pct,9.0,0,5.0,1.0,0.155313351,0.1473856532810552,0.15134950214052761,1.0
14,8,7,291,1.0,4.0,5.0,0.174311927,1.480512859,3,10,pct,,0,5.0,1.0,0.17431192665137615,0.17602602854028684,0.1751689775958315,1.0
14,8,7,243,2.0,6.0,8.0,0.171253823,1.174316669,6,8,pct,8.0,1,8.0,5.0,0.17125382265749237,0.13962073901360728,0.1554372808355498,5.0
14,8,7,188,6.0,5.0,11.0,0.155963303,1.242550068,5,8,pct,8.0,1,11.0,6.0,0.1559633026880734,0.14773336982715346,0.15184833625761343,6.0
14,8,7,77,3.5,2.0,5.5,0.168195719,1.499469947,1,10,pct,,0,5.5,2.0,0.16819571866360858,0.17827993730780853,0.17323782798570855,2.0
14,8,7,144,3.5,3.0,6.5,0.168195719,1.481003029,2,10,pct,,0,6.5,4.0,0.16819571866360858,0.17608430745214165,0.17214001305787513,4.0
14,8,7,173,5.0,1.0,6.0,0.162079511,1.532908446,4,9,pct,9.0,0,6.0,3.0,0.162079510675841,0.18225561785900216,0.17216756426742158,3.0
14,9,8,291,2.0,3.0,5.0,0.252173913,1.385246842,3,10,pct,,0,5.0,2.5,0.252173913,0.26563577995754456,0.2589048464787723,1.0
14,9,8,77,3.0,1.0,4.0,0.247826087,1.400027279,1,10,pct,,0,4.0,1.0,0.247826087,0.26847008557844004,0.25814808628922004,2.0
14,9,8,144,4.0,2.0,6.0,0.243478261,1.3897983,2,10,pct,,0,6.0,4.0,0.243478261,0.26650857032177194,0.25499341566088596,3.0
14,9,8,173,1.0,4.0,5.0,0.256521739,1.039762878,4,9,pct,9.0,1,5.0,2.5,0.256521739,0.19938556414224348,0.22795365157112174,4.0
14,10,9,291,2.5,2.0,4.5,0.332089302,1.241647429,3,10,pct,,0,4.5,3.0,0.3320893016679106,0.3364503900921583,0.3342698458800345,2.0
14,10,9,77,2.5,1.0,3.5,0.332089302,1.242145771,1,10,pct,,0,3.5,1.0,0.3320893016679106,0.3365854263000087,0.33433736398395963,1.0
14,10,9,144,1.0,3.0,4.0,0.335821397,1.206639225,2,10,pct,,0,4.0,2.0,0.3358213966641786,0.3269641836078329,0.33139279013600575,3.0
15,1,0,97,2.0,8.0,10.0,0.086799277,2.393146388,6,8,pct,8.0,0,10.0,5.0,0.086799277,0.07714088839019495,0.08197008269509748,2.0
15,1,0,246,3.0,7.0,10.0,0.081374322,2.412680251,8,6,pct,6.0,0,10.0,5.0,0.081374322,0.07777054462562971,0.07957243331281486,3.0
15,1,0,154,12.0,10.0,22.0,0.068716094,2.36723283,7,8,pct,8.0,0,22.0,12.0,0.068716094,0.07630558851238788,0.07251084125619395,12.0
15,1,0,147,7.0,6.0,13.0,0.077757685,2.413296181,3,10,pct,,0,13.0,8.5,0.077757685,0.07779039856671098,0.0777740417833555,7.0
15,1,0,17,4.5,5.0,9.5,0.079566004,2.425955218,5,9,pct,9.0,0,9.5,3.0,0.079566004,0.0781984510641432,0.07888222753207161,6.0
15,1,0,86,1.0,9.0,10.0,0.088607595,2.392584254,4,9,pct,9.0,0,10.0,5.0,0.088607595,0.07712276851404706,0.08286518175702354,1.0
15,1,0,256,4.5,4.0,8.5,0.079566004,2.456910218,2,10,pct,,0,8.5,2.0,0.079566004,0.07919625722096343,0.07938113061048171,4.0
15,1,0,224,13.0,13.0,26.0,0.061482821,2.010763298,13,1,pct,1.0,1,26.0,13.0,0.061482821,0.06481511867719407,0.06314896983859704,13.0
15,1,0,104,7.0,1.0,8.0,0.077757685,2.500621903,10,3,pct,3.0,0,8.0,1.0,0.077757685,0.08060526346932352,0.07918147423466176,5.0
15,1,0,132,10.0,11.0,21.0,0.074141049,2.363214108,12,2,pct,2.0,0,21.0,11.0,0.074141049,0.0761760486786244,0.0751585488393122,10.0
15,1,0,82,7.0,12.0,19.0,0.077757685,2.362964463,11,3,pct,3.0,0,19.0,10.0,0.077757685,0.0761680016000258,0.0769628433000129,9.0
15,1,0,35,11.0,2.0,13.0,0.070524412,2.464293936,9,4,pct,4.0,0,13.0,8.5,0.070524412,0.07943426462786456,0.07497933831393228,11.0
15,1,0,190,9.0,3.0,12.0,0.075949367,2.45939668,1,10,pct,,0,12.0,7.0,0.075949367,0.07927640605289041,0.07761288652644521,8.0
15,2,1,97,2.0,9.0,11.0,0.092391304,2.23533519,6,8,pct,8.0,0,11.0,6.0,0.092391304,0.08351435639434823,0.08795283019717412,3.0
15,2,1,246,1.0,8.0,9.0,0.094202899,2.24199188,8,6,pct,6.0,0,9.0,4.0,0.094202899,0.08376305698455669,0.08898297799227835,1.0
15,2,1,154,11.0,11.0,22.0,0.076086957,2.213758291,7,8,pct,8.0,0,22.0,12.0,0.076086957,0.08270822188663227,0.07939758944331612,10.0
15,2,1,147,10.0,6.0,16.0,0.079710145,2.260463122,3,10,pct,,0,16.0,9.0,0.079710145,0.08445316104337314,0.08208165302168657,9.0
15,2,1,17,4.0,5.0,9.0,0.088768116,2.263080239,5,9,pct,9.0,0,9.0,4.0,0.088768116,0.08455093914969093,0.08665952757484546,4.0
15,2,1,86,8.0,7.0,15.0,0.081521739,2.246780127,4,9,pct,9.0,0,15.0,8.0,0.081521739,0.08394195067721232,0.08273184483860616,7.0
15,2,1,256,3.0,3.0,6.0,0.09057971,2.29198351,2,10,pct,,0,6.0,1.0,0.09057971,0.08563079423632625,0.08810525211816311,2.0
15,2,1,104,6.0,1.0,7.0,0.083333333,2.33550771,10,3,pct,3.0,0,7.0,2.0,0.083333333,0.08725690184060858,0.0852951174203043,6.0
15,2,1,132,8.0,12.0,20.0,0.081521739,1.844727147,12,2,pct,2.0,1,20.0,11.0,0.081521739,0.06892084958627043,0.0752212942931352,12.0
15,2,1,82,8.0,10.0,18.0,0.081521739,2.214412375,11,3,pct,3.0,0,18.0,10.0,0.081521739,0.08273265911847662,0.0821271990592383,8.0
15,2,1,35,12.0,2.0,14.0,0.065217391,2.326418966,9,4,pct,4.0,0,14.0,7.0,0.065217391,0.08691733728268963,0.07606736414134482,11.0
15,2,1,190,5.0,4.0,9.0,0.085144928,2.291420826,1,10,pct,,0,9.0,4.0,0.085144928,0.08560977179981488,0.08537734989990745,5.0
15,3,2,97,5.5,7.0,12.5,0.091726619,2.112440962,6,8,pct,8.0,0,12.5,7.0,0.09172661890827337,0.09287936629410683,0.0923029926011901,6.0
15,3,2,246,5.5,5.0,10.5,0.091726619,2.124187924,8,6,pct,6.0,0,10.5,5.0,0.09172661890827337,0.09339585428409922,0.09256123659618629,5.0
15,3,2,154,9.5,9.0,18.5,0.086330935,2.095598571,7,8,pct,8.0,0,18.5,10.0,0.08633093491366906,0.09213884353815889,0.08923488922591397,8.0
15,3,2,147,1.5,8.0,9.5,0.097122302,2.109977811,3,10,pct,,0,9.5,3.5,0.09712230190287768,0.09277106698156647,0.09494668444222207,2.0
15,3,2,17,5.5,4.0,9.5,0.091726619,2.136985309,5,9,pct,9.0,0,9.5,3.5,0.09172661890827337,0.0939585270547959,0.09284257298153464,4.0
15,3,2,86,8.0,6.0,14.0,0.089928058,2.121609103,4,9,pct,9.0,0,14.0,8.0,0.08992805791007194,0.09328246921697801,0.09160526356352497,7.0
15,3,2,256,3.0,2.0,5.0,0.095323741,2.150151923,2,10,pct,,0,5.0,2.0,0.09532374090467625,0.09453743400962096,0.09493058745714861,3.0
15,3,2,104,5.5,11.0,16.5,0.091726619,1.776370027,10,3,pct,3.0,1,16.5,9.0,0.09172661890827337,0.07810306909377449,0.08491484400102392,10.0
15,3,2,82,9.5,10.0,19.5,0.086330935,1.782918471,11,3,pct,3.0,1,19.5,11.0,0.08633093491366906,0.07839098972203035,0.0823609623178497,11.0
15,3,2,35,11.0,1.0,12.0,0.080935252,2.188334706,9,4,pct,4.0,0,12.0,6.0,0.08093525191906474,0.09621624669701921,0.08857574930804198,9.0
15,3,2,190,1.5,3.0,4.5,0.097122302,2.145346112,1,10,pct,,0,4.5,1.0,0.09712230190287768,0.09432613310784964,0.09572421750536367,1.0
15,4,3,97,1.5,8.0,9.5,0.122861586,1.919682833,6,8,pct,8.0,0,9.5,4.0,0.1228615858771384,0.11115515059490551,0.11700836823602195,2.0
15,4,3,246,6.0,4.0,10.0,0.110419907,1.949660567,8,6,pct,6.0,0,10.0,5.5,0.11041990688958009,0.112890947508845,0.11165542719921254,6.0
15,4,3,154,9.0,5.0,14.0,0.093312597,1.949192409,7,8,pct,8.0,0,14.0,8.0,0.09331259690668739,0.11286383981579401,0.1030882183612407,8.0
15,4,3,147,3.0,6.0,9.0,0.116640747,1.939797956,3,10,pct,,0,9.0,3.0,0.11664074688335925,0.11231987400018068,0.11448031044176996,4.0
15,4,3,17,7.0,3.0,10.0,0.107309487,1.96736442,5,9,pct,9.0,0,10.0,5.5,0.1073094868926905,0.11391605145440134,0.11061276917354593,7.0
15,4,3,86,5.0,7.0,12.0,0.111975117,1.939481924,4,9,pct,9.0,0,12.0,7.0,0.11197511688802488,0.11230157483953344,0.11213834586377916,5.0
15,4,3,256,1.5,2.0,3.5,0.122861586,1.976351631,2,10,pct,,0,3.5,1.0,0.1228615858771384,0.11443643678835363,0.11864901133274602,1.0
15,4,3,35,8.0,9.0,17.0,0.099533437,1.649682331,9,4,pct,4.0,1,17.0,9.0,0.09953343690046655,0.09552134591394752,0.09752739140720704,9.0
15,4,3,190,4.0,1.0,5.0,0.115085537,1.97908625,1,10,pct,,0,5.0,2.0,0.11508553688491445,0.11459477908403883,0.11484015798447664,3.0
15,5,4,97,3.5,7.0,10.5,0.127109111,1.759260999,6,8,pct,8.0,0,10.5,5.0,0.12710911125421823,0.12375914244952574,0.125434126851872,5.0
15,5,4,246,1.0,5.0,6.0,0.131608549,1.775338918,8,6,pct,6.0,0,6.0,3.0,0.1316085492632171,0.12489017955484666,0.1282493644090319,1.0
15,5,4,154,7.0,8.0,15.0,0.118110236,1.711967031,7,8,pct,8.0,0,15.0,8.0,0.11811023623622047,0.1204321426888067,0.11927118946251358,8.0
15,5,4,147,8.0,4.0,12.0,0.115860517,1.776055379,3,10,pct,,0,12.0,6.5,0.11586051723172104,0.12494058060336016,0.1204005489175406,7.0
15,5,4,17,3.5,3.0,6.5,0.127109111,1.788454547,5,9,pct,9.0,0,6.5,4.0,0.12710911125421823,0.12581282775693195,0.1264609695055751,4.0
15,5,4,86,6.0,6.0,12.0,0.125984252,1.761300208,4,9,pct,9.0,0,12.0,6.5,0.1259842522519685,0.12390259515907753,0.12494342370552301,6.0
15,5,4,256,3.5,1.0,4.5,0.127109111,1.822672331,2,10,pct,,0,4.5,1.0,0.12710911125421823,0.12821995416214993,0.12766453270818406,2.0
15,5,4,190,3.5,2.0,5.5,0.127109111,1.820150888,1,10,pct,,0,5.5,2.0,0.12710911125421823,0.12804257762530138,0.1275758444397598,3.0
