celebrity_name,season,week,judge_score,placement,weeks_participated,results,fan_votes,data_source,fan_vote_rank,judge_score_rank,method1_total_rank,method1_pos,judge_share,fan_share,method2_total_share,method2_pos,eliminated_week,is_eliminated
Hayes Grier,21,5,30.0,8,7,Eliminated Week 7,1.894709314,pct,2.0,6.0,8.0,4.0,0.09966777408637874,0.11104721163887091,0.21071498572524966,7.0,7.0,0
Hayes Grier,21,6,32.0,8,7,Eliminated Week 7,1.781588643,pct,2.0,6.0,8.0,2.0,0.10223642172523961,0.1122950645223893,0.2145314862476289,7.0,7.0,0
Hayes Grier,21,7,28.0,8,7,Eliminated Week 7,1.241185561,pct,8.0,3.0,11.0,6.0,0.12669683257918551,0.09404305419935484,0.22073988677854034,8.0,7.0,1
Bindi Irwin,21,1,24.0,1,11,1st Place,2.496235819,pct,3.0,1.5,4.5,1.0,0.096,0.07760455377912381,0.17360455377912382,2.0,,0
Bindi Irwin,21,2,24.0,1,11,1st Place,2.342640647,pct,3.0,2.0,5.0,1.0,0.08872458410351201,0.07846825843422241,0.16719284253773442,2.0,,0
Bindi Irwin,21,3,32.0,1,11,1st Place,2.162407952,pct,3.0,5.0,8.0,3.0,0.10491803278688525,0.09958468366851686,0.2045027164554021,4.0,,0
Bindi Irwin,21,4,28.0,1,11,1st Place,2.012389611,pct,3.0,1.0,4.0,1.0,0.11864406779661017,0.09981385311711248,0.21845792091372265,2.0,,0
Bindi Irwin,21,5,37.0,1,11,1st Place,1.867302633,pct,3.0,3.0,6.0,2.0,0.12292358803986711,0.10944093067385001,0.2323645187137171,4.0,,0
Bindi Irwin,21,6,40.0,1,11,1st Place,1.742817553,pct,3.0,2.0,5.0,1.0,0.12779552715654952,0.10985128937246354,0.23764681652901304,2.0,,0
Bindi Irwin,21,7,29.0,1,11,1st Place,1.637215536,pct,2.0,1.0,3.0,1.0,0.13122171945701358,0.12404974262190421,0.2552714620789178,2.0,,0
Bindi Irwin,21,8,28.0,1,11,1st Place,1.525127414,pct,2.0,3.5,5.5,1.0,0.1443303432897215,0.140595810395274,0.2849261536849955,4.0,,0
Bindi Irwin,21,9,30.0,1,11,1st Place,1.445201375,pct,3.0,1.5,4.5,1.0,0.182370820668693,0.164153924487389,0.346524745156082,2.0,,0
Bindi Irwin,21,10,31.5,1,11,1st Place,1.318061285,pct,2.0,1.5,3.5,1.0,0.26582278481012656,0.22327974732247438,0.4891025321326009,2.0,,0
Bindi Irwin,21,11,30.0,1,11,1st Place,1.243810611,pct,2.0,2.0,4.0,1.0,0.25423750359110475,0.22194530525806988,0.47618280884917463,2.0,,0
Kim Zolciak-Biermann,21,1,12.0,11,2,Withdrew,2.436127837,pct,5.0,13.0,18.0,10.0,0.048,0.07573587891829184,0.12373587891829184,13.0,2.0,0
Kim Zolciak-Biermann,21,2,18.5,11,2,Withdrew,2.000549642,pct,12.0,10.0,22.0,11.0,0.06839186691312385,0.06700969972495621,0.13540156663808006,11.0,2.0,1
Paula Deen,21,1,15.0,9,6,Eliminated Week 6,2.369481476,pct,11.0,10.0,21.0,11.0,0.06,0.07366393480666567,0.13366393480666566,10.0,6.0,0
Paula Deen,21,2,18.5,9,6,Eliminated Week 6,2.300451795,pct,6.0,10.0,16.0,9.0,0.06839186691312385,0.07705511564340702,0.14544698255653088,9.0,6.0,0
Paula Deen,21,3,20.0,9,6,Eliminated Week 6,2.036238711,pct,9.0,10.0,19.0,9.5,0.06557377049180328,0.09377425185704437,0.15934802234884765,10.0,6.0,0
Paula Deen,21,4,18.0,9,6,Eliminated Week 6,1.944778996,pct,6.0,9.0,15.0,9.0,0.07627118644067797,0.09646038917659144,0.17273157561726943,9.0,6.0,0
Paula Deen,21,5,26.0,9,6,Eliminated Week 6,1.743884287,pct,9.0,9.0,18.0,9.0,0.08637873754152824,0.10220749223180865,0.1885862297733369,9.0,6.0,0
Paula Deen,21,6,24.0,9,6,Eliminated Week 6,1.499127843,pct,9.0,9.0,18.0,9.0,0.07667731629392971,0.09449131735231614,0.17116863364624585,9.0,6.0,1
Mischa Barton,22,1,16.0,11,3,Eliminated Week 3,2.429238489,pct,5.0,10.0,15.0,9.0,0.06751054852320675,0.08300881509048998,0.15051936361369672,10.0,3.0,0
Mischa Barton,22,2,15.0,11,3,Eliminated Week 3,2.272214094,pct,5.0,11.0,16.0,9.0,0.0635593220338983,0.08353485700925724,0.14709417904315553,11.0,3.0,0
Mischa Barton,22,3,18.0,11,3,Eliminated Week 3,1.81759555,pct,11.0,11.0,22.0,11.0,0.0759493670886076,0.0766157939522449,0.1525651610408525,11.0,3.0,1
Kim Fields,22,1,20.0,8,7,Eliminated Week 7,2.39120166,pct,8.0,8.5,16.5,10.0,0.08438818565400844,0.08170906946263715,0.16609725511664558,9.0,7.0,0
Kim Fields,22,2,19.0,8,7,Eliminated Week 7,2.228761345,pct,8.0,9.5,17.5,10.5,0.08050847457627118,0.08193737586346246,0.16244585043973364,9.0,7.0,0
Kim Fields,22,3,22.0,8,7,Eliminated Week 7,2.088208571,pct,8.0,5.0,13.0,8.5,0.09282700421940929,0.08802274939826286,0.18084975361767214,6.0,7.0,0
Kim Fields,22,4,32.0,8,7,Eliminated Week 7,1.937550406,pct,7.0,6.5,13.5,8.0,0.10031347962382445,0.09636950435725829,0.19668298398108275,7.0,7.0,0
Kim Fields,22,5,28.0,8,7,Eliminated Week 7,1.770971901,pct,6.0,7.5,13.5,8.0,0.10144927536231885,0.10449615326743328,0.20594542862975213,7.0,7.0,0
Kim Fields,22,6,24.0,8,7,Eliminated Week 7,1.677493649,pct,6.0,7.0,13.0,8.0,0.10572687224669604,0.10665596304187752,0.21238283528857355,7.0,7.0,0
Kim Fields,22,7,26.0,8,7,Eliminated Week 7,1.29779328,pct,8.0,6.0,14.0,8.0,0.12149532710280374,0.09928473031020996,0.2207800574130137,8.0,7.0,1
Jodie Sweetin,22,1,20.0,6,8,Eliminated Week 8,2.420708262,pct,6.0,8.5,14.5,8.0,0.08438818565400844,0.08271733113824353,0.16710551679225197,8.0,8.0,0
Jodie Sweetin,22,2,21.0,6,8,Eliminated Week 8,2.255628856,pct,6.0,3.5,9.5,3.0,0.08898305084745763,0.08292512331890961,0.17190817416636722,4.0,8.0,0
Jodie Sweetin,22,3,23.0,6,8,Eliminated Week 8,2.109484457,pct,5.0,3.5,8.5,3.0,0.0970464135021097,0.08891957647177075,0.18596598997388045,5.0,8.0,0
Jodie Sweetin,22,4,27.0,6,8,Eliminated Week 8,1.992011232,pct,4.0,9.0,13.0,6.5,0.08463949843260188,0.09907826630340139,0.18371776473600326,8.0,8.0,0
Jodie Sweetin,22,5,35.0,6,8,Eliminated Week 8,1.795868868,pct,5.0,2.0,7.0,3.0,0.12681159420289856,0.1059651981901998,0.23277679239309834,2.0,8.0,0
Jodie Sweetin,22,6,25.0,6,8,Eliminated Week 8,1.691291715,pct,5.0,4.5,9.5,5.0,0.11013215859030837,0.10753325161952589,0.21766541020983426,5.0,8.0,0
Jodie Sweetin,22,7,25.5,6,8,Eliminated Week 8,1.633712696,pct,4.0,8.0,12.0,6.0,0.1191588785046729,0.12498348306035767,0.24414236156503055,6.0,8.0,0
Jodie Sweetin,22,8,30.0,6,8,Eliminated Week 8,1.046845052,pct,6.0,1.5,7.5,4.0,0.17751479289940827,0.11247410983445974,0.289988902733868,6.0,8.0,1
Doug Flutie,22,1,15.0,9,6,Eliminated Week 6,2.390552094,pct,9.0,11.0,20.0,11.0,0.06329113924050633,0.0816868733282406,0.14497801256874693,11.0,6.0,0
Doug Flutie,22,2,20.0,9,6,Eliminated Week 6,2.227587,pct,9.0,6.5,15.5,8.0,0.0847457627118644,0.08189420266868581,0.1666399653805502,7.0,6.0,0
Doug Flutie,22,3,20.0,9,6,Eliminated Week 6,2.098938432,pct,7.0,9.0,16.0,10.0,0.08438818565400844,0.08847503748815846,0.1728632231421669,10.0,6.0,0
Doug Flutie,22,4,24.0,9,6,Eliminated Week 6,1.993076427,pct,3.0,10.0,13.0,6.5,0.07523510971786834,0.09913124676464562,0.17436635648251397,9.0,6.0,0
Doug Flutie,22,5,28.0,9,6,Eliminated Week 6,1.764750034,pct,7.0,7.5,14.5,9.0,0.10144927536231885,0.10412903215880673,0.20557830752112558,8.0,6.0,0
Doug Flutie,22,6,21.0,9,6,Eliminated Week 6,1.418083814,pct,9.0,9.0,18.0,9.0,0.09251101321585903,0.09016254395146668,0.1826735571673257,9.0,6.0,1
Von Miller,22,1,21.0,7,7,Eliminated Week 7,2.45086671,pct,4.0,5.5,9.5,4.0,0.08860759493670886,0.08374786685747573,0.1723554617941846,6.0,7.0,0
Von Miller,22,2,20.0,7,7,Eliminated Week 7,2.28417134,pct,4.0,6.5,10.5,4.0,0.0847457627118644,0.08397444887583004,0.16872021158769446,5.0,7.0,0
Von Miller,22,3,20.0,7,7,Eliminated Week 7,2.146418565,pct,4.0,9.0,13.0,8.5,0.08438818565400844,0.09047643328094258,0.17486461893495103,9.0,7.0,0
Von Miller,22,4,32.0,7,7,Eliminated Week 7,1.984147854,pct,5.0,6.5,11.5,4.5,0.10031347962382445,0.09868715914144723,0.1990006387652717,5.0,7.0,0
Von Miller,22,5,29.0,7,7,Eliminated Week 7,1.825632745,pct,4.0,6.0,10.0,4.5,0.10507246376811594,0.10772141501728148,0.2127938787853974,5.0,7.0,0
Von Miller,22,6,24.0,7,7,Eliminated Week 7,1.719288906,pct,3.0,7.0,10.0,6.0,0.10572687224669604,0.10931332832524246,0.2150402005719385,6.0,7.0,0
Von Miller,22,7,26.0,7,7,Eliminated Week 7,1.311316312,pct,7.0,6.0,13.0,7.0,0.12149532710280374,0.100319279190827,0.22181460629363076,7.0,7.0,1
Antonio Brown,22,1,21.0,5,9,Eliminated Week 9,2.460841187,pct,3.0,5.5,8.5,3.0,0.08860759493670886,0.08408870186427582,0.1726962968009847,5.0,9.0,0
Antonio Brown,22,2,19.0,5,9,Eliminated Week 9,2.293237459,pct,3.0,9.5,12.5,6.0,0.08050847457627118,0.08430775239520076,0.16481622697147194,8.0,9.0,0
Antonio Brown,22,3,20.0,5,9,Eliminated Week 9,2.152206425,pct,3.0,9.0,12.0,6.0,0.08438818565400844,0.09072040476799012,0.17510859042199856,8.0,9.0,0
Antonio Brown,22,4,35.0,5,9,Eliminated Week 9,1.980978382,pct,6.0,3.5,9.5,3.0,0.109717868338558,0.09852951656101766,0.20824738489957567,3.0,9.0,0
Antonio Brown,22,5,26.0,5,9,Eliminated Week 9,1.834041765,pct,3.0,9.0,12.0,6.0,0.09420289855072464,0.10821758903464039,0.20242048758536502,9.0,9.0,0
Antonio Brown,22,6,27.0,5,9,Eliminated Week 9,1.712005215,pct,4.0,3.0,7.0,2.0,0.11894273127753303,0.10885022727054246,0.2277929585480755,4.0,9.0,0
Antonio Brown,22,7,26.0,5,9,Eliminated Week 9,1.64661452,pct,2.0,6.0,8.0,4.5,0.12149532710280374,0.1259705078323998,0.24746583493520352,4.0,9.0,0
Antonio Brown,22,8,27.0,5,9,Eliminated Week 9,1.520392428,pct,2.0,5.0,7.0,2.5,0.15976331360946747,0.16335252730253427,0.32311584091200174,3.0,9.0,0
Antonio Brown,22,9,27.5,5,9,Eliminated Week 9,1.211822295,pct,4.0,5.0,9.0,5.0,0.1916376306620209,0.1637630423104746,0.3554006729724955,5.0,9.0,1
Paige VanZant,22,1,21.0,2,10,2nd Place,2.472087976,pct,2.0,5.5,7.5,2.0,0.08860759493670886,0.08447301268130353,0.1730806076180124,4.0,,0
Paige VanZant,22,2,24.0,2,10,2nd Place,2.303790088,pct,2.0,1.5,3.5,1.0,0.1016949152542373,0.08469570543048666,0.18639062068472395,2.0,,0
Paige VanZant,22,3,23.0,2,10,2nd Place,2.155723,pct,2.0,3.5,5.5,1.0,0.0970464135021097,0.09086863641700445,0.18791504991911415,4.0,,0
Paige VanZant,22,4,36.0,2,10,2nd Place,1.995257492,pct,2.0,1.5,3.5,2.0,0.11285266457680251,0.0992397281504047,0.2120923927272072,2.0,,0
Paige VanZant,22,5,31.0,2,10,2nd Place,1.847808455,pct,2.0,4.0,6.0,2.0,0.11231884057971014,0.10902989223799045,0.2213487328177006,4.0,,0
Paige VanZant,22,6,28.0,2,10,2nd Place,1.72177283,pct,2.0,2.0,4.0,1.0,0.12334801762114538,0.10947125757075749,0.23281927519190287,2.0,,0
Paige VanZant,22,7,27.5,2,10,2nd Place,1.640626866,pct,3.0,3.0,6.0,2.0,0.12850467289719625,0.125512435948578,0.2540171088457742,2.0,,0
Paige VanZant,22,8,28.0,2,10,2nd Place,1.515490491,pct,3.0,4.0,7.0,2.5,0.16568047337278108,0.16282585814601844,0.3285063315187995,2.0,,0
Paige VanZant,22,9,29.5,2,10,2nd Place,1.456469466,pct,2.0,2.0,4.0,1.0,0.20557491289198607,0.19682413153198536,0.40239904442397145,2.0,,0
Paige VanZant,22,10,29.666600000000003,2,10,2nd Place,1.299604545,pct,2.0,1.0,3.0,1.0,0.340996970101012,0.2844921352983552,0.6254891053993672,2.0,,0
Geraldo Rivera,22,1,13.0,12,2,Eliminated Week 2,1.853702608,pct,12.0,12.0,24.0,12.0,0.05485232067510549,0.06334234276173245,0.11819466343683793,12.0,2.0,0
Geraldo Rivera,22,2,13.0,12,2,Eliminated Week 2,1.605866894,pct,12.0,12.0,24.0,12.0,0.05508474576271186,0.05903750959049814,0.11412225535321,12.0,2.0,1
Nyle DiMarco,22,1,23.0,1,10,1st Place,2.275767908,pct,11.0,2.0,13.0,7.0,0.0970464135021097,0.07776461566843025,0.17481102917053995,3.0,,0
Nyle DiMarco,22,2,20.0,1,10,1st Place,2.113327556,pct,11.0,6.5,17.5,10.5,0.0847457627118644,0.07769360980127037,0.16243937251313478,10.0,,0
Nyle DiMarco,22,3,25.0,1,10,1st Place,1.973840448,pct,10.0,1.0,11.0,4.5,0.10548523206751055,0.08320187241797261,0.18868710448548315,2.0,,0
Nyle DiMarco,22,4,34.0,1,10,1st Place,1.830082309,pct,9.0,5.0,14.0,9.0,0.10658307210031348,0.09102427710018339,0.19760734920049688,6.0,,0
Nyle DiMarco,22,5,37.0,1,10,1st Place,1.64679487,pct,9.0,1.0,10.0,4.5,0.13405797101449277,0.09716909062101649,0.23122706163550927,3.0,,0
Nyle DiMarco,22,6,25.0,1,10,1st Place,1.575191123,pct,8.0,4.5,12.5,7.0,0.11013215859030837,0.10015151252508947,0.21028367111539784,8.0,,0
Nyle DiMarco,22,7,28.0,1,10,1st Place,1.504453732,pct,6.0,1.0,7.0,3.0,0.1308411214953271,0.11509481929649758,0.24593594079182468,5.0,,0
Nyle DiMarco,22,8,29.0,1,10,1st Place,1.361000379,pct,5.0,3.0,8.0,5.0,0.17159763313609466,0.14622728150640132,0.31782491464249596,4.0,,0
Nyle DiMarco,22,9,28.5,1,10,1st Place,1.383663218,pct,3.0,3.0,6.0,3.5,0.1986062717770035,0.18698525274514893,0.3855915245221524,3.0,,0
Nyle DiMarco,22,10,28.9998,1,10,1st Place,1.098291504,pct,3.0,2.0,5.0,3.0,0.3333325670462853,0.24042336290306068,0.573755929949346,3.0,,0
Ginger Zee,22,1,23.0,3,10,3rd Place,3.344404951,pct,1.0,2.0,3.0,1.0,0.0970464135021097,0.11428070707028806,0.21132712057239778,1.0,,0
Ginger Zee,22,2,21.0,3,10,3rd Place,3.172629666,pct,1.0,3.5,4.5,2.0,0.08898305084745763,0.11663740938517282,0.20562046023263045,1.0,,0
Ginger Zee,22,3,21.0,3,10,3rd Place,3.011730741,pct,1.0,6.5,7.5,2.0,0.08860759493670886,0.12695131317420855,0.2155589081109174,1.0,,0
Ginger Zee,22,4,36.0,3,10,3rd Place,2.860748877,pct,1.0,1.5,2.5,1.0,0.11285266457680251,0.14228736992511215,0.2551400345019147,1.0,,0
Ginger Zee,22,5,32.0,3,10,3rd Place,2.715077058,pct,1.0,3.0,4.0,1.0,0.11594202898550725,0.16020305473252103,0.27614508371802826,1.0,,0
Ginger Zee,22,6,24.0,3,10,3rd Place,2.587384161,pct,1.0,7.0,8.0,3.5,0.10572687224669604,0.1645072990978312,0.27023417134452726,1.0,,0
Ginger Zee,22,7,27.5,3,10,3rd Place,2.469006995,pct,1.0,3.0,4.0,1.0,0.12850467289719625,0.18888577819773955,0.3173904510949358,1.0,,0
Ginger Zee,22,8,30.0,3,10,3rd Place,2.359199142,pct,1.0,1.5,2.5,1.0,0.17751479289940827,0.25347478398233014,0.43098957688173845,1.0,,0
Ginger Zee,22,9,28.0,3,10,3rd Place,2.262278022,pct,1.0,4.0,5.0,2.0,0.1951219512195122,0.3057193558522892,0.5008413070718014,1.0,,0
Ginger Zee,22,10,28.3332,3,10,3rd Place,2.170260268,pct,1.0,3.0,4.0,2.0,0.3256704628527028,0.47508450179858414,0.8007549646512869,1.0,,0
Wanya Morris,22,1,23.0,4,9,Eliminated Week 9,2.372284313,pct,10.0,2.0,12.0,5.0,0.0970464135021097,0.08106265019740803,0.17810906369951773,2.0,9.0,0
Wanya Morris,22,2,24.0,4,9,Eliminated Week 9,2.205931734,pct,10.0,1.5,11.5,5.0,0.1016949152542373,0.08109807630295988,0.1827929915571972,3.0,9.0,0
Wanya Morris,22,3,24.0,4,9,Eliminated Week 9,2.06060819,pct,9.0,2.0,11.0,4.5,0.10126582278481013,0.08685933044969674,0.18812515323450685,3.0,9.0,0
Wanya Morris,22,4,35.0,4,9,Eliminated Week 9,1.906974079,pct,8.0,3.5,11.5,4.5,0.109717868338558,0.09484870496595954,0.20456657330451755,4.0,9.0,0
Wanya Morris,22,5,30.0,4,9,Eliminated Week 9,1.746777695,pct,8.0,5.0,13.0,7.0,0.10869565217391304,0.10306857474011036,0.2117642269140234,6.0,9.0,0
Wanya Morris,22,6,29.0,4,9,Eliminated Week 9,1.625569804,pct,7.0,1.0,8.0,3.5,0.1277533039647577,0.10335461659766682,0.23110792056242452,3.0,9.0,0
Wanya Morris,22,7,27.5,4,9,Eliminated Week 9,1.567904367,pct,5.0,3.0,8.0,4.5,0.12850467289719625,0.1199489661633904,0.24845363906058665,3.0,9.0,0
Wanya Morris,22,8,25.0,4,9,Eliminated Week 9,1.504503823,pct,4.0,6.0,10.0,6.0,0.14792899408284024,0.16164543922825608,0.30957443331109635,5.0,9.0,0
Wanya Morris,22,9,30.0,4,9,Eliminated Week 9,1.085619114,pct,5.0,1.0,6.0,3.5,0.20905923344947736,0.14670821756010188,0.35576745100957924,4.0,9.0,1
Marla Maples,22,1,21.0,10,4,Eliminated Week 4,2.403169347,pct,7.0,5.5,12.5,6.0,0.08860759493670886,0.08211801387947486,0.1707256088161837,7.0,4.0,0
Marla Maples,22,2,20.0,10,4,Eliminated Week 4,2.237643858,pct,7.0,6.5,13.5,7.0,0.0847457627118644,0.08226392935826615,0.16700969207013056,6.0,4.0,0
Marla Maples,22,3,21.0,10,4,Eliminated Week 4,2.108755569,pct,6.0,6.5,12.5,7.0,0.08860759493670886,0.08888885218174798,0.17749644711845686,7.0,4.0,0
Marla Maples,22,4,28.0,10,4,Eliminated Week 4,1.624603793,pct,10.0,8.0,18.0,10.0,0.0877742946708464,0.08080422673056994,0.16857852140141633,10.0,4.0,1
Jake T. Austin,23,1,22.0,13,2,Eliminated Week 2,2.457969521,pct,5.0,11.5,16.5,8.5,0.06666666666666667,0.078606886908665,0.14527355357533167,10.0,2.0,0
Jake T. Austin,23,2,24.0,13,2,Eliminated Week 2,1.870821503,pct,13.0,11.0,24.0,12.5,0.06818181818181818,0.06456384556509487,0.13274566374691305,13.0,2.0,1
Maureen McCormick,23,1,22.0,8,7,Eliminated Week 7,2.369853043,pct,9.0,11.5,20.5,11.0,0.06666666666666667,0.07578888531761278,0.14245555198427945,12.0,7.0,0
Maureen McCormick,23,2,26.0,8,7,Eliminated Week 7,2.231268611,pct,7.0,8.5,15.5,9.0,0.07386363636363637,0.07700322119659093,0.1508668575602273,8.0,7.0,0
Maureen McCormick,23,3,28.0,8,7,Eliminated Week 7,2.058839916,pct,8.0,5.5,13.5,6.0,0.08615384615384615,0.08301521339296507,0.16916905954681122,5.0,7.0,0
Maureen McCormick,23,4,24.0,8,7,Eliminated Week 7,1.934340792,pct,8.0,4.5,12.5,5.0,0.09195402298850575,0.09126111000784906,0.1832151329963548,5.0,7.0,0
Maureen McCormick,23,5,24.0,8,7,Eliminated Week 7,1.743822715,pct,7.0,7.5,14.5,8.0,0.10434782608695652,0.10748974126723414,0.21183756735419065,8.0,7.0,0
Maureen McCormick,23,6,31.0,8,7,Eliminated Week 7,1.652735728,pct,7.0,6.0,13.0,7.5,0.10163934426229508,0.11000698642682198,0.21164633068911706,8.0,7.0,0
Maureen McCormick,23,7,33.0,8,7,Eliminated Week 7,1.239517931,pct,8.0,6.5,14.5,7.0,0.11978221415607986,0.09902397671537608,0.21880619087145592,8.0,7.0,1
Marilu Henner,23,1,27.0,6,9,Eliminated Week 9,2.37395,pct,8.0,3.5,11.5,5.5,0.08181818181818182,0.07591990770532638,0.1577380895235082,4.0,9.0,0
Marilu Henner,23,2,27.0,6,9,Eliminated Week 9,2.226849637,pct,8.0,7.0,15.0,7.5,0.07670454545454546,0.07685071816279822,0.15355526361734367,7.0,9.0,0
Marilu Henner,23,3,28.0,6,9,Eliminated Week 9,2.056457164,pct,9.0,5.5,14.5,8.0,0.08615384615384615,0.08291913760571938,0.16907298375956553,6.0,9.0,0
Marilu Henner,23,4,21.0,6,9,Eliminated Week 9,1.968281033,pct,7.0,10.0,17.0,9.0,0.08045977011494253,0.09286239147821052,0.17332216159315306,9.0,9.0,0
Marilu Henner,23,5,27.0,6,9,Eliminated Week 9,1.742628382,pct,8.0,2.5,10.5,5.5,0.11739130434782609,0.10741612223242478,0.22480742658025088,3.0,9.0,0
Marilu Henner,23,6,34.0,6,9,Eliminated Week 9,1.635113968,pct,8.0,5.0,13.0,7.5,0.11147540983606558,0.10883407252395468,0.22030948236002024,5.0,9.0,0
Marilu Henner,23,7,32.0,6,9,Eliminated Week 9,1.559138852,pct,7.0,8.0,15.0,8.0,0.1161524500907441,0.1245582056662367,0.2407106557569808,7.0,9.0,0
Marilu Henner,23,8,23.0,6,9,Eliminated Week 9,1.502675191,pct,4.0,7.0,11.0,6.0,0.11442797455519857,0.1469547864328885,0.2613827609880871,6.0,9.0,0
Marilu Henner,23,9,36.0,6,9,Eliminated Week 9,1.096474308,pct,6.0,5.5,11.5,6.0,0.15859030837004406,0.1338705698733674,0.2924608782434115,6.0,9.0,1
Ryan Lochte,23,1,24.0,7,8,Eliminated Week 8,2.455232293,pct,6.0,9.5,15.5,7.0,0.07272727272727272,0.0785193492195273,0.15124662194680003,9.0,8.0,0
Ryan Lochte,23,2,24.0,7,8,Eliminated Week 8,2.305040102,pct,4.0,11.0,15.0,7.5,0.06818181818181818,0.07954914615222836,0.14773096433404653,10.0,8.0,0
Ryan Lochte,23,3,25.0,7,8,Eliminated Week 8,2.133505754,pct,5.0,9.0,14.0,7.0,0.07692307692307693,0.0860258410899339,0.1629489180130108,8.0,8.0,0
Ryan Lochte,23,4,22.0,7,8,Eliminated Week 8,2.009839004,pct,4.0,9.0,13.0,6.5,0.0842911877394636,0.09482307316306121,0.1791142609025248,8.0,8.0,0
Ryan Lochte,23,5,24.0,7,8,Eliminated Week 8,1.823948905,pct,5.0,7.5,12.5,7.0,0.10434782608695652,0.11242874301193226,0.21677656909888876,7.0,8.0,0
Ryan Lochte,23,6,30.0,7,8,Eliminated Week 8,1.719269687,pct,4.0,7.5,11.5,6.0,0.09836065573770492,0.11443552282295398,0.2127961785606589,7.0,8.0,0
Ryan Lochte,23,7,33.0,7,8,Eliminated Week 8,1.60638312,pct,4.0,6.5,10.5,6.0,0.11978221415607986,0.12833250789887377,0.2481147220549536,6.0,8.0,0
Ryan Lochte,23,8,26.0,7,8,Eliminated Week 8,1.166203068,pct,7.0,5.0,12.0,7.0,0.12935336254065924,0.11404934600754937,0.2434027085482086,7.0,8.0,1
Calvin Johnson Jr.,23,1,26.0,3,11,3rd Place,2.465925391,pct,3.0,5.5,8.5,3.0,0.07878787878787878,0.0788613189380319,0.15764919772591068,5.0,,0
Calvin Johnson Jr.,23,2,28.0,3,11,3rd Place,2.309811404,pct,3.0,6.0,9.0,4.0,0.07954545454545454,0.07971380836344329,0.15925926290889783,6.0,,0
Calvin Johnson Jr.,23,3,32.0,3,11,3rd Place,2.13995546,pct,3.0,1.0,4.0,1.5,0.09846153846153846,0.08628590196972882,0.18474744043126728,1.0,,0
Calvin Johnson Jr.,23,4,23.0,3,11,3rd Place,2.017535138,pct,3.0,7.0,10.0,4.0,0.08812260536398467,0.09518617243414827,0.18330877779813293,4.0,,0
Calvin Johnson Jr.,23,5,24.0,3,11,3rd Place,1.842559618,pct,3.0,7.5,10.5,5.5,0.10434782608695652,0.1135759127947096,0.2179237388816661,6.0,,0
Calvin Johnson Jr.,23,6,37.0,3,11,3rd Place,1.714243684,pct,5.0,3.5,8.5,4.0,0.12131147540983607,0.11410098933739109,0.23541246474722716,4.0,,0
Calvin Johnson Jr.,23,7,37.0,3,11,3rd Place,1.599462647,pct,5.0,1.5,6.5,3.0,0.13430127041742287,0.1277796375126757,0.2620809079300986,2.0,,0
Calvin Johnson Jr.,23,8,30.0,3,11,3rd Place,1.486549382,pct,5.0,3.5,8.5,4.0,0.14925387985460684,0.14537775579323609,0.2946316356478429,3.0,,0
Calvin Johnson Jr.,23,9,37.0,3,11,3rd Place,1.413382965,pct,3.0,4.0,7.0,4.5,0.16299559471365638,0.17256253210253944,0.3355581268161958,5.0,,0
Calvin Johnson Jr.,23,10,28.0,3,11,3rd Place,1.364331037,pct,2.0,5.0,7.0,4.0,0.19112627986348124,0.21206171575945046,0.4031879956229317,3.0,,0
Calvin Johnson Jr.,23,11,38.3331,3,11,3rd Place,1.202723716,pct,3.0,3.0,6.0,3.0,0.25191616266698036,0.2454925754045148,0.49740873807149516,3.0,,0
Laurie Hernandez,23,1,31.0,1,11,1st Place,2.497535774,pct,2.0,1.5,3.5,2.0,0.09393939393939393,0.07987223212486821,0.17381162606426215,2.0,,0
Laurie Hernandez,23,2,32.0,1,11,1st Place,2.335972964,pct,2.0,1.0,3.0,1.0,0.09090909090909091,0.08061666890725967,0.1715257598163506,1.0,,0
Laurie Hernandez,23,3,31.0,1,11,1st Place,2.167274924,pct,2.0,2.0,4.0,1.5,0.09538461538461539,0.08738745975288452,0.1827720751374999,2.0,,0
Laurie Hernandez,23,4,30.0,1,11,1st Place,2.022927373,pct,2.0,1.0,3.0,1.5,0.11494252873563218,0.09544057504694452,0.21038310378257669,1.0,,0
Laurie Hernandez,23,5,25.0,1,11,1st Place,1.870334198,pct,2.0,5.0,7.0,3.0,0.10869565217391304,0.11528794601478731,0.22398359818870034,4.0,,0
Laurie Hernandez,23,6,37.0,1,11,1st Place,1.741585132,pct,2.0,3.5,5.5,2.0,0.12131147540983607,0.11592085094506953,0.2372323263549056,3.0,,0
Laurie Hernandez,23,7,34.5,1,11,1st Place,1.634698639,pct,2.0,4.0,6.0,2.0,0.12522686025408347,0.1305946093368721,0.25582146959095553,3.0,,0
Laurie Hernandez,23,8,33.0,1,11,1st Place,1.504744085,pct,3.0,2.0,5.0,2.0,0.1641792678400675,0.14715711483874977,0.31133638267881725,2.0,,0
Laurie Hernandez,23,9,40.0,1,11,1st Place,1.416956628,pct,2.0,1.5,3.5,1.0,0.1762114537444934,0.17299884720710218,0.34921030095159555,1.0,,0
Laurie Hernandez,23,10,30.0,1,11,1st Place,1.347617473,pct,3.0,1.5,4.5,2.0,0.20477815699658702,0.2094638806577226,0.4142420376543096,2.0,,0
Laurie Hernandez,23,11,39.333200000000005,1,11,1st Place,1.23098747,pct,2.0,1.0,3.0,1.5,0.2584885858282496,0.25126159921917424,0.5097501850474238,2.0,,0
