celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_from_usa,is_final_awarded,is_final_reached,season_total_weeks,weeks_participated,low_score_advanced_week,low_score_advanced_weeks,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,week1_percentage,week1_percentage_rank,week2_percentage,week2_percentage_rank,week3_percentage,week3_percentage_rank,week4_percentage,week4_percentage_rank,week5_percentage,week5_percentage_rank,week6_percentage,week6_percentage_rank,week7_percentage,week7_percentage_rank,week8_percentage,week8_percentage_rank,week9_percentage,week9_percentage_rank,week10_percentage,week10_percentage_rank,week11_percentage,week11_percentage_rank
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,10.0,9.25,10.25,9.25,10.25,8.5,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,10,9,4,4,1,21.0,30.0,27.0,28.0,36.0,34.0,39.0,39.0,32.5,0.0,0.0,0.0549738219895288,8.0,0.07281553398058252,2.0,0.06699751861042183,7.0,0.06829268292682927,6.0,0.0802675585284281,6.0,0.09855072463768116,4.0,0.11981566820276497,1.0,0.12420382165605096,4.0,0.14772727272727273,4.0,0.0,0.0,0.0,0.0
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.125,8.125,8.625,8.625,9.0,8.0,8.0,9.0,9.0,8.5,9.5,9.5,10.0,9.0,10.0,10.0,9.0,8.0,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,10,9,5,5,1,27.0,29.0,31.0,29.0,33.5,34.0,36.5,39.0,34.5,0.0,0.0,0.07068062827225131,4.0,0.0703883495145631,3.0,0.07692307692307693,3.0,0.07073170731707316,5.0,0.07469342251950947,9.0,0.09855072463768116,4.0,0.11213517665130568,3.0,0.12420382165605096,4.0,0.15681818181818183,3.0,0.0,0.0,0.0,0.0
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.125,10.125,10.125,10.625,8.0,9.0,8.0,9.0,9.5,9.0,9.5,10.0,11.25,11.25,11.25,11.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,0.0,0.0,0.0,0.0,1,1,1,10,10,0,,0,29.0,32.0,33.0,36.0,41.0,34.0,38.0,45.0,36.5,38.0,0.0,0.07591623036649214,2.0,0.07766990291262135,1.0,0.08188585607940446,1.0,0.08780487804878048,1.0,0.09141583054626533,2.0,0.09855072463768116,4.0,0.11674347158218126,2.0,0.14331210191082802,1.0,0.16590909090909092,2.0,0.24358974358974358,2.0,0.0,0.0
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,10,4,3,3,1,20.0,26.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05235602094240838,9.0,0.06310679611650485,6.0,0.062034739454094295,9.0,0.06097560975609756,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,8.875,8.875,9.375,8.875,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,6,3,"2,3",2,20.0,25.0,26.0,31.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,0.05235602094240838,9.0,0.06067961165048544,7.0,0.06451612903225806,8.0,0.07560975609756097,4.0,0.0802675585284281,6.0,0.0927536231884058,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,8.875,8.375,8.875,9.375,9.0,8.0,8.0,9.0,8.5,9.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,10,7,0,,0,26.0,27.0,29.0,34.0,35.5,34.0,34.5,0.0,0.0,0.0,0.0,0.06806282722513089,5.0,0.06553398058252427,5.0,0.07196029776674938,5.0,0.08292682926829269,2.0,0.07915273132664437,7.0,0.09855072463768116,4.0,0.10599078341013825,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.625,10.125,9.625,9.625,9.0,9.0,9.0,9.0,8.5,9.0,9.0,8.5,9.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,10,8,0,,0,24.0,28.0,32.0,34.0,39.0,36.0,35.0,35.0,0.0,0.0,0.0,0.06282722513089005,6.0,0.06796116504854369,4.0,0.0794044665012407,2.0,0.08292682926829269,2.0,0.08695652173913043,4.0,0.10434782608695652,3.0,0.10752688172043011,5.0,0.11146496815286625,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.375,10.375,10.375,10.875,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,11.25,11.25,11.25,11.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1,1,1,10,10,0,,0,32.0,32.0,33.0,36.0,42.0,40.0,39.0,45.0,40.0,40.0,0.0,0.08376963350785341,1.0,0.07766990291262135,1.0,0.08188585607940446,1.0,0.08780487804878048,1.0,0.09364548494983277,1.0,0.11594202898550725,1.0,0.11981566820276497,1.0,0.14331210191082802,1.0,0.18181818181818182,1.0,0.2564102564102564,1.0,0.0,0.0
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,10,2,0,,0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05235602094240838,9.0,0.055825242718446605,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4.0,4.0,5.0,4.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,7.0,7.75,7.75,7.75,7.75,7.0,7.0,7.0,7.0,7.5,8.0,8.0,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,10,8,7,"1,3,5,6,7",5,17.0,27.0,23.0,29.0,31.0,28.0,31.5,29.0,0.0,0.0,0.0,0.04450261780104712,11.0,0.06553398058252427,5.0,0.05707196029776675,11.0,0.07073170731707316,5.0,0.06911928651059086,10.0,0.08115942028985507,6.0,0.0967741935483871,7.0,0.09235668789808917,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.75,9.25,9.75,9.75,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.0,11.25,10.25,10.25,10.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,0.0,0.0,0.0,0.0,1,0,1,10,10,0,,0,28.0,28.0,30.0,32.0,38.5,36.0,36.5,42.0,36.5,38.0,0.0,0.07329842931937172,3.0,0.06796116504854369,4.0,0.07444168734491315,4.0,0.07804878048780488,3.0,0.0858416945373467,5.0,0.10434782608695652,3.0,0.11213517665130568,3.0,0.1337579617834395,2.0,0.16590909090909092,2.0,0.24358974358974358,2.0,0.0,0.0
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.25,10.25,10.25,10.25,9.0,9.0,9.0,10.0,9.0,9.0,8.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1,1,1,10,10,0,,0,28.0,32.0,33.0,36.0,41.0,37.0,35.5,40.0,40.0,40.0,0.0,0.07329842931937172,3.0,0.07766990291262135,1.0,0.08188585607940446,1.0,0.08780487804878048,1.0,0.09141583054626533,2.0,0.1072463768115942,2.0,0.10906298003072197,4.0,0.12738853503184713,3.0,0.18181818181818182,1.0,0.2564102564102564,1.0,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5.0,5.0,5.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,2,0,,0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06493506493506493,7.0,0.06722689075630252,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6.0,5.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,5,0,,0,17.0,18.0,26.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0735930735930736,5.0,0.07563025210084033,5.0,0.0804953560371517,4.0,0.0875,5.0,0.09166666666666666,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.25,7.25,8.25,8.25,8.0,8.0,8.5,8.0,8.75,8.75,8.75,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,8,7,"4,7",2,16.0,15.0,25.0,18.0,24.0,32.0,32.5,35.0,0.0,0.0,0.0,0.06926406926406926,6.0,0.06302521008403361,7.0,0.07739938080495357,5.0,0.075,7.0,0.1,3.0,0.09937888198757763,7.0,0.11524822695035461,5.0,0.1383399209486166,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5.0,4.0,4.0,0.0,7.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,0.0,9.0,8.5,9.0,0.0,1,0,1,11,11,10,"1,4,5,6,9,10",6,13.0,19.0,24.0,18.0,21.0,31.0,35.0,36.0,32.0,25.5,26.5,0.05627705627705628,8.0,0.07983193277310924,4.0,0.07430340557275542,6.0,0.075,7.0,0.0875,5.0,0.09627329192546584,8.0,0.12411347517730496,4.0,0.1422924901185771,4.0,0.14479638009049775,5.0,0.17894736842105263,5.0,0.18213058419243985,3.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,0.0,9.0,10.0,9.0,0.0,10.25,10.25,11.25,10.25,9.5,9.0,9.5,9.0,10.0,10.0,10.0,10.0,9.75,9.75,10.75,10.75,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,1,1,1,11,11,0,,0,18.0,24.0,32.0,27.0,28.0,42.0,37.0,40.0,41.0,30.0,30.0,0.07792207792207792,4.0,0.10084033613445378,1.0,0.09907120743034056,2.0,0.1125,1.0,0.11666666666666667,1.0,0.13043478260869565,1.0,0.13120567375886524,1.0,0.15810276679841898,2.0,0.18552036199095023,2.0,0.21052631578947367,1.0,0.20618556701030927,1.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6.0,6.0,6.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,4,3,3,1,18.0,15.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07792207792207792,4.0,0.06302521008403361,7.0,0.06811145510835913,8.0,0.0875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,1,0,,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,3,1,1,1,12.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195,9.0,0.07563025210084033,5.0,0.06191950464396285,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,9.75,9.75,9.75,9.75,8.5,8.5,10.0,9.0,8.0,9.0,8.0,8.0,10.75,10.75,10.75,10.75,9.5,9.5,9.5,0.0,10.0,10.0,10.0,0.0,1,1,1,11,11,8,8,1,21.0,24.0,34.0,24.0,27.0,39.0,36.0,33.0,43.0,28.5,30.0,0.09090909090909091,2.0,0.10084033613445378,1.0,0.10526315789473684,1.0,0.1,3.0,0.1125,2.0,0.12111801242236025,3.0,0.1276595744680851,3.0,0.13043478260869565,6.0,0.19457013574660634,1.0,0.2,4.0,0.20618556701030927,1.0
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6.0,7.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,10.0,9.5,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,7,0,,0,19.0,21.0,27.0,22.0,24.0,37.0,36.5,0.0,0.0,0.0,0.0,0.08225108225108226,3.0,0.08823529411764706,2.0,0.08359133126934984,3.0,0.09166666666666666,4.0,0.1,3.0,0.11490683229813664,5.0,0.12943262411347517,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,4.0,4.0,4.0,0.0,5.0,5.0,5.0,0.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,7.25,7.25,7.25,7.25,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,9,8,"1,5,6,7,8",5,12.0,15.0,24.0,21.0,18.0,29.0,32.0,28.0,30.0,0.0,0.0,0.05194805194805195,9.0,0.06302521008403361,7.0,0.07430340557275542,6.0,0.0875,5.0,0.075,6.0,0.09006211180124224,9.0,0.11347517730496454,6.0,0.11067193675889328,7.0,0.13574660633484162,6.0,0.0,0.0,0.0,0.0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,5.0,5.0,5.0,0.0,4.0,4.0,4.0,0.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.5,8.5,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,6,4,"2,3,4",3,15.0,12.0,23.0,19.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.06493506493506493,7.0,0.05042016806722689,8.0,0.07120743034055728,7.0,0.07916666666666666,6.0,0.1,3.0,0.10248447204968944,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,10.0,9.0,9.0,0.0,9.75,9.75,8.75,9.75,9.0,9.0,9.0,9.0,9.75,9.75,9.75,9.75,9.0,10.0,9.0,10.0,10.0,9.5,10.0,0.0,9.5,10.0,10.0,0.0,1,0,1,11,11,0,,0,22.0,21.0,32.0,24.0,28.0,38.0,36.0,39.0,38.0,29.5,29.5,0.09523809523809523,1.0,0.08823529411764706,2.0,0.09907120743034056,2.0,0.1,3.0,0.11666666666666667,1.0,0.11801242236024845,4.0,0.1276595744680851,3.0,0.1541501976284585,3.0,0.17194570135746606,3.0,0.20701754385964913,2.0,0.2027491408934708,2.0
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7.0,7.0,7.0,0.0,6.0,7.0,7.0,0.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,0.0,8.0,8.0,8.0,0.0,10.0,10.0,10.0,11.0,9.0,9.0,10.0,9.0,9.75,10.75,10.75,10.75,9.0,9.0,9.0,10.0,9.5,9.5,10.0,0.0,9.5,10.0,10.0,0.0,1,1,1,11,11,0,,0,21.0,20.0,34.0,25.0,24.0,41.0,37.0,42.0,37.0,29.0,29.5,0.09090909090909091,2.0,0.08403361344537816,3.0,0.10526315789473684,1.0,0.10416666666666667,2.0,0.1,3.0,0.12732919254658384,2.0,0.13120567375886524,1.0,0.16600790513833993,1.0,0.167420814479638,4.0,0.20350877192982456,3.0,0.2027491408934708,2.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6.0,6.0,5.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,2,1,1,1,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06882591093117409,7.0,0.07364341085271318,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5.0,5.0,5.0,0.0,6.0,4.0,5.0,0.0,6.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,3,2,"1,2",2,15.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06072874493927125,9.0,0.05813953488372093,7.0,0.07232704402515723,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6.0,5.0,5.0,0.0,6.0,4.0,5.0,0.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,3,2,"1,2",2,16.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06477732793522267,8.0,0.05813953488372093,7.0,0.0660377358490566,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,0.0,10.0,11.0,11.0,0.0,10.0,10.0,10.0,0.0,9.5,9.5,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,9,9,0,,0,23.0,24.0,34.5,32.0,27.0,32.0,30.0,29.0,30.0,0.0,0.0,0.0931174089068826,1.0,0.09302325581395349,1.0,0.10849056603773585,2.0,0.10884353741496598,3.0,0.13366336633663367,1.0,0.1553398058252427,1.0,0.1875,1.0,0.20714285714285716,1.0,0.20618556701030927,1.0,0.0,0.0,0.0,0.0
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,7.0,6.5,6.0,6.5,7.0,8.0,7.0,7.0,8.0,8.0,8.0,0.0,11.0,10.0,10.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,7,4,"3,4",2,22.0,22.0,26.0,29.0,24.0,31.0,24.0,0.0,0.0,0.0,0.0,0.08906882591093117,2.0,0.08527131782945736,2.0,0.08176100628930817,7.0,0.09863945578231292,4.0,0.1188118811881188,4.0,0.15048543689320387,2.0,0.15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7.0,6.0,7.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,8.0,7.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,0.0,10.0,9.0,9.0,0.0,8.5,8.5,8.5,0.0,9.0,9.0,9.0,0.0,9.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,9,9,7,7,1,20.0,21.0,30.0,36.0,25.5,28.0,25.5,27.0,28.0,0.0,0.0,0.08097165991902834,4.0,0.08139534883720931,3.0,0.09433962264150944,5.0,0.12244897959183673,1.0,0.12623762376237624,3.0,0.13592233009708737,3.0,0.159375,5.0,0.19285714285714287,3.0,0.19243986254295534,4.0,0.0,0.0,0.0,0.0
