contestant_id,season_idx,season,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,implied_audience_score,audience_lower_95,audience_upper_95,implied_total_score
159,13,16,9,5,109,week2_score_sum,-0.094702745,1,995,45.51313364,0.389765854,231.2699669,45.3317644
160,13,16,10,2,294,week2_score_sum,1.609946661,1,996,46.52266411,0.309307085,238.2323436,49.60594116
161,13,16,2,12,79,week2_score_sum,-1.515243916,1,997,3.024843663,0.009871487,11.4506399,0.122935854
162,13,16,6,8,282,week2_score_sum,-0.662919213,1,998,47.73462002,0.613873612,239.7065058,46.46503536
163,13,16,10,4,7,week2_score_sum,1.041730192,1,999,46.46345854,0.365525877,234.1333876,48.45852015
164,13,16,10,3,113,week2_score_sum,0.757621958,1,1000,47.24417768,0.316767169,237.0286518,48.69513159
165,13,16,5,9,64,week2_score_sum,-1.231135682,1,1001,47.07928269,0.932889025,241.5947062,44.7214826
166,13,16,7,7,13,week2_score_sum,-0.094702745,1,1002,46.43944587,0.475613048,235.2028699,46.25807663
167,13,16,3,11,293,week2_score_sum,-0.662919213,1,1003,45.80670036,0.649912277,237.5562888,44.5371157
168,13,16,10,1,146,week2_score_sum,1.609946661,1,1004,48.7458979,0.279603305,250.0667628,51.82917494
169,13,16,4,10,168,week2_score_sum,-0.662919213,1,1005,45.43486041,0.551081719,232.1951375,44.16527574
170,13,16,8,6,251,week2_score_sum,-0.094702745,1,1006,45.27966267,0.579268946,228.6503478,45.09829343
159,13,16,9,5,109,week3_score_sum,-0.101006467,2,1007,41.95399278,0.469146888,199.7661875,41.76055102
160,13,16,10,2,294,week3_score_sum,1.287915793,2,1008,42.62835864,0.341458379,214.676663,45.09490073
162,13,16,6,8,282,week3_score_sum,0.454584661,2,1009,40.7556888,0.351162605,197.9595359,41.62628314
163,13,16,10,4,7,week3_score_sum,0.454584661,2,1010,43.00091328,0.330217774,210.4209139,43.87150762
164,13,16,10,3,113,week3_score_sum,1.287915793,2,1011,42.20553194,0.272381347,211.1885252,44.67207403
165,13,16,5,9,64,week3_score_sum,-1.489984286,2,1012,43.31498728,0.612464783,208.7529063,40.46145526
166,13,16,7,7,13,week3_score_sum,-0.934393159,2,1013,43.08051674,0.606634706,203.8579581,41.29102082
167,13,16,3,11,293,week3_score_sum,-1.76777985,2,1014,3.242446543,0.010567414,12.01084919,-0.143103531
168,13,16,10,1,146,week3_score_sum,1.010175789,2,1015,42.35633413,0.25511868,215.9538169,44.29096458
169,13,16,4,10,168,week3_score_sum,-0.101006467,2,1016,39.72586123,0.318007988,198.4708392,39.53241946
170,13,16,8,6,251,week3_score_sum,-0.101006467,2,1017,41.67135591,0.369784623,211.4902482,41.47791414
159,13,16,9,5,109,week4_score_sum,0.191273014,3,1018,38.75810869,0.338710321,193.2687483,39.12442374
160,13,16,10,2,294,week4_score_sum,1.147638084,3,1019,39.03072376,0.334497331,191.5568701,41.22861407
162,13,16,6,8,282,week4_score_sum,-1.402668769,3,1020,41.01982609,0.951232691,194.2781807,38.33351571
163,13,16,10,4,7,week4_score_sum,1.46642644,3,1021,39.08077821,0.237848896,199.0070038,41.8891936
164,13,16,10,3,113,week4_score_sum,0.51006137,3,1022,40.57768833,0.341743825,197.7507331,41.55452847
165,13,16,5,9,64,week4_score_sum,-0.446303699,3,1023,39.32486659,0.501777768,193.8344694,38.47013147
166,13,16,7,7,13,week4_score_sum,-0.446303699,3,1024,40.37723021,0.60912787,192.0209712,39.52249509
168,13,16,10,1,146,week4_score_sum,1.147638084,3,1025,39.64339486,0.268944645,199.7555264,41.84128517
169,13,16,4,10,168,week4_score_sum,-1.402668769,3,1026,3.134267228,0.009704424,11.94078433,0.447956852
170,13,16,8,6,251,week4_score_sum,-0.765092056,3,1027,40.24788793,0.50210355,190.3640165,38.78262773
159,13,16,9,5,109,week5_score_sum,-0.599760144,4,1028,37.68988096,0.639013117,182.0593184,36.5412549
160,13,16,10,2,294,week5_score_sum,1.559376374,4,1029,36.37695826,0.227455941,173.9385211,39.36338601
162,13,16,6,8,282,week5_score_sum,-0.599760144,4,1030,36.99239817,0.440966681,175.2677737,35.84377212
163,13,16,10,4,7,week5_score_sum,0.479808115,4,1031,38.19162304,0.34890653,188.3330495,39.11052388
164,13,16,10,3,113,week5_score_sum,0.74970018,4,1032,36.63610001,0.274715536,182.4613151,38.07188258
165,13,16,5,9,64,week5_score_sum,-1.409436338,4,1033,3.299417738,0.014558757,12.52254012,0.600146503
166,13,16,7,7,13,week5_score_sum,-1.409436338,4,1034,38.79553833,0.863507969,182.4618147,36.0962671
168,13,16,10,1,146,week5_score_sum,1.019592245,4,1035,37.4044175,0.271006273,186.2187718,39.3570818
170,13,16,8,6,251,week5_score_sum,0.20991605,4,1036,35.89650849,0.336494846,174.9161933,36.29852761
159,13,16,9,5,109,week6_score_sum,-0.250872603,5,1037,34.51026993,0.369335919,162.1195227,34.02981318
160,13,16,10,2,294,week6_score_sum,0.864116744,5,1038,35.12213736,0.286520339,168.5855549,36.77704394
162,13,16,6,8,282,week6_score_sum,-1.588859819,5,1039,3.560172426,0.011525294,13.15641166,0.517279682
163,13,16,10,4,7,week6_score_sum,1.087114613,5,1040,34.67391058,0.224628617,168.432347,36.75588982
164,13,16,10,3,113,week6_score_sum,-0.473870472,5,1041,35.92345552,0.421123152,173.829733,35.0159261
166,13,16,7,7,13,week6_score_sum,-0.919866211,5,1042,35.27218013,0.57172594,163.2124904,33.51050539
168,13,16,10,1,146,week6_score_sum,1.533110352,5,1043,34.62968436,0.221732238,166.1450077,37.56580894
170,13,16,8,6,251,week6_score_sum,-0.250872603,5,1044,34.01003305,0.379502985,157.0933858,33.5295763
159,13,16,9,5,109,week7_score_sum,-0.280157763,6,1045,32.7693541,0.304051703,153.1333969,32.2328121
160,13,16,10,2,294,week7_score_sum,0.809344648,6,1046,32.51306733,0.253948093,160.877566,34.06307755
163,13,16,10,4,7,week7_score_sum,1.245145613,6,1047,32.43032221,0.202204986,157.7766612,34.81495332
164,13,16,10,3,113,week7_score_sum,0.155643202,6,1048,33.74797773,0.303915074,163.5096564,34.04605662
166,13,16,7,7,13,week7_score_sum,-2.023361621,6,1049,4.12201217,0.017017108,15.28961098,0.24698662
168,13,16,10,1,146,week7_score_sum,0.591444166,6,1050,33.0278739,0.231695297,162.4663168,34.16057368
170,13,16,8,6,251,week7_score_sum,-0.498058245,6,1051,32.57020902,0.418941034,152.281853,31.61635658
159,13,16,9,5,109,week8_score_sum,-0.706106394,7,1052,32.31281419,0.453536271,149.0744726,30.96051993
160,13,16,10,2,294,week8_score_sum,1.135910286,7,1053,31.66727459,0.20483254,152.7811221,33.84270449
163,13,16,10,4,7,week8_score_sum,0.76750695,7,1054,32.01918975,0.245674263,150.2939223,33.48907483
164,13,16,10,3,113,week8_score_sum,0.030700278,7,1055,32.40329242,0.290479478,155.1851934,32.46208782
168,13,16,10,1,146,week8_score_sum,0.583305282,7,1056,32.58715704,0.179929869,161.3960887,33.70426969
170,13,16,8,6,251,week8_score_sum,-1.811316402,7,1057,4.379626992,0.017829447,16.80722309,0.910698223
159,13,16,9,5,109,week9_score_sum,-1.757550298,8,1058,4.912641798,0.021659599,18.96814875,1.546682772
160,13,16,10,2,294,week9_score_sum,-0.455661188,8,1059,32.39333662,0.416303873,151.0217142,31.52068058
163,13,16,10,4,7,week9_score_sum,0.846227921,8,1060,30.58655426,0.222760877,149.4287494,32.2072012
164,13,16,10,3,113,week9_score_sum,0.846227921,8,1061,30.85592382,0.247605879,146.3518344,32.47657076
168,13,16,10,1,146,week9_score_sum,0.520755644,8,1062,31.89589363,0.290962871,154.9580607,32.89321482
160,13,16,10,2,294,week10_score_sum,0.90452307,9,1063,27.60921694,0.148338094,139.535915,29.34150739
163,13,16,10,4,7,week10_score_sum,-0.30146749,9,1064,26.82847064,0.085415759,137.8842312,26.25111748
164,13,16,10,3,113,week10_score_sum,-1.507578649,9,1065,27.49320069,0.110160725,143.2952241,24.60597296
168,13,16,10,1,146,week10_score_sum,0.90452307,9,1066,27.75261121,0.111746727,142.587173,29.48490166
171,14,17,4,10,278,week1_score_sum,-0.09877296,0,1067,47.12743004,0.180693637,253.2948684,46.93826576
172,14,17,8,7,34,week1_score_sum,0.197545919,0,1068,48.27515501,0.22571416,255.8970858,48.65348357
173,14,17,9,6,85,week1_score_sum,0.790183677,0,1069,49.53121515,0.17166317,264.962426,51.04452938
174,14,17,10,5,164,week1_score_sum,-0.09877296,0,1070,50.7723805,0.204314069,270.6442285,50.58321622
175,14,17,11,2,62,week1_score_sum,0.790183677,0,1071,52.38770791,0.280576337,283.6153222,53.90102215
176,14,17,11,1,10,week1_score_sum,1.679140314,0,1072,55.26815853,0.230158792,295.4220684,58.48395127
177,14,17,2,12,150,week1_score_sum,-1.284048476,0,1073,49.02200072,0.262712903,257.8493402,46.5628651
178,14,17,11,4,26,week1_score_sum,-0.987729597,0,1074,56.51337229,0.265148983,288.9423345,54.6217295
179,14,17,5,9,54,week1_score_sum,0.197545919,0,1075,49.85897798,0.19884132,255.6345847,50.23730654
180,14,17,7,8,215,week1_score_sum,0.493864798,0,1076,49.06767021,0.17941678,257.5734189,50.01349161
181,14,17,11,3,111,week1_score_sum,0.493864798,0,1077,52.7591126,0.234184705,281.1703239,53.70493399
182,14,17,3,11,27,week1_score_sum,-2.173005113,0,1078,47.22432712,0.204161318,257.1757321,43.06271298
171,14,17,4,10,278,week2_score_sum,-1.087936835,1,1079,48.53354667,0.866982809,228.4998244,46.44999275
172,14,17,8,7,34,week2_score_sum,0.286299167,1,1080,46.38874675,0.421457604,226.7455713,46.93705041
173,14,17,9,6,85,week2_score_sum,0.973417168,1,1081,45.50388012,0.35706606,236.6522891,47.36811257
174,14,17,10,5,164,week2_score_sum,0.629858168,1,1082,50.41135279,0.424883585,263.9575716,51.61762084
175,14,17,11,2,62,week2_score_sum,1.316976169,1,1083,49.13249977,0.308845849,255.6777468,51.65469661
176,14,17,11,1,10,week2_score_sum,0.629858168,1,1084,51.86958673,0.416822241,269.9006819,53.07585479
177,14,17,2,12,150,week2_score_sum,-1.431495836,1,1085,3.117275841,0.01060456,11.88216388,0.375757527
178,14,17,11,4,26,week2_score_sum,-0.400818834,1,1086,56.03543031,0.699792159,271.9207021,55.26780518
179,14,17,5,9,54,week2_score_sum,0.973417168,1,1087,46.1089703,0.311375248,225.4179747,47.97320275
180,14,17,7,8,215,week2_score_sum,-0.744377835,1,1088,48.43312531,0.764116888,238.8199607,47.00753579
181,14,17,11,3,111,week2_score_sum,0.629858168,1,1089,50.19286803,0.350982111,274.3674771,51.39913609
182,14,17,3,11,27,week2_score_sum,-1.775054836,1,1090,48.27606803,1.317535896,236.4858625,44.87658532
171,14,17,4,10,278,week3_score_sum,-1.987460691,2,1091,45.21897192,1.029407552,215.2670062,41.41270176
172,14,17,8,7,34,week3_score_sum,1.056624671,2,1092,40.67173641,0.304603779,200.2660616,42.69532307
173,14,17,9,6,85,week3_score_sum,0.503154605,2,1093,42.53920246,0.373132643,212.0458164,43.50281516
174,14,17,10,5,164,week3_score_sum,0.226419572,2,1094,45.04849565,0.284149414,221.7655281,45.48212137
175,14,17,11,2,62,week3_score_sum,0.779889638,2,1095,45.30278057,0.272077307,222.1632852,46.79638026
176,14,17,11,1,10,week3_score_sum,0.226419572,2,1096,46.18447476,0.311212865,235.1961247,46.61810047
178,14,17,11,4,26,week3_score_sum,0.226419572,2,1097,48.80098279,0.433493606,245.7340482,49.2346085
179,14,17,5,9,54,week3_score_sum,0.779889638,2,1098,40.2000302,0.351810019,203.4080886,41.69362988
180,14,17,7,8,215,week3_score_sum,0.503154605,2,1099,41.44900205,0.308743812,206.215608,42.41261475
181,14,17,11,3,111,week3_score_sum,-0.327050494,2,1100,47.1165492,0.399766669,239.6353493,46.49020095
182,14,17,3,11,27,week3_score_sum,-1.987460691,2,1101,3.419066326,0.010007102,12.49086575,-0.387203832
171,14,17,4,10,278,week4_score_sum,-2.013995972,3,1102,3.47267127,0.010664493,12.65240927,-0.384417729
172,14,17,8,7,34,week4_score_sum,-0.953998092,3,1103,40.86005819,0.556132071,198.1186918,39.03301604
173,14,17,9,6,85,week4_score_sum,1.165997668,3,1104,38.69804586,0.245997102,192.8619023,40.93109739
174,14,17,10,5,164,week4_score_sum,0.105999788,3,1105,40.32852028,0.362537457,195.1669968,40.53152497
175,14,17,11,2,62,week4_score_sum,1.165997668,3,1106,41.42634274,0.309352087,204.5887721,43.65939427
176,14,17,11,1,10,week4_score_sum,1.165997668,3,1107,41.55049538,0.261388153,209.7770711,43.7835469
178,14,17,11,4,26,week4_score_sum,-0.953998092,3,1108,46.78315224,0.620922651,226.8208033,44.95611009
179,14,17,5,9,54,week4_score_sum,0.105999788,3,1109,38.38231625,0.361317503,182.1470338,38.58532093
180,14,17,7,8,215,week4_score_sum,0.105999788,3,1110,38.90670468,0.356298799,190.4395682,39.10970937
181,14,17,11,3,111,week4_score_sum,0.105999788,3,1111,43.30211212,0.342552648,213.055822,43.5051168
172,14,17,8,7,34,week5_score_sum,0.479808115,4,1112,39.90497223,1.179356785,195.4050415,40.82387307
173,14,17,9,6,85,week5_score_sum,-0.059976014,4,1113,42.60339905,1.576561171,201.13053,42.48853645
174,14,17,10,5,164,week5_score_sum,-2.219112532,4,1114,48.76644051,5.645927571,212.7505095,44.51652409
175,14,17,11,2,62,week5_score_sum,1.019592245,4,1115,43.06345218,0.849287635,206.7613617,45.01611648
176,14,17,11,1,10,week5_score_sum,-0.059976014,4,1116,44.58131317,1.586569421,205.9805207,44.46645056
178,14,17,11,4,26,week5_score_sum,-1.139544273,4,1117,50.00118993,3.797732368,231.9272406,47.81880042
179,14,17,5,9,54,week5_score_sum,1.019592245,4,1118,2.791027832,0.007983019,11.46132826,4.74369213
180,14,17,7,8,215,week5_score_sum,0.479808115,4,1119,40.40597053,1.183903973,188.7768248,41.32487138
181,14,17,11,3,111,week5_score_sum,0.479808115,4,1120,43.93022853,1.466568011,200.3449711,44.84912937
172,14,17,8,7,34,week6_score_sum,0.797006994,5,1121,31.47795564,0.181014489,151.593598,33.00433749
173,14,17,9,6,85,week6_score_sum,1.171976451,5,1122,32.65124334,0.173758825,163.4129165,34.89574509
174,14,17,10,5,164,week6_score_sum,-0.328163908,5,1123,32.85513938,0.237510368,160.0444506,32.22665878
175,14,17,11,2,62,week6_score_sum,-0.703208373,5,1124,35.38617024,0.174444822,180.9727531,34.03942609
176,14,17,11,1,10,week6_score_sum,1.172013956,5,1125,34.55147014,0.168171257,174.8049906,36.79604371
178,14,17,11,4,26,week6_score_sum,-1.828341771,5,1126,36.85524683,0.207337137,184.6959742,33.35371206
180,14,17,7,8,215,week6_score_sum,0.421962528,5,1127,31.5794626,0.163578086,155.0866536,32.38758091
181,14,17,11,3,111,week6_score_sum,-0.703245878,5,1128,34.57844838,0.169857717,175.7190594,33.23163241
172,14,17,8,7,34,week7_score_sum,0.549841415,6,1129,33.08877289,0.339179572,163.4883882,34.14179748
173,14,17,9,6,85,week7_score_sum,-0.465250428,6,1130,35.81860068,0.803801193,163.7345714,34.92757988
174,14,17,10,5,164,week7_score_sum,-0.803614375,6,1131,37.22919192,0.972134163,171.0780034,35.69015599
175,14,17,11,2,62,week7_score_sum,1.22656931,6,1132,34.9355115,0.31958808,167.167527,37.28456635
176,14,17,11,1,10,week7_score_sum,1.22656931,6,1133,34.55869901,0.385478765,169.5519704,36.90775386
178,14,17,11,4,26,week7_score_sum,-1.818706218,6,1134,42.15372187,2.582151147,193.0738569,38.67064055
180,14,17,7,8,215,week7_score_sum,-0.465250428,6,1135,3.197176993,0.010892491,12.75397026,2.30615619
181,14,17,11,3,111,week7_score_sum,0.549841415,6,1136,36.31847788,0.424342441,170.3842125,37.37150247
172,14,17,8,7,34,week8_score_sum,-0.201346817,7,1137,3.388105716,0.010119944,13.99714377,3.002497898
173,14,17,9,6,85,week8_score_sum,-1.140965294,7,1138,36.93240985,1.179660925,177.8234052,34.74729889
174,14,17,10,5,164,week8_score_sum,0.268462422,7,1139,34.05121832,0.544617463,161.0735018,34.56536208
175,14,17,11,2,62,week8_score_sum,1.208080899,7,1140,33.27952122,0.418602458,160.9423421,35.59316812
176,14,17,11,1,10,week8_score_sum,0.268462422,7,1141,35.20947447,0.502498617,169.0620193,35.72361823
178,14,17,11,4,26,week8_score_sum,-1.610774533,7,1142,41.55079806,2.036478072,188.632658,38.46593552
181,14,17,11,3,111,week8_score_sum,1.208080899,7,1143,34.2540074,0.373133095,165.7055492,36.5676543
173,14,17,9,6,85,week9_score_sum,0.678833593,8,1144,3.64187412,0.012223347,16.01561751,4.94193709
174,14,17,10,5,164,week9_score_sum,0.290928683,8,1145,35.14420402,0.898217694,158.9125493,35.70137387
175,14,17,11,2,62,week9_score_sum,1.066738503,8,1146,34.00392942,0.483655673,159.9774254,36.04688552
176,14,17,11,1,10,week9_score_sum,-0.290928683,8,1147,37.17446652,1.329245275,170.3305401,36.61729668
178,14,17,11,4,26,week9_score_sum,-2.036500779,8,1148,43.36622282,3.74079675,185.7592268,39.46603391
181,14,17,11,3,111,week9_score_sum,0.290928683,8,1149,36.45036117,0.91027412,164.4829901,37.00753101
174,14,17,10,5,164,week10_score_sum,-0.734025274,9,1150,4.587876918,0.013581361,19.76734902,3.182114023
175,14,17,11,2,62,week10_score_sum,0.734025274,9,1151,32.97415444,0.298883504,161.8920557,34.37991734
176,14,17,11,1,10,week10_score_sum,1.321245494,9,1152,31.43736243,0.20934035,153.7693539,33.96773564
178,14,17,11,4,26,week10_score_sum,-1.468050549,9,1153,38.09114639,1.224552256,172.1425717,35.2796206
181,14,17,11,3,111,week10_score_sum,0.146805055,9,1154,33.10472864,0.403119196,155.541176,33.38588122
175,14,17,11,2,62,week11_score_sum,0.483320973,10,1155,27.44955345,0.111236269,144.4261183,28.37518192
176,14,17,11,1,10,week11_score_sum,1.256783023,10,1156,28.13002892,0.125649674,146.1687639,30.53694733
178,14,17,11,4,26,week11_score_sum,-1.450102131,10,1157,29.12490016,0.124327338,149.6347461,26.34774814
181,14,17,11,3,111,week11_score_sum,-0.290001865,10,1158,27.73162964,0.10100806,141.7073876,27.17623479
183,15,18,2,10,28,week1_score_sum,-2.182209811,0,1159,57.68946308,1.943867409,287.2234182,53.51022064
184,15,18,8,6,66,week1_score_sum,0.691920184,0,1160,52.41224177,0.445027728,281.3532477,53.73736742
185,15,18,10,4,118,week1_score_sum,-0.266123148,0,1161,59.94559079,0.555220419,310.3198756,59.43592708
186,15,18,10,3,40,week1_score_sum,1.011267961,0,1162,58.94617288,0.397236096,310.6424175,60.88289498
187,15,18,2,11,250,week1_score_sum,-0.585470925,0,1163,53.46354492,0.548194144,283.3629867,52.34228475
188,15,18,1,12,76,week1_score_sum,-1.224166479,0,1164,3.149059142,0.010558867,12.31700705,0.804606062
189,15,18,9,5,45,week1_score_sum,1.649963516,0,1165,49.19214253,0.258207401,262.8819532,52.35205755
190,15,18,10,2,12,week1_score_sum,0.691920184,0,1166,59.56788061,0.575185371,305.5068695,60.89300627
191,15,18,10,1,191,week1_score_sum,0.691920184,0,1167,56.86963815,0.548532465,293.3716248,58.1947638
192,15,18,6,8,81,week1_score_sum,-0.266123148,0,1168,50.99672446,0.562350413,259.644158,50.48706075
193,15,18,5,9,61,week1_score_sum,0.05322463,0,1169,54.40251765,0.467178354,283.3201593,54.50445039
194,15,18,7,7,211,week1_score_sum,-0.266123148,0,1170,56.52766515,0.606369257,279.197462,56.01800144
183,15,18,2,10,28,week2_score_sum,-2.544418674,1,1171,5.175549572,0.024345732,18.11064097,0.302625588
184,15,18,8,6,66,week2_score_sum,0.644156626,1,1172,52.52591501,0.929214111,255.1209032,53.75956665
185,15,18,10,4,118,week2_score_sum,0.998442771,1,1173,56.10093752,0.696396564,282.0625282,58.01309756
186,15,18,10,3,40,week2_score_sum,-0.418701807,1,1174,59.93618597,2.08410519,300.7393911,59.1343124
187,15,18,2,11,250,week2_score_sum,-0.418701807,1,1175,3.80944987,0.014085443,15.2263987,3.007576303
189,15,18,9,5,45,week2_score_sum,0.998442771,1,1176,49.71105562,0.63039952,251.013689,51.62321567
190,15,18,10,2,12,week2_score_sum,0.644156626,1,1177,56.0848334,0.935910372,278.4671442,57.31848504
191,15,18,10,1,191,week2_score_sum,0.998442771,1,1178,54.8524154,0.713163748,268.8516326,56.76457544
192,15,18,6,8,81,week2_score_sum,-0.418701807,1,1179,51.8349763,1.80546481,251.9674691,51.03310273
193,15,18,5,9,61,week2_score_sum,-0.064415663,1,1180,52.79345152,1.451736369,252.8742081,52.67008635
194,15,18,7,7,211,week2_score_sum,-0.418701807,1,1181,53.96764411,1.561343499,257.4853166,53.16577054
184,15,18,8,6,66,week3_score_sum,0.524637303,2,1182,52.97022539,2.240090404,250.1957015,53.97498051
185,15,18,10,4,118,week3_score_sum,0.524637303,2,1183,55.37108111,2.217353203,260.8319414,56.37583623
186,15,18,10,3,40,week3_score_sum,-0.928204459,2,1184,61.36697389,5.086779016,282.2037966,59.58933021
189,15,18,9,5,45,week3_score_sum,0.524637303,2,1185,4.455621748,0.01858272,18.1413269,5.460376871
190,15,18,10,2,12,week3_score_sum,0.524637303,2,1186,55.94771331,2.224235188,261.5462125,56.95246843
191,15,18,10,1,191,week3_score_sum,1.614268625,2,1187,51.96312971,1.118282861,258.4768906,55.05468394
192,15,18,6,8,81,week3_score_sum,-1.65462534,2,1188,5.8994373,0.030396643,21.12772885,2.730594222
193,15,18,5,9,61,week3_score_sum,0.161426862,2,1189,52.72234471,2.313241818,246.6110004,53.03150013
194,15,18,7,7,211,week3_score_sum,-1.2914149,2,1190,55.71393199,5.821245934,248.237765,53.24068861
184,15,18,8,6,66,week4_score_sum,-0.353553391,3,1191,38.31920931,0.229561509,187.6720263,37.64210424
185,15,18,10,4,118,week4_score_sum,0.707106781,3,1192,42.35409208,0.243044206,220.7521559,43.70830223
186,15,18,10,3,40,week4_score_sum,-1.767766953,3,1193,42.867629,0.179889797,218.2478771,39.48210362
190,15,18,10,2,12,week4_score_sum,0.353553391,3,1194,40.77067046,0.264865584,214.256465,41.44777554
191,15,18,10,1,191,week4_score_sum,2.121320344,3,1195,41.07280401,0.274654248,209.8358894,45.13543446
193,15,18,5,9,61,week4_score_sum,-0.707106781,3,1196,36.92843243,0.212108163,187.2178019,35.57422228
194,15,18,7,7,211,week4_score_sum,-0.353553391,3,1197,39.77841338,0.190211806,202.39329,39.1013083
184,15,18,8,6,66,week5_score_sum,0.988891792,4,1198,37.99638598,0.383627076,190.610194,39.89025454
185,15,18,10,4,118,week5_score_sum,1.295789245,4,1199,40.88870148,0.329164604,203.7240207,43.37032235
186,15,18,10,3,40,week5_score_sum,-0.238698019,4,1200,44.21697678,0.697848119,215.6647767,43.75983609
189,15,18,9,5,45,week5_score_sum,0.375096887,4,1201,36.33728919,0.475611188,173.0395598,37.05565313
190,15,18,10,2,12,week5_score_sum,0.375096887,4,1202,42.04368288,0.582860803,206.5154197,42.76204682
191,15,18,10,1,191,week5_score_sum,0.068199434,4,1203,41.76456313,0.606944575,204.0115116,41.89517475
192,15,18,6,8,81,week5_score_sum,-2.386980188,4,1204,43.11289905,2.791118747,197.0928814,38.54149218
193,15,18,5,9,61,week5_score_sum,-0.545595472,4,1205,3.095316936,0.008661906,12.12280698,2.050423936
194,15,18,7,7,211,week5_score_sum,0.068199434,4,1206,40.18701725,0.524037487,186.1358044,40.31762888
184,15,18,8,6,66,week6_score_sum,0.279751442,5,1207,36.57448943,0.422416448,180.3633582,37.11025327
185,15,18,10,4,118,week6_score_sum,-0.093250481,5,1208,38.86868297,0.44799453,187.9850699,38.69009502
186,15,18,10,3,40,week6_score_sum,-1.212256251,5,1209,42.57468622,1.168239446,200.0940192,40.25304292
189,15,18,9,5,45,week6_score_sum,0.279751442,5,1210,33.96455391,0.38289988,158.914352,34.50031775
190,15,18,10,2,12,week6_score_sum,1.025755289,5,1211,38.04595976,0.251515785,186.0691823,40.01042716
191,15,18,10,1,191,week6_score_sum,1.771759136,5,1212,36.65820883,0.262341359,178.699303,40.0513798
192,15,18,6,8,81,week6_score_sum,-1.212256251,5,1213,3.557747625,0.014037245,13.44652741,1.236104328
194,15,18,7,7,211,week6_score_sum,-0.839254327,5,1214,38.6982192,0.601359431,182.3131356,37.09092769
184,15,18,8,6,66,week7_score_sum,-0.079936077,6,1215,34.51319041,0.325082023,169.5393352,34.36010144
185,15,18,10,4,118,week7_score_sum,-0.639488614,6,1216,37.96034505,0.471388931,187.989158,36.73563331
186,15,18,10,3,40,week7_score_sum,0.47961646,6,1217,36.82602748,0.308605267,179.17977,37.74456128
189,15,18,9,5,45,week7_score_sum,-0.359712345,6,1218,32.95139739,0.348736364,156.8271338,32.26249704
190,15,18,10,2,12,week7_score_sum,0.759392729,6,1219,36.22869919,0.285884982,173.2698891,37.68304437
191,15,18,10,1,191,week7_score_sum,1.598721534,6,1220,35.08333046,0.248431758,171.725112,38.14510979
194,15,18,7,7,211,week7_score_sum,-1.758593687,6,1221,4.047808938,0.018774552,15.01607216,0.679851674
184,15,18,8,6,66,week8_score_sum,0.185695338,7,1222,3.847930327,0.011742965,16.05692424,4.203563335
185,15,18,10,4,118,week8_score_sum,-0.928476691,7,1223,41.81495142,1.679591287,189.834784,40.03678638
186,15,18,10,3,40,week8_score_sum,-0.928476691,7,1224,40.72103482,1.75855678,180.3366274,38.94286978
189,15,18,9,5,45,week8_score_sum,1.299867367,7,1225,32.44371155,0.399745365,151.951611,34.93314261
190,15,18,10,2,12,week8_score_sum,1.299867367,7,1226,35.86269192,0.403090363,170.6012399,38.35212298
191,15,18,10,1,191,week8_score_sum,-0.928476691,7,1227,40.62622354,1.642394161,180.8422252,38.84805849
185,15,18,10,4,118,week9_score_sum,-0.150755672,8,1228,37.33112903,0.855439452,174.2078869,37.04241045
186,15,18,10,3,40,week9_score_sum,-1.658312395,8,1229,40.9755659,2.370555332,176.7461211,37.79966158
189,15,18,9,5,45,week9_score_sum,-0.150755672,8,1230,4.576608678,0.013637491,19.83127403,4.287890104
190,15,18,10,2,12,week9_score_sum,0.603022689,8,1231,35.59867109,0.523442742,169.4454966,36.75354539
191,15,18,10,1,191,week9_score_sum,1.356801051,8,1232,34.76208702,0.340004846,164.4402579,37.36055419
185,15,18,10,4,118,week10_score_sum,0.210850835,9,1233,29.72981551,0.105357761,154.2725171,30.13362488
186,15,18,10,3,40,week10_score_sum,-1.686553707,9,1234,30.24285656,0.122392567,154.9053558,27.01286611
190,15,18,10,2,12,week10_score_sum,0.632426019,9,1235,29.60349617,0.108801555,152.1063614,30.81468203
191,15,18,10,1,191,week10_score_sum,0.843276853,9,1236,28.92789297,0.108188908,149.4160312,30.54288819
195,16,19,7,8,16,week1_score_sum,-0.806755508,0,1237,56.02566345,0.706537427,288.9172698,54.4806118
196,16,19,6,9,137,week1_score_sum,0.308970194,0,1238,52.69063281,0.468167385,274.3956746,53.28235472
197,16,19,9,6,163,week1_score_sum,0.755260475,0,1239,52.3306367,0.325215061,272.379618,53.77706803
198,16,19,11,3,122,week1_score_sum,0.085825054,0,1240,58.76145609,0.48551048,303.3137701,58.92582329
199,16,19,11,1,9,week1_score_sum,1.647841037,0,1241,56.09114384,0.369455677,286.92325,59.24699402
200,16,19,1,13,169,week1_score_sum,-1.476190929,0,1242,3.127903464,0.008206396,12.40933373,0.300787684
201,16,19,3,11,232,week1_score_sum,0.532115335,0,1243,51.13147678,0.338245851,260.4482605,52.1505534
202,16,19,10,5,273,week1_score_sum,-0.360465227,0,1244,59.32162764,0.579035814,296.4265156,58.63128541
203,16,19,4,10,25,week1_score_sum,-1.92248121,0,1245,56.84019909,1.290289802,293.9998888,53.15837388
